ts_code,metric_name,name,ann_date,end_date,industry,roic_slope,roic_log_slope,roic_r_squared,roic_p_value,roic_cagr_approx,roic_cagr,roic_trend_direction,roic_robust_slope,roic_cv,roic_std_dev,roic_volatility_type,roic_volatility_regime,roic_has_deterioration,roic_deterioration_severity,roic_total_decline_pct,roic_has_inflection,roic_inflection_type,roic_slope_change,roic_is_cyclical,roic_current_phase,roic_cycle_position,roic_is_accelerating,roic_is_decelerating,roic_recent_3y_slope,roic_mk_tau,roic_mk_p_value,roic_weighted_avg,roic_latest_value,roic_latest_vs_weighted_ratio,roic_full_data_years,roic_trend_window_years,roic_has_structural_break,roic_break_year_index,roic_data_regime
000155.SZ,roic,川能动力,20250428.0,20241231,新型电力,-0.1471,-0.047759287402176914,0.020778488627664342,0.8171033505778573,-0.04185247753718446,-0.04185247753718446,down,-0.07135000000000002,0.33143000967631336,2.3354679633854967,moderate,stable,True,severe,-56.904757062376696,False,none,-6.28635,False,falling,bottom,False,True,-0.415347406339303,0.0,1.0,7.002509999999999,4.2379,0.6051972792612935,10,5,False,,stable
000158.SZ,roic,常山北明,20250429.0,20241231,软件服务,-1.44754,-0.867834418385353,0.7173543346052655,0.07019065108986645,,,down,-1.47595,4.722428210104561,2.5970521698649027,high_volatility,stable,True,severe,-609.8392282958199,False,none,-2.4156499999999994,False,falling,bottom,True,False,-0.7307626170764463,-0.6,0.22067136191984693,0.11567800000000006,-3.3114,-28.62601358944655,10,5,False,,stable
000400.SZ,roic,许继电气,20250411.0,20241231,电气设备,0.46777000000000013,0.05282238767051692,0.7709269346261882,0.05019184164522214,0.042738550738319114,0.042738550738319114,up,0.40442500000000037,0.0928615200713223,0.8396260060288748,ultra_stable,increasing_vol,False,none,17.90521592821087,False,none,0.28389999999999826,False,rising,top,False,False,0.08188063792565137,0.8,0.0864107329737,9.275585,10.0908,1.0878882571827007,10,5,False,,stable
000403.SZ,roic,派林生物,20250424.0,20241231,生物制药,-0.10195999999999987,-0.01137385779766997,0.07048156396879253,0.6659895496639141,-0.15230345387209288,-0.15230345387209288,down,-0.966075,0.3805454873228446,3.7458081735454627,moderate,decreasing_vol,False,none,7.723030887051791,False,none,7.75305,False,rising,mid_up,False,False,0.036921868871958585,-0.6,0.22067136191984693,9.316967000000002,8.4959,0.9118740036322979,10,5,False,,stable
000409.SZ,roic,云鼎科技,20250409.0,20241231,软件服务,0.07088000000000001,0.012517678299201343,0.447549222976001,0.21689910154967665,-0.05090863768642029,-0.05090863768642029,up,-0.193125,0.1463443299145955,0.9338348767314271,stable,decreasing_vol,False,none,18.16711986477549,True,deterioration_to_recovery,2.3562999999999996,False,rising,mid_up,True,False,0.08229255636697008,-0.2,0.8064959405073401,6.2303299999999995,6.4316,1.032304869886507,10,5,False,,stable
000503.SZ,roic,国新健康,20250425.0,20241231,软件服务,5.65689,0.7956724821560295,0.8426532063495744,0.027857563209580334,,,up,5.601625,0.7628697129364944,9.02522168326075,ultra_stable,stable,False,none,94.26771052129081,False,none,1.8635000000000002,False,rising,mid_up,True,False,1.2375732028616373,1.0,0.02748633611151033,-10.133553000000003,-0.6004,16.878002998001335,10,5,False,,stable
000507.SZ,roic,珠海港,20250428.0,20241231,新型电力,0.03840499999999998,0.008628017146998698,0.3503608853406007,0.29302543746851173,0.013653824320638108,0.013653824320638108,up,0.003674999999999984,0.11354805668041466,0.4557251254868443,ultra_stable,decreasing_vol,False,none,-1.9991871157851953,False,none,-1.19275,False,rising,mid_up,False,False,-0.009780323584967388,0.0,1.0,3.98405,3.8579,0.9683362407600307,10,5,False,,stable
000509.SZ,roic,华塑控股,20250428.0,20241231,元器件,0.6146700000000002,0.10829067782583726,0.018890081436886624,0.825556956922116,,,up,-4.9992,1.7632086526003534,21.571447297643243,high_volatility,decreasing_vol,True,severe,-96.79266895761741,False,none,49.669200000000004,False,falling,mid_down,False,False,-0.9258766100044765,-0.2,0.8064959405073401,9.511547000000002,0.112,0.011775161285540615,10,5,False,,stable
000513.SZ,roic,丽珠集团,20250327.0,20241231,化学制药,-0.69988,-0.05062333045955351,0.3535828515008491,0.29024223059734516,-0.043082962213504494,-0.043082962213504494,down,-1.1283499999999993,0.16098005081136102,1.7949758605619186,stable,stable,False,none,15.322976943828797,True,deterioration_to_recovery,4.37165,False,rising,mid_up,True,False,0.07097340138478048,-0.6,0.22067136191984693,10.80036,11.4992,1.064705250565722,10,5,False,,stable
000516.SZ,roic,国际医学,20250423.0,20241231,医疗保健,-0.33087000000000016,-0.3792870669626117,0.197914179965111,0.4528493012803158,,,down,-0.26802500000000007,1.1021546020027697,4.509156950805771,high_volatility,decreasing_vol,False,none,76.33913798808736,False,none,12.87695,False,rising,mid_up,True,False,0.6996780831428568,0.0,1.0,-4.190481000000001,-2.2881,1.8314238888160488,10,5,False,,stable
000519.SZ,roic,中兵红箭,20250424.0,20241231,专用机械,0.87116,0.17213675362914638,0.5506781437743056,0.1510111439134606,,,up,0.2765249999999999,1.2905932108503413,4.818558812030834,high_volatility,increasing_vol,True,severe,-153.11498114852907,True,growth_to_decline,-13.82555,False,falling,bottom,False,True,-2.439808800502388,0.0,1.0,3.381823,-4.1418,-1.2247240615490522,10,5,False,,stable
000533.SZ,roic,顺钠股份,20250416.0,20241231,电气设备,1.2868,0.23050611944859895,0.226259713972829,0.41804543688423734,0.08317007784815322,0.08317007784815322,up,3.0058499999999997,0.5212076273283922,3.667425348933499,volatile,decreasing_vol,False,none,113.53912151450152,True,deterioration_to_recovery,9.636,False,rising,top,False,False,0.37598303005996203,0.6,0.22067136191984693,7.42244,11.4489,1.5424712089286003,10,5,False,,stable
000534.SZ,roic,万泽股份,20250307.0,20241231,生物制药,0.9035900000000001,0.1265334763668127,0.7075649091302136,0.07414985774043474,0.12151583307646674,0.12151583307646674,up,0.8727500000000002,0.24545508377283198,1.7692991530546782,stable,increasing_vol,True,moderate,11.925871989263433,False,none,-2.9400500000000007,False,falling,mid_down,False,False,0.05582619863438354,0.8,0.0864107329737,7.660035000000001,7.8394,1.0234156893538997,10,5,False,,stable
000536.SZ,roic,华映科技,20250415.0,20241231,元器件,-7.53331,-1.6447436686231995,0.8420245631335641,0.028030705513126232,,,down,-8.250050000000002,1.4350083135634184,12.484027024842586,volatile,decreasing_vol,False,none,-62.951518289939465,False,none,11.427600000000002,False,rising,mid_up,True,False,-0.24358177487431298,-0.8,0.0864107329737,-10.959613000000001,-19.1952,0.570955916062349,10,5,False,,stable
000537.SZ,roic,中绿电,20250429.0,20241231,新型电力,0.06673999999999998,0.02044969000569752,0.10500948358372135,0.5947439129355582,,,up,-0.37465000000000004,0.8756452458890316,2.334400173920487,high_volatility,decreasing_vol,True,moderate,-1.0452961672473906,False,none,6.4929,False,falling,mid_down,False,False,-0.004792902679779387,-0.2,0.8064959405073401,2.5233119999999998,2.2152,0.8778938157469232,10,5,False,,stable
000550.SZ,roic,江铃汽车,20250329.0,20241231,汽车整车,1.53657,0.318791161800261,0.8198856367871169,0.03438712415795834,0.3914837994197382,0.3914837994197382,up,1.4513625,0.5249386612075994,2.721754464495282,moderate,stable,False,none,26.064192374073595,False,none,1.0849000000000002,False,rising,top,False,False,0.11484800694789143,0.8,0.0864107329737,5.6458710000000005,8.692,1.5395321643020181,10,5,False,,stable
000551.SZ,roic,创元科技,20250408.0,20241231,专用机械,0.5039800000000001,0.06777845344984362,0.4492648790106155,0.21568771221926708,0.07396474938865216,0.07396474938865216,up,0.49770000000000014,0.15599878312000376,1.1669083374455769,ultra_stable,increasing_vol,False,none,18.945357279327474,False,none,2.1254999999999997,False,rising,top,False,False,0.08615854173124982,0.4,0.4624327264504764,7.73223,9.3384,1.207724033040921,10,5,False,,stable
000555.SZ,roic,神州信息,20250329.0,20241231,软件服务,-0.93584,-0.14371057837696538,0.41621433037712546,0.2397834834611549,,,down,-2.8794000000000004,2.4431667015167178,6.268139626077262,high_volatility,increasing_vol,True,severe,-352.0611263088388,False,none,-8.8652,False,falling,bottom,False,True,-2.326231525931365,-0.8,0.0864107329737,1.5102099999999998,-8.0163,-5.308069738645619,10,5,False,,stable
000566.SZ,roic,海南海药,20250412.0,20241231,化学制药,-2.3712099999999996,0.00540314373416028,0.00912906848044808,0.8785322030886324,,,up,-2.0831833333333334,1.2634488993556225,13.718123845555557,high_volatility,stable,True,severe,-1629.4535831041462,False,none,-2.190599999999998,False,falling,bottom,False,True,-2.7437484013224926,-0.2,0.8064959405073401,-11.569043,-29.4741,0.3925155645125721,10,5,False,,stable
000572.SZ,roic,海马汽车,20250422.0,20241231,汽车整车,2.1464299999999996,-0.17072121317243308,0.009584206359926167,0.8755505700439382,,,down,0.7847749999999993,1.1645063349022229,14.375271741327188,high_volatility,decreasing_vol,True,severe,81.40026657481316,False,none,-9.108550000000001,False,falling,mid_down,False,False,0.8379130842289082,0.0,1.0,-11.700591,-6.2098,1.8842138233115395,10,5,False,,stable
000576.SZ,roic,甘化科工,20250419.0,20241231,电气设备,-0.20677999999999996,-0.13579534596529916,0.08333202017364826,0.6376208640558519,,,down,-9.1918,2.6999061317217334,21.107326156574167,high_volatility,stable,False,none,-85.07486907132846,False,none,38.058099999999996,False,rising,mid_up,False,False,-0.8613387420042862,-0.6,0.22067136191984693,4.825891,1.0117,0.20964004367276426,10,5,False,,stable
000591.SZ,roic,太阳能,20250424.0,20241231,新型电力,-0.07784000000000013,-0.013230806059765308,0.26037872758440067,0.37971355386850225,-0.08587978235398264,-0.08587978235398264,down,-0.3399500000000004,0.1419175758304309,0.7047797116830196,ultra_stable,increasing_vol,True,moderate,-28.07187862867151,False,none,-1.0257999999999998,False,falling,bottom,False,True,-0.16068710077618809,-0.8,0.0864107329737,4.77182,3.7786,0.7918571949486779,10,5,False,,stable
000597.SZ,roic,东北制药,20250403.0,20241231,化学制药,1.23958,0.483900623537868,0.7760179735180737,0.04843786315424558,1.167181161180546,1.167181161180546,up,1.2439375,0.6483165888766168,2.1532149876405744,moderate,decreasing_vol,False,none,6.5449386219234,False,none,-1.5179499999999995,False,rising,mid_up,False,False,0.031087137032841605,0.8,0.0864107329737,3.6931140000000005,5.1816,1.4030436103515893,10,5,False,,stable
000625.SZ,roic,长安汽车,20250411.0,20241231,汽车整车,1.14361,0.14919258382123002,0.3757015583957803,0.271652240764885,0.10962093602196554,0.10962093602196554,up,0.9854999999999998,0.4393118056320677,3.3143615588827964,volatile,stable,True,severe,-36.20015864110352,False,none,-8.090399999999999,False,falling,mid_down,False,True,-0.22302623974285463,0.6,0.22067136191984693,7.887523000000001,6.5955,0.8361940751234576,10,5,False,,stable
000629.SZ,roic,钒钛股份,20250329.0,20241231,小金属,-0.6352799999999996,-0.08946691661286636,0.005476818806299056,0.9058593110763127,0.0071078336060559355,0.0071078336060559355,down,-1.7752999999999992,0.7513159748066789,6.851791321763966,high_volatility,stable,True,severe,-86.00346395323662,True,growth_to_decline,-20.63395,False,falling,mid_down,False,True,-0.9596194818650773,-0.2,0.8064959405073401,8.929136,2.1981,0.24617163407523418,10,5,False,,stable
000633.SZ,roic,合金投资,20250408.0,20241231,小金属,0.35051,0.15314089405111733,0.5723903076020082,0.13879625594170103,0.4780130061085621,0.4780130061085621,up,1.0085125000000001,0.6063680705526685,1.7740631913773532,moderate,increasing_vol,False,none,95.32495608701528,False,none,1.9399499999999998,False,rising,top,False,False,0.32475577726865523,1.0,0.02748633611151033,3.237825,5.7824,1.7858902195146433,10,5,False,,stable
000636.SZ,roic,风华高科,20250415.0,20241231,元器件,-0.85777,-0.27792519294221596,0.4280673116098808,0.23095463503291616,-0.21943138656008843,-0.21943138656008843,down,-1.6725499999999998,1.0797056942646455,4.8634263292456685,high_volatility,decreasing_vol,False,none,0.6987845086363965,False,none,-7.0188,False,rising,mid_up,False,False,0.0031261118403869137,-0.4,0.4624327264504764,3.9321020000000004,2.0463,0.5204086770892514,10,5,False,,stable
000657.SZ,roic,中钨高新,20250425.0,20241231,小金属,0.75727,0.097363899755504,0.4351023424110376,0.22581478305633307,0.16662986762763232,0.16662986762763232,up,0.6665000000000003,0.22346640292641526,1.8253048643993695,stable,stable,False,none,17.60820202298219,False,none,1.4313000000000007,False,rising,top,False,False,0.08064270965809439,0.4,0.4624327264504764,8.546775,10.2552,1.1998911870266855,10,5,False,,stable
000661.SZ,roic,长春高新,20250421.0,20241231,生物制药,-1.67971,-0.06609425819558912,0.5607109971155719,0.1452998681989492,-0.23335812131435596,-0.23335812131435596,down,-4.276341666666667,0.3370857623112924,6.7854285278823765,ultra_stable,stable,True,severe,-51.90080514020545,False,none,-5.544149999999998,False,falling,bottom,False,True,-0.36493657101610566,-1.0,0.02748633611151033,18.898147,9.7018,0.5133730836150232,10,5,False,,stable
000670.SZ,roic,盈方微,20250422.0,20241231,元器件,0.8173200000000002,0.04208629520712829,0.016887406669625765,0.8350074248599998,0.17593801734512837,0.17593801734512837,up,1.571750000000001,0.3964607812685366,5.087075505828472,volatile,increasing_vol,False,none,6.231994298069597,False,none,8.176849999999998,False,rising,top,False,False,0.030176631810634458,0.4,0.4624327264504764,13.076416,17.7366,1.3563808309555156,10,5,False,,stable
000682.SZ,roic,东方电子,20250423.0,20241231,电气设备,1.0701800000000001,0.10951175031288697,0.920203426547887,0.009806113543083552,0.12912728276632213,0.12912728276632213,up,0.8744999999999994,0.17603241667069122,1.7318280390962608,ultra_stable,decreasing_vol,False,none,16.404254055017535,False,none,-1.1643999999999997,False,rising,mid_up,False,True,0.07563036182663296,1.0,0.02748633611151033,10.37321,11.7552,1.1332268410646271,10,5,False,,stable
000710.SZ,roic,贝瑞基因,20250425.0,20241231,医疗保健,-0.52118,-0.09317241803821408,0.12130262455751346,0.5656853584452843,,,down,-6.411899999999999,1.4982938363956422,9.565047919796324,high_volatility,stable,False,none,4.6754805116887095,False,none,17.8232,False,rising,mid_up,False,False,0.023798650813340316,-0.6,0.22067136191984693,-7.830368,-8.8974,0.8800737294040957,10,5,False,,stable
000720.SZ,roic,新能泰山,20250428.0,20241231,电气设备,-0.03315999999999999,-0.0025357237738105427,0.0028113174927861966,0.9325221179926733,,,down,-1.104025,7.02059228742355,4.076155882078113,high_volatility,decreasing_vol,True,severe,-41.86352615171459,False,none,8.69645,False,falling,mid_down,False,False,-0.15090086307548078,-0.6,0.22067136191984693,0.024366999999999917,-2.0478,-84.03989001518477,10,5,False,,stable
000725.SZ,roic,京东方A,20250422.0,20241231,元器件,-0.24315000000000006,-0.13641526144586186,0.2288861858092272,0.4149649213772866,,,down,-0.3838500000000001,8.24884131160694,11.188233424584956,high_volatility,decreasing_vol,False,none,107.8810152184101,False,none,3.45805,False,rising,mid_up,True,False,2.475340799753466,-0.2,0.8064959405073401,-1.6689880000000008,1.5976,-1.0446845267901859,10,5,False,,stable
000727.SZ,roic,冠捷科技,20250429.0,20241231,元器件,-2.6974000000000005,-0.35630025373889,0.5550421180429533,0.14851265470812758,-0.29618496501689195,-0.29618496501689195,down,-2.416295833333333,0.7108516060829692,5.235464729897433,volatile,decreasing_vol,True,severe,32.811569544874516,False,none,-0.08740000000000059,False,falling,mid_down,False,False,0.13301602741825191,-0.4,0.4624327264504764,6.55584,3.1224,0.4762776394786938,10,5,False,,stable
000733.SZ,roic,振华科技,20250424.0,20241231,元器件,-0.41087999999999986,-0.0920345312153285,0.03017811331132398,0.779932333831556,-0.08681910698447726,-0.08681910698447726,down,-0.022837499999999622,0.5000190786621106,7.853609661295881,volatile,stable,True,severe,-74.94406242060143,False,none,-21.926650000000002,False,falling,bottom,False,True,-0.688928791045486,0.0,1.0,15.583356,6.1142,0.39235450951643536,10,5,False,,stable
000739.SZ,roic,普洛药业,20250311.0,20241231,化学制药,-1.4178599999999997,-0.08980142072527292,0.9925405764501084,0.0002740447262586793,-0.08435184180927024,-0.08435184180927024,down,-1.4047374999999995,0.14053680896887777,2.2468322333899335,ultra_stable,stable,False,none,-17.115151820841316,False,none,-0.303300000000001,False,falling,bottom,False,False,-0.09363338611866356,-1.0,0.02748633611151033,15.278569999999998,13.1462,0.8604339280443132,10,5,False,,stable
000756.SZ,roic,新华制药,20250331.0,20241231,化学制药,0.053600000000000134,0.005381529681077218,0.4375826863597312,0.22402010528679256,-0.023243704460687353,-0.023243704460687353,up,0.08469999999999933,0.05041127894976682,0.4345905946980447,ultra_stable,increasing_vol,False,none,-11.040097562077264,True,growth_to_decline,-1.2128000000000005,False,falling,bottom,False,True,-0.05807657487029583,0.2,0.8064959405073401,8.556505000000001,7.8782,0.9207263947137293,10,5,False,,stable
000762.SZ,roic,西藏矿业,20250402.0,20241231,小金属,0.80487,0.5188940880987125,0.30190894603243995,0.3374018982293313,,,up,0.2029875000000001,1.6378981054245518,15.738399105213976,high_volatility,stable,True,moderate,-94.48618709895307,False,none,-22.9446,False,falling,mid_down,False,True,-1.4214255053581375,0.0,1.0,9.850361,2.0408,0.20718022415625173,10,5,False,,stable
000766.SZ,roic,通化金马,20250418.0,20241231,化学制药,0.24134000000000003,0.09555048387385068,0.47243101727165415,0.1997342089893982,,,up,0.7152250000000001,5.771170425987177,3.7856569526305477,high_volatility,decreasing_vol,False,none,71.86994590374212,True,worsening,-7.28015,False,rising,mid_up,False,True,0.24845821735785534,0.8,0.0864107329737,1.224955,3.0818,2.51584752092934,10,5,False,,stable
000788.SZ,roic,北大医药,20250425.0,20241231,化学制药,-0.0035900000000000263,-0.0039860096448717615,0.0001049185859753368,0.9869584641785687,0.3186523476120151,0.3186523476120151,down,0.5734499999999998,0.575789311560025,2.546647030312603,volatile,increasing_vol,False,none,123.62372660209766,True,acceleration,5.4817,False,rising,top,True,False,0.3962733994988046,0.4,0.4624327264504764,4.767391000000001,8.9123,1.8694292119106652,10,5,False,,stable
000800.SZ,roic,一汽解放,20250329.0,20241231,汽车整车,-4.0457,-1.2321701562992269,0.6507600332044482,0.09901028340079954,,,down,-3.8636583333333334,2.0614222871075145,7.712893944104248,high_volatility,decreasing_vol,False,none,62.3121080399509,False,none,1.50765,False,rising,mid_up,True,False,0.4242771682628133,-0.4,0.4624327264504764,2.527830000000001,-1.1358,-0.4493181899099225,10,5,False,,stable
000813.SZ,roic,德展健康,20250429.0,20241231,化学制药,-0.88296,-0.4351504852437116,0.18516143517126116,0.4695315641762968,,,down,-0.8946833333333335,3.034608540897875,3.6303021974761274,high_volatility,stable,True,severe,52.25190580677269,False,none,9.61345,False,falling,mid_down,False,False,0.3499413377908289,-0.2,0.8064959405073401,-1.461188,-2.1108,0.6922436990714421,10,5,False,,stable
000821.SZ,roic,京山轻机,20250426.0,20241231,电气设备,1.8682699999999997,0.34435055513462787,0.7821926521789616,0.046344770958238427,0.4482619782250057,0.4482619782250057,up,2.0426374999999997,0.4895711738065198,3.295891056300253,moderate,decreasing_vol,False,none,0.42852397298193584,True,worsening,-2.335150000000001,False,falling,mid_down,False,True,0.0021251089710139226,0.8,0.0864107329737,7.292681,9.0697,1.2436715660536912,10,5,False,,stable
000823.SZ,roic,超声电子,20250320.0,20241231,元器件,-1.05801,-0.18464758006576965,0.6110862912922421,0.11833067880114749,-0.12531543597681127,-0.12531543597681127,down,-1.0076541666666667,0.33640743861569694,2.1496839016469376,moderate,increasing_vol,False,none,-46.6132494268013,False,none,0.2585000000000002,False,rising,mid_up,False,True,-0.3092536234360299,-0.2,0.8064959405073401,6.072717000000001,4.3775,0.7208470277801518,10,5,False,,stable
000831.SZ,roic,中国稀土,20250428.0,20241231,小金属,0.29216000000000014,0.03538672799209307,0.06315372386006314,0.6834302822236409,,,up,-3.0795499999999993,1.0634700584200218,7.365040620186694,high_volatility,increasing_vol,True,severe,-145.22691334598355,False,none,-16.948700000000002,False,falling,bottom,False,False,-2.8384639473251694,-0.4,0.4624327264504764,6.045535000000001,-5.7203,-0.9462024452757282,10,5,False,,stable
000856.SZ,roic,冀东装备,20250327.0,20241231,专用机械,0.11455000000000007,0.03125452559852368,0.26075981235844514,0.37930486867427954,,,up,2.096525,1.366917651028011,4.2467124198608035,high_volatility,stable,True,severe,5.732719347927802,False,none,-7.356999999999999,False,falling,mid_down,False,False,0.027105312881042787,0.8,0.0864107329737,3.726238,4.2937,1.1522881791232875,10,5,False,,stable
000862.SZ,roic,银星能源,20250325.0,20241231,新型电力,-0.09727000000000005,-0.04718414039111007,0.05495442733095846,0.7042793591269503,-0.05428788006602181,-0.05428788006602181,down,0.08132499999999987,0.2053769346359593,0.8849486736528849,moderate,increasing_vol,True,severe,-40.91006070950599,True,growth_to_decline,-2.6696500000000003,False,falling,bottom,False,True,-0.25473792556710173,0.0,1.0,4.260265,3.0465,0.715096361376581,10,5,False,,stable
000868.SZ,roic,安凯客车,20250325.0,20241231,汽车整车,-1.5723900000000002,-0.45939385501955365,0.1098039287326839,0.5859443991739883,,,down,-1.1803875000000001,1.416843765902362,10.110342081601393,high_volatility,stable,False,none,99.11246239932723,False,none,27.97185,False,rising,top,True,False,1.647788783265367,-0.2,0.8064959405073401,-7.607537000000001,-0.1372,55.448520408163276,10,5,False,,stable
000880.SZ,roic,潍柴重机,20250328.0,20241231,专用机械,0.06316999999999995,0.011127908801033884,0.08643136288124528,0.6311419756921255,0.06283513058352574,0.06283513058352574,up,0.27710833333333335,0.08867044230595365,0.5789594657659554,ultra_stable,stable,False,none,9.742211696119513,False,none,-0.8160500000000006,False,rising,top,False,False,0.04600072014682799,0.4,0.4624327264504764,6.663869999999999,7.2285,1.0847300442535646,10,5,False,,stable
000915.SZ,roic,华特达因,20250321.0,20241231,化学制药,1.0034799999999997,0.04137478363462553,0.2995791404388862,0.33966352207565664,0.03774610682672752,0.03774610682672752,up,1.3691499999999999,0.13192821766499088,3.035222371095732,ultra_stable,decreasing_vol,True,mild,-16.15963151434076,False,none,-7.381449999999999,False,falling,mid_down,False,True,-0.08805158382554068,0.4,0.4624327264504764,23.508360000000003,22.061,0.9384321152134814,10,5,False,,stable
000919.SZ,roic,金陵药业,20250329.0,20241231,化学制药,-0.010830000000000029,-0.004864118264487349,0.021069259352113307,0.8158370971274056,-0.47648682080051286,-0.47648682080051286,down,-0.6868625000000002,0.5850935266014932,1.3589733304962244,volatile,stable,True,severe,-93.12751978497835,False,none,-2.75305,False,falling,bottom,False,False,-0.7642938268438505,-0.6,0.22067136191984693,2.1382260000000004,0.1841,0.0860994113812104,10,5,False,,stable
