ts_code,name,industry,roic_weighted,roic_log_slope,roic_slope,roic_r_squared,roic_p_value,roic_cagr,roic_latest,roic_trend_score,roic_robust_slope,roic_mk_tau,roic_mk_p_value,roic_data_quality,roic_data_quality_original,roic_data_quality_cleaned,roic_has_loss_years,roic_loss_year_count,roic_has_near_zero_years,roic_near_zero_count,roic_has_loss_years_cleaned,roic_loss_year_count_cleaned,roic_has_near_zero_years_cleaned,roic_near_zero_count_cleaned,roic_cv,roic_std_dev,roic_range_ratio,roic_volatility_type,roic_vol_mean_near_zero,roic_has_inflection,roic_inflection_type,roic_early_slope,roic_middle_slope,roic_recent_slope,roic_slope_change,roic_inflection_confidence,roic_inflection_early_r2,roic_inflection_recent_r2,roic_has_deterioration,roic_deterioration_severity,roic_year4_to_5_change,roic_year3_to_4_change,roic_total_decline_pct,roic_year4_to_5_pct,roic_year3_to_4_pct,roic_is_high_level_stable,roic_deterioration_industry,roic_is_cyclical,roic_peak_to_trough_ratio,roic_has_middle_peak,roic_current_phase,roic_industry_cyclical,roic_has_wave_pattern,roic_trend_r_squared,roic_cyclical_cv,roic_cyclical_confidence,roic_cyclical_industry,roic_decline_threshold_pct,roic_decline_threshold_abs,roic_peak_to_trough_threshold,roic_trend_r_squared_max,roic_cv_threshold,roic_recent_3y_slope,roic_recent_3y_r_squared,roic_trend_acceleration,roic_is_accelerating,roic_is_decelerating,roic_full_5y_slope,roic_full_5y_r_squared,roic_penalty,roic_penalty_details,roic_strategies,roic_strategy_reasons,roic_is_high_growth,roic_is_turnaround,score_value,score_trend,score_momentum,score_stability,base_score,final_penalty,quality_score,grade,recommendation
000409.SZ,云鼎科技,软件服务,6.2303299999999995,0.011192270923995197,0.07088000000000001,0.447549222976001,0.2168991015496765,-0.05090863768642029,6.4316,110.0,-0.026889696640359284,-0.19999999999999998,0.8166666666666667,good,good,good,false,0,false,0,false,0,false,0,0.1463443299145955,0.9338348767314271,0.3892444539168918,stable,false,true,deterioration_to_recovery,-1.2418999999999998,0.0,0.16976000000000005,1.41166,0.7617159314875153,0.9232940738208697,0.28680777249659645,false,none,0.3919000000000006,0.5968999999999998,18.16711986477549,6.488732884083656,10.966781803483498,false,软件服务,false,1.0,false,rising,false,false,0.0,0.1463443299145955,0.3130109965812622,软件服务,-5.0,-2.0,3.0,0.3,0.5,0.4944000000000002,0.9858749054332904,0.7959,true,false,-0.3014999999999999,0.26060003031233686,0.0,"",turnaround,"V型反转(形态确认, 斜率改善1.41)",0,1,5,35.0,0,5,45.0,10,35.0,F,❌ 规避风险
000503.SZ,国新健康,软件服务,-10.133553000000003,0.7573871609237462,5.656890000000001,0.8426532063495744,0.027857563209580334,,-0.6004,100.0,0.5821898427834504,0.9999999999999999,0.016666666666666666,poor,poor,poor,true,5,true,1,true,5,true,1,0.7628697129364944,9.02522168326075,1.842557701963211,high_volatility,false,false,none,5.69867,0.0,4.9368,0.0,-0.07349247714486662,0.9655291442331222,0.9909577961150655,false,none,5.7536000000000005,4.12,94.26771052129081,90.55083412023922,39.335497422188276,false,软件服务,false,1.0,false,rising,false,false,0.0,0.7628697129364944,0.929536379603161,软件服务,-5.0,-2.0,3.0,0.3,0.5,4.9368,0.9909577961150655,-0.7200900000000008,false,true,5.656890000000001,0.9821542947844285,0.0,"","","",0,0,0,35.0,0,10,45.0,18,27.0,F,❌ 规避风险
000507.SZ,珠海港,新型电力,3.98405,0.009892633640278793,0.03840499999999998,0.35036088534060084,0.2930254374685096,0.013653824320638108,3.8579,100.0,0.0010022001636655897,0.0,1.0,good,good,good,false,0,false,0,false,0,false,0,0.11354805668041466,0.4557251254868443,0.28738009218886257,ultra_stable,false,false,none,-0.039999999999999994,0.0,-0.039349999999999996,0.0,-0.0017138403267880076,0.009994036558385605,0.38550353655267666,false,none,0.046699999999999964,-0.12539999999999996,-1.9991871157851953,1.22533585222502,-3.185490016765736,false,新型电力,false,1.2614399664147775,true,rising,false,false,0.0,0.11354805668041466,0.32378805108287756,新型电力,-5.0,-2.0,3.0,0.3,0.5,-0.039349999999999996,0.38550353655267666,0.019550000000000005,false,false,-0.0589,0.04176040018992188,0.0,"","","",0,0,0,35.0,0,3,38.0,18,20.0,F,❌ 规避风险
000509.SZ,华塑控股,元器件,9.511547000000002,0.1302601165980733,0.6146700000000003,0.018890081436886624,0.825556956922116,,0.112,70.0,-0.7601053835731029,-0.19999999999999998,0.8166666666666667,has_loss,has_loss,has_loss,true,1,true,1,true,1,true,1,1.7632086526003534,21.571447297643243,4.198002321361429,high_volatility,false,true,deterioration_to_recovery,-23.380449999999996,0.0,0.8583300000000003,24.238779999999995,0.44806381349684343,0.6768913455520971,0.0675497649049072,true,moderate,-8.3084,4.928400000000001,-96.79266895761741,-98.66989691701107,141.13402061855675,false,元器件,true,inf,true,falling,false,false,0.0,1.7632086526003534,1.0,元器件,-5.0,-2.0,3.0,0.3,0.5,-1.6899999999999997,0.16360610185827684,7.38551,true,false,-9.07551,0.4425104380442765,30.0,中度恶化-10分; 单年巨幅下滑-15.0分(年跌-98.7%); 相对加权暴跌-15.0分(最新仅为加权1.2%),"","",0,0,10,24.5,0,0,34.5,20,14.5,F,❌ 规避风险
000513.SZ,丽珠集团,化学制药,10.80036,-0.060109331129857814,-0.69988,0.3535828515008491,0.2902422305973451,-0.043082962213504494,11.4992,110.0,-0.11349030493452494,-0.6,0.23333333333333334,good,good,good,false,0,false,0,false,0,false,0,0.16098005081136102,1.7949758605619186,0.4228765145332412,stable,false,true,deterioration_to_recovery,-1.5742099999999999,0.0,0.7639500000000004,2.3381600000000002,0.7052840873261768,0.9729181180714104,0.3674089068825916,false,none,2.5001999999999995,-0.9722999999999988,15.322976943828797,27.783087009667735,-9.750985327891035,false,化学制药,false,1.0,false,rising,false,false,0.0,0.16098005081136102,0.32764671747802765,化学制药,-5.0,-2.0,3.0,0.3,0.5,0.7639500000000004,0.3674089068825916,1.4638300000000002,true,false,-0.69988,0.3800755653194778,0.0,"",turnaround,"V型反转(形态确认, 斜率改善2.34)",0,1,15,35.0,6,3,59.0,0,59.0,D,❌ 规避风险
000516.SZ,国际医学,医疗保健,-4.190481000000001,-0.4784204247275037,-0.3308700000000002,0.197914179965111,0.45284930128031586,,-2.2881,100.0,-0.04243006352728573,0.0,1.0,poor,poor,poor,true,4,false,0,true,4,false,0,1.1021546020027697,4.509156950805771,2.7844261613895123,high_volatility,false,true,deterioration_to_recovery,-5.69585,0.0,2.24452,7.94037,0.7254481369822591,0.8887773937568537,0.6442577443164307,false,none,0.46629999999999994,6.916,76.33913798808736,16.929276793494044,71.51720714758439,false,医疗保健,false,1.0,false,rising,false,false,0.0,1.1021546020027697,1.0,医疗保健,-5.0,-2.0,3.0,0.3,0.5,3.6911500000000004,0.797172550271473,4.02202,true,false,-0.3308700000000002,0.01346058972649203,0.0,"","","",0,0,0,35.0,0,0,35.0,18,17.0,F,❌ 规避风险
000533.SZ,顺钠股份,电气设备,7.42244,0.21389082342094146,1.2868000000000002,0.226259713972829,0.41804543688423734,0.08317007784815322,11.4489,110.0,0.34619555003801883,0.6,0.23333333333333334,good,good,good,false,0,false,0,false,0,false,0,0.5212076273283922,3.667425348933499,1.3819566823944063,volatile,false,true,deterioration_to_recovery,-1.4778499999999997,0.0,3.214,4.69185,0.5290496687908062,0.2003111531768393,0.998058067989683,false,none,3.1194000000000006,2.967999999999999,113.53912151450152,37.45002701242572,55.35764245080665,false,电气设备,false,1.0,false,rising,false,false,0.0,0.5212076273283922,0.6878742939950588,电气设备,-5.0,-2.0,3.0,0.3,0.5,3.0437,0.9997938528771178,1.7568999999999997,true,false,1.2868000000000002,0.30777939965777096,0.0,"",turnaround,"V型反转(形态确认, 斜率改善4.69)",0,1,5,35.0,6,3,49.0,10,39.0,F,❌ 规避风险
000534.SZ,万泽股份,生物制药,7.660035000000001,0.1310108925368892,0.9035900000000002,0.7075649091302136,0.07414985774043459,0.12151583307646674,7.8394,90.0,0.14186385426282577,0.7999999999999999,0.08333333333333333,good,good,good,false,0,false,0,false,0,false,0,0.24545508377283198,1.7692991530546782,0.6658768298502827,moderate,false,false,none,1.0244500000000003,0.0,0.6806600000000003,0.0,0.07460226240650891,0.9242862724107708,0.37505256190060327,true,moderate,-1.9156000000000004,2.7509000000000006,11.925871989263433,-19.637109174782168,39.275567167801725,false,生物制药,false,1.0,true,falling,false,false,0.0,0.24545508377283198,0.4121217504394986,生物制药,-5.0,-2.0,3.0,0.3,0.5,0.4176500000000001,0.08769295518109643,-0.48594000000000015,false,true,0.9035900000000002,0.6520491023054075,10.0,中度恶化-10分,"","",0,0,5,31.5,0,7,43.5,18,25.5,F,❌ 规避风险
000536.SZ,华映科技,元器件,-10.959613000000001,-1.693075296577807,-7.53331,0.8420245631335643,0.028030705513126232,,-19.1952,55.0,-1.8290326224850022,-0.7999999999999999,0.08333333333333333,poor,poor,poor,true,3,true,1,true,3,true,1,1.4350083135634184,12.484027024842586,3.2957876321034716,high_volatility,false,true,improving,-9.81883,0.0,-3.70775,6.11108,0.598689951143576,0.9924643682755728,0.594272038597658,false,none,1.5986000000000011,-9.014100000000001,-62.951518289939465,7.687868499264209,-76.52232230022837,false,元器件,false,1.0,false,rising,false,false,0.0,1.4350083135634184,1.0,元器件,-5.0,-2.0,3.0,0.3,0.5,-3.70775,0.594272038597658,3.8255600000000003,true,false,-7.53331,0.9103371933752643,45.0,轻度衰退-20.0分(log斜率-1.693); 持续衰退重罚-10.0分(最新<加权); 单年巨幅下滑-15.0分(年跌-76.5%),"","",0,0,0,19.25,0,10,29.25,30,0.0,F,❌ 规避风险
000537.SZ,中绿电,新型电力,2.5233119999999998,0.02387241123157533,0.06673999999999998,0.10500948358372131,0.5947439129355582,,2.2152,90.0,-0.12288290398623726,-0.19999999999999998,0.8166666666666667,has_loss,has_loss,good,true,1,true,1,false,0,false,0,0.8756452458890316,2.334400173920487,2.439908174288801,high_volatility,false,false,none,-1.9876,0.0,0.8232199999999998,0.0,0.16690056604535564,0.367436972530345,0.5588393345035131,true,moderate,-0.7376,0.7142,-1.0452961672473906,-24.979680303440805,31.903868489234345,false,新型电力,true,inf,true,falling,false,false,0.0,0.8756452458890316,1.0,新型电力,-5.0,-2.0,3.0,0.3,0.5,-0.011700000000000044,0.0007787553522245265,0.46366,true,false,-0.47536000000000006,0.10366559955135018,10.0,中度恶化-10分,"","",0,0,0,31.5,0,0,31.5,26,5.5,F,❌ 规避风险
000550.SZ,江铃汽车,汽车整车,5.6458710000000005,0.3216440002534454,1.5365700000000002,0.8198856367871169,0.03438712415795835,0.3914837994197382,8.692,100.0,0.3236551860609552,0.7999999999999999,0.08333333333333333,good,good,good,false,0,false,0,false,0,false,0,0.5249386612075994,2.721754464495282,1.2292426083434589,volatile,false,false,none,2.2882,0.0,1.63994,0.0,-0.3846846775198982,0.8120834390270919,0.6945242422827275,false,none,3.3731,-1.5759999999999996,26.064192374073595,63.41724792720299,-22.857474365110438,false,汽车整车,false,1.296301866927372,true,rising,false,false,0.0,0.5249386612075994,0.7409889723621613,汽车整车,-5.0,-2.0,3.0,0.3,0.5,0.8985500000000002,0.28344220115179847,-0.63802,false,true,1.5365700000000002,0.7967954038304645,0.0,"","","",0,0,0,35.0,4,10,49.0,10,39.0,F,❌ 规避风险
000551.SZ,创元科技,专用机械,7.73223,0.06267998469503651,0.5039800000000002,0.4492648790106156,0.21568771221926752,0.07396474938865216,9.3384,100.0,0.0631386628593571,0.39999999999999997,0.48333333333333334,good,good,good,false,0,false,0,false,0,false,0,0.15599878312000376,1.1669083374455769,0.39349004844764346,stable,false,false,none,0.4157000000000002,0.0,0.7776400000000001,0.0,0.009431600939575069,0.32388189535464107,0.5835454975757662,false,none,2.5412,-1.0537999999999998,18.945357279327474,37.38598246336727,-13.422493949815308,false,专用机械,false,1.1902487833719926,true,rising,false,false,0.0,0.15599878312000376,0.35437358034866917,专用机械,-5.0,-2.0,3.0,0.3,0.5,0.7437,0.33929972474433207,0.23971999999999982,true,false,0.5039800000000002,0.4663297551101232,0.0,"","","",0,0,5,35.0,4,5,49.0,10,39.0,F,❌ 规避风险
000555.SZ,神州信息,软件服务,1.5102099999999998,-0.16447753509163027,-0.93584,0.41621433037712546,0.239783483461155,,-8.0163,29.67024929816739,-0.5770634841260632,-0.7999999999999999,0.08333333333333333,has_loss,has_loss,good,true,1,false,0,false,0,false,0,2.4431667015167178,6.268139626077262,6.19438879317737,high_volatility,false,false,none,-1.7448599999999999,0.0,-5.5983,0.0,0.3119606178059746,0.8856541015347572,0.7489014545799794,true,moderate,-11.213,0.01639999999999997,-352.0611263088388,-350.76797947883756,0.5156746218910156,false,软件服务,false,1.0051567462189102,true,falling,false,false,0.0,2.4431667015167178,1.0,软件服务,-5.0,-2.0,3.0,0.3,0.5,-5.5983,0.7489014545799794,-2.0803999999999996,false,true,-3.5179000000000005,0.7874621071754074,70.32975070183261,复合恶化-16.0分(触发3项恶化信号); 轻度衰退-3.3分(log斜率-0.164); 中度恶化-10分; 持续衰退重罚-10.0分(最新<加权); 单年巨幅下滑-15.0分(年跌-350.8%); 相对加权暴跌-15.0分(最新仅为加权-530.8%); 加速下滑-1.0分(加速度-2.08),"","",0,0,0,10.38,0,5,15.38,30,0.0,F,❌ 规避风险
000566.SZ,海南海药,化学制药,-11.569043,0.15406086244821093,-2.3712099999999996,0.00912906848044808,0.8785322030886324,,-29.4741,41.0,-0.23970480542097375,-0.19999999999999998,0.8166666666666667,poor,poor,poor,true,3,true,1,true,3,true,1,1.2634488993556225,13.718123845555557,2.8920727079818156,high_volatility,false,true,growth_to_decline,4.56579,0.0,-15.700599999999996,-20.266389999999994,0.4889546486278973,0.326200811880086,0.77803534050865,true,severe,-30.2257,-1.1755,-1629.4535831041462,-4021.5141032464076,-60.99839136526387,false,化学制药,true,inf,true,falling,false,false,0.0,1.2634488993556225,1.0,化学制药,-5.0,-2.0,3.0,0.3,0.5,-15.700599999999996,0.77803534050865,-13.329389999999997,false,true,-2.3712099999999996,0.07469484076078242,59.0,复合恶化-14.0分(触发2项恶化信号); 严重恶化-15分; 单年巨幅下滑-15.0分(年跌-4021.5%); 增长转衰退-10.0分(斜率变化-20.27); 加速下滑-5.0分(加速度-13.33),"","",0,0,0,14.35,0,0,14.35,30,0.0,F,❌ 规避风险
000572.SZ,海马汽车,汽车整车,-11.700591,-0.1416429744166432,2.14643,0.009584206359926165,0.8755505700439382,,-6.2098,80.0,0.02269303975779713,0.0,1.0,poor,poor,poor,true,4,false,0,true,4,false,0,1.1645063349022229,14.375271741327188,2.900282878556639,high_volatility,false,false,none,1.2255,0.0,13.588349999999997,0.0,-0.19530747024526018,0.009632799319903561,0.696491776273904,true,moderate,-1.9482000000000008,29.124899999999997,81.40026657481316,-45.71522432889058,87.2355592829437,false,汽车整车,true,inf,true,falling,false,false,0.0,1.1645063349022229,1.0,汽车整车,-5.0,-2.0,3.0,0.3,0.5,13.588349999999997,0.696491776273904,11.441919999999996,true,false,2.14643,0.05573671155686369,20.0,中度恶化-10分; 单年巨幅下滑-15.0分(年跌-45.7%),"","",0,0,0,28.0,0,0,28.0,30,0.0,F,❌ 规避风险
000576.SZ,甘化科工,电气设备,4.825891,-0.11484436127706421,-0.20677999999999996,0.08333202017364826,0.637620864055852,,1.0117,70.0,-0.9060406021443148,-0.6,0.23333333333333334,has_loss,has_loss,good,true,1,false,0,false,0,false,0,2.6999061317217334,21.107326156574167,7.2553659597329165,high_volatility,false,false,none,-18.1043,0.0,-2.3614100000000002,0.0,0.2942050766894667,0.6534252631095314,0.1181524108821638,false,none,14.7456,-20.5124,-85.07486907132846,107.36644361761772,-302.6097219148779,false,电气设备,true,inf,true,rising,false,false,0.0,2.6999061317217334,1.0,电气设备,-5.0,-2.0,3.0,0.3,0.5,-2.8834,0.07429321210532679,7.089630000000001,true,false,-9.973030000000001,0.558120298061918,30.0,单年巨幅下滑-15.0分(年跌-302.6%); 相对加权暴跌-15.0分(最新仅为加权21.0%),"","",0,0,0,24.5,0,0,24.5,30,0.0,F,❌ 规避风险
