ts_code,metric_name,name,ann_date,industry,end_date,grossprofit_margin_slope,grossprofit_margin_log_slope,grossprofit_margin_r_squared,grossprofit_margin_p_value,grossprofit_margin_cagr_approx,grossprofit_margin_cagr,grossprofit_margin_trend_direction,grossprofit_margin_cv,grossprofit_margin_std_dev,grossprofit_margin_volatility_type,grossprofit_margin_volatility_regime,grossprofit_margin_has_deterioration,grossprofit_margin_deterioration_severity,grossprofit_margin_total_decline_pct,grossprofit_margin_has_inflection,grossprofit_margin_inflection_type,grossprofit_margin_slope_change,grossprofit_margin_is_cyclical,grossprofit_margin_current_phase,grossprofit_margin_cycle_position,grossprofit_margin_is_accelerating,grossprofit_margin_is_decelerating,grossprofit_margin_recent_3y_slope,grossprofit_margin_robust_slope,grossprofit_margin_mk_tau,grossprofit_margin_mk_p_value,grossprofit_margin_weighted_avg,grossprofit_margin_latest_value,grossprofit_margin_latest_vs_weighted_ratio,grossprofit_margin_full_data_years,grossprofit_margin_trend_window_years,grossprofit_margin_has_structural_break,grossprofit_margin_break_year_index,grossprofit_margin_data_regime
000153.SZ,gross_margin,丰原药业,20250411.0,化学制药,20241231,-3.01983,-0.09694550419587024,0.9773308701875633,0.0014585483157150444,-0.1098453548328604,-0.1098453548328604,down,0.1716226497868831,4.82159418273666,ultra_stable,stable,True,severe,-22.902467019030478,False,none,1.3226999999999993,False,falling,bottom,False,False,-0.12994254543868755,-3.1010416666666663,-1.0,0.016666666666666666,26.584245,21.7634,0.8186578178165301,10,5,False,,stable
000155.SZ,gross_margin,川能动力,20250428.0,新型电力,20241231,6.186819999999999,0.020775494776276382,0.67813630636674,0.08662439848797993,0.12547519209580993,0.12547519209580993,up,0.2692396617657016,12.184925524598006,stable,decreasing_vol,True,mild,-7.805932420266191,False,none,-4.185400000000005,False,falling,mid_down,False,True,-0.04062972356613326,5.158420833333333,0.6,0.23333333333333334,47.112846000000005,50.0753,1.0628799627175993,10,5,False,,stable
000158.SZ,gross_margin,常山北明,20250429.0,软件服务,20241231,0.011580000000000012,-0.0005614252733043122,1.9870047415240023e-05,0.9943244476728739,-0.00910197431141302,-0.00910197431141302,down,0.08000656314375007,0.8153612861793228,ultra_stable,increasing_vol,True,moderate,0.923794843641128,False,none,-1.637599999999999,False,falling,mid_down,False,False,0.004572588071806383,-0.022637499999999866,0.0,1.0,10.196969999999999,9.5593,0.9374647566875259,10,5,False,,stable
000400.SZ,gross_margin,许继电气,20250411.0,电气设备,20241231,-0.14000999999999983,-0.003308477194457533,0.039728304606388966,0.747908942116077,0.007273883822666027,0.007273883822666027,down,0.05949416989959406,1.1729275595704969,ultra_stable,increasing_vol,False,none,9.119703328623432,False,none,3.347800000000001,False,rising,mid_up,True,False,0.04358251117958267,-0.25411666666666627,0.0,1.0,19.644995,20.7741,1.0574754536715332,10,5,False,,stable
000403.SZ,gross_margin,派林生物,20250424.0,生物制药,20241231,0.6031400000000005,0.008988805048893787,0.15929184236099062,0.5056659137717219,0.0015913428426601595,0.0015913428426601595,up,0.048591762931498216,2.406569256639002,ultra_stable,decreasing_vol,True,mild,-5.74599965085071,False,none,1.25,False,falling,mid_down,False,False,-0.02958267999469344,0.48240416666666724,0.2,0.8166666666666667,49.827850000000005,49.1315,0.9860248836744913,10,5,False,,stable
000409.SZ,gross_margin,云鼎科技,20250409.0,软件服务,20241231,1.5358199999999997,0.005514877714093944,0.1549982012398359,0.5119964901572878,0.3425427466558677,0.3425427466558677,up,0.40971552026643854,12.852652956102098,volatile,decreasing_vol,True,mild,3.0956139964650338,False,none,-33.40605,False,falling,mid_down,False,False,0.015236023359836981,3.0823875000000003,0.2,0.8166666666666667,32.557232,32.7809,1.0068699943533284,10,5,False,,stable
000503.SZ,gross_margin,国新健康,20250425.0,软件服务,20241231,1.2582700000000002,0.004747348759479309,0.17731319704246568,0.48015185229033797,0.009602690828521387,0.009602690828521387,up,0.27207596875681966,4.837140701178745,moderate,increasing_vol,True,severe,-26.37359985715044,False,none,-12.597450000000002,False,falling,mid_down,False,True,-0.15283794790459893,1.819175,0.4,0.48333333333333334,18.156121000000002,15.2562,0.8402786035629526,10,5,False,,stable
000507.SZ,gross_margin,珠海港,20250428.0,新型电力,20241231,2.474239999999999,0.06583243880847438,0.8570319819718959,0.024010022652105174,0.10870161353253849,0.10870161353253849,up,0.19266349377400402,4.186504507581473,ultra_stable,decreasing_vol,False,none,9.83355427898069,False,none,1.2278999999999982,False,rising,top,False,True,0.04686012293918851,2.275091666666666,0.8,0.08333333333333333,22.96674,26.0981,1.1363432511536247,10,5,False,,stable
000509.SZ,gross_margin,华塑控股,20250428.0,元器件,20241231,-5.1057999999999995,-0.1112329262436404,0.9557606874172201,0.004002820864018096,-0.41381570206985985,-0.41381570206985985,down,0.8158530146004634,11.475543747465737,volatile,decreasing_vol,True,severe,-56.91624923103963,False,none,15.102799999999998,False,falling,bottom,True,False,-0.41457868543014476,-5.53015,-1.0,0.016666666666666666,12.099053,3.922,0.32415760142550004,10,5,False,,stable
000513.SZ,gross_margin,丽珠集团,20250327.0,化学制药,20241231,0.007050000000000977,0.00037134305920436255,0.000357317326484117,0.975933591121514,0.001419450532415878,0.001419450532415878,up,0.007888610027542896,0.511224370506728,ultra_stable,increasing_vol,False,none,1.197664044876077,False,none,1.5775500000000022,False,rising,top,False,False,0.005952041003390196,-0.13572500000000076,-0.2,0.8166666666666667,64.808905,65.4505,1.0098997969492003,10,5,False,,stable
000516.SZ,gross_margin,国际医学,20250423.0,医疗保健,20241231,4.5381100000000005,0.002658480289553803,0.543473486367685,0.15518450112873072,,,up,9.293170909669447,8.748776957781013,high_volatility,stable,False,none,243.9244650879464,False,none,-2.6872500000000006,False,falling,top,False,False,2.761455088317224,4.3475874999999995,0.6,0.23333333333333334,2.3028530000000003,9.4508,4.103952792470904,10,5,False,,stable
000519.SZ,gross_margin,中兵红箭,20250424.0,专用机械,20241231,0.6837200000000003,-0.00023414640954784035,0.005988833064347498,0.9015655477213183,-0.03503561453854953,-0.03503561453854953,down,0.31949842516637256,7.328929645111897,moderate,increasing_vol,True,severe,-47.22084667994113,False,none,-22.662499999999994,False,falling,bottom,False,True,-0.31913954015105817,3.270699999999998,0.2,0.8166666666666667,23.143976000000002,15.2413,0.6585428536566059,10,5,False,,stable
000533.SZ,gross_margin,顺钠股份,20250416.0,电气设备,20241231,-0.7752199999999998,-0.025008818495149705,0.7068833992540652,0.07442901013968119,-0.036385632417088365,-0.036385632417088365,down,0.06613417375070992,1.4579688635221253,ultra_stable,decreasing_vol,False,none,0.8993133912709315,True,improving,1.297799999999997,False,falling,mid_down,False,False,0.0044713628943962025,-0.6786874999999997,-0.6,0.23333333333333334,21.65801,21.0143,0.9702784327830672,10,5,False,,stable
000534.SZ,gross_margin,万泽股份,20250307.0,生物制药,20241231,-2.507010000000001,-0.026937554834567768,0.8426187822652914,0.027867033759920737,-0.030717818490718973,-0.030717818490718973,down,0.05552996394551785,4.336761354628591,ultra_stable,decreasing_vol,False,none,-2.359011060507481,False,none,4.883600000000001,False,rising,mid_up,False,False,-0.011935371120492366,-2.5337250000000076,-0.8,0.08333333333333333,76.84417499999999,75.0371,0.9764839039523816,10,5,False,,stable
000536.SZ,gross_margin,华映科技,20250415.0,元器件,20241231,-6.998220000000001,-0.0038112229836844832,0.21308622972095972,0.4338538212837953,,,down,1.2295570346068525,24.12981089275256,high_volatility,stable,False,none,-62.91691647470892,False,none,29.6676,False,rising,bottom,False,False,-0.2437254429339628,-8.848758333333334,-0.6,0.23333333333333334,-22.333386,-25.815,0.8651321324811156,10,5,False,,stable
000537.SZ,gross_margin,中绿电,20250429.0,新型电力,20241231,7.401479999999999,0.03908481380607491,0.7553246682249259,0.05572568485391893,0.16248909895937813,0.16248909895937813,up,0.30309697862006657,13.375566613530808,stable,decreasing_vol,False,none,2.4198923161024126,True,deterioration_to_recovery,1.5755000000000017,False,rising,top,False,True,0.011953339091691273,7.0244125,0.8,0.08333333333333333,46.350104,54.7082,1.1803252911794977,10,5,False,,stable
000550.SZ,gross_margin,江铃汽车,20250329.0,汽车整车,20241231,-0.45516000000000023,-0.016882676749556597,0.39631248786153056,0.2551017214840588,-0.043076896894957306,-0.043076896894957306,down,0.07559781347465101,1.135491254039414,ultra_stable,stable,False,none,-0.8100633169074344,False,none,0.051400000000001,False,falling,bottom,False,False,-0.004056746730411787,-0.3674666666666674,-0.6,0.23333333333333334,14.79258,14.1304,0.9552356654484884,10,5,False,,stable
000551.SZ,gross_margin,创元科技,20250408.0,专用机械,20241231,0.06804000000000095,0.003423839686994655,0.24610215082458667,0.3953227062694562,0.026252506007045318,0.026252506007045318,up,0.056710461312128015,1.2333186968500878,ultra_stable,increasing_vol,False,none,16.107277901220122,False,none,2.7808999999999973,False,rising,mid_up,True,False,0.07459567740175443,0.3301750000000001,0.4,0.48333333333333334,21.98964,23.828,1.083601186740665,10,5,False,,stable
000555.SZ,gross_margin,神州信息,20250329.0,软件服务,20241231,-0.6050699999999999,-0.033885757464398494,0.8280025860359457,0.03199851461066988,-0.03308876288389695,-0.03308876288389695,down,0.06606945152412737,1.0537985020866178,ultra_stable,decreasing_vol,False,none,-2.2361541028879532,False,none,-0.17174999999999763,False,falling,mid_down,False,False,-0.011282987271495015,-0.5599041666666669,-0.6,0.23333333333333334,15.647324999999999,14.939,0.9547318790911546,10,5,False,,stable
000566.SZ,gross_margin,海南海药,20250412.0,化学制药,20241231,-1.8767000000000003,-0.036283962402929394,0.7280456210058798,0.06597458486657126,-0.05251222126042843,-0.05251222126042843,down,0.08674396550719565,3.4878065697512532,ultra_stable,stable,True,moderate,-18.418365102045076,False,none,-0.623899999999999,False,falling,bottom,False,False,-0.10174933724741742,-1.9192583333333335,-0.8,0.08333333333333333,39.26971,35.2285,0.8970909130726963,10,5,False,,stable
000572.SZ,gross_margin,海马汽车,20250422.0,汽车整车,20241231,-2.8016500000000004,-0.038131672570028426,0.7821303017686887,0.0463657187654914,-0.15991171743088162,-0.15991171743088162,down,0.3756078336804608,5.0233340947024425,stable,decreasing_vol,False,none,-3.313449244676085,False,none,0.23055000000000003,False,falling,mid_down,True,False,-0.016758356722556433,-2.7260791666666666,-1.0,0.016666666666666666,12.533385,9.4981,0.7578240036510488,10,5,False,,stable
000576.SZ,gross_margin,甘化科工,20250419.0,电气设备,20241231,3.9396999999999993,0.021958698777012252,0.524370584392171,0.1665474977395476,0.08041840626034635,0.08041840626034635,up,0.1863249641707655,9.08840631585098,stable,decreasing_vol,False,none,-12.725935057962667,False,none,-5.610700000000001,False,rising,mid_up,False,True,-0.06804768704571895,3.7927958333333325,0.6,0.23333333333333334,50.747029999999995,52.6692,1.0378774876086345,10,5,False,,stable
000591.SZ,gross_margin,太阳能,20250424.0,新型电力,20241231,-1.2370900000000007,-0.002426655022238265,0.07549925100507385,0.6546038345330453,-0.01349800967642889,-0.01349800967642889,down,0.169362640081663,6.880570650244062,stable,stable,False,none,39.93237696788821,False,none,19.25905,False,rising,mid_up,True,False,0.16793762343978091,-2.132087500000001,-0.2,0.8166666666666667,40.007715,45.8557,1.1461714321850174,10,5,False,,stable
000597.SZ,gross_margin,东北制药,20250403.0,化学制药,20241231,-0.005375000000000796,-0.00048736617364605336,0.0003715568077347132,0.975458797805902,-0.002723724908342273,-0.002723724908342273,down,0.019383203927294965,0.7637424284403759,ultra_stable,increasing_vol,False,none,-0.5662900811956385,False,none,-1.8389500000000076,False,falling,mid_down,False,False,-0.002838557472712555,-0.10418749999999921,-0.2,0.8166666666666667,39.41928,38.7347,0.9826333712843055,10,5,False,,stable
000625.SZ,gross_margin,长安汽车,20250411.0,汽车整车,20241231,0.3001800000000003,0.0016536591947749356,0.03972635767627805,0.747915035844199,0.011019999765998767,0.011019999765998767,up,0.14950419450912167,2.5333007346148233,stable,stable,True,severe,-27.082601226035692,False,none,-5.11305,False,falling,mid_down,False,True,-0.15765986047415326,0.5101500000000005,0.2,0.8166666666666667,17.09477,14.9399,0.8739456570635346,10,5,False,,stable
000629.SZ,gross_margin,钒钛股份,20250329.0,小金属,20241231,-1.3615199999999998,-0.004317675524986942,0.2554600690797643,0.38502504194767195,-0.10140439190187822,-0.10140439190187822,down,0.33425512348872305,4.669336836960897,moderate,stable,True,severe,-53.44594843349246,False,none,-12.640049999999999,False,falling,bottom,False,True,-0.38059055309049916,-2.3254999999999995,-0.4,0.48333333333333334,13.560924,7.5871,0.5594825249370914,10,5,False,,stable
000633.SZ,gross_margin,合金投资,20250408.0,小金属,20241231,-0.46827999999999986,-0.03472290406441689,0.8624221750172181,0.022623946493372155,-0.03527839487518836,-0.03527839487518836,down,0.06538065582795527,0.7982598868789536,ultra_stable,decreasing_vol,False,none,-2.2822268379618897,False,none,0.1308000000000007,False,falling,bottom,False,False,-0.011500446365042105,-0.4565583333333333,-0.8,0.08333333333333333,11.97528,11.4321,0.9546415616169309,10,5,False,,stable
000636.SZ,gross_margin,风华高科,20250415.0,元器件,20241231,-3.85113,-0.01593047199562902,0.5969068470757644,0.12564006409744127,-0.10325298157568885,-0.10325298157568885,down,0.3408538804787599,7.70738112830811,moderate,decreasing_vol,False,none,6.707887179715508,False,none,-1.660350000000001,False,rising,mid_up,False,False,0.03241540142231214,-3.930133333333333,-0.4,0.48333333333333334,21.456640999999998,19.1737,0.8936021253280046,10,5,False,,stable
000657.SZ,gross_margin,中钨高新,20250425.0,小金属,20241231,0.4808099999999996,0.008597997190033959,0.11476560796746367,0.5770623368105067,0.04635954240935658,0.04635954240935658,up,0.10774500616341576,2.0311205052876597,ultra_stable,increasing_vol,False,none,25.883272299987436,False,none,5.640749999999999,False,rising,top,False,False,0.114942685803888,0.22890833333333332,0.0,1.0,19.091585,22.0691,1.155959549717847,10,5,False,,stable
000661.SZ,gross_margin,长春高新,20250421.0,生物制药,20241231,-0.3573599999999999,-0.0043521189371804785,0.3250740444260534,0.3155737994243848,-0.002802743627808857,-0.002802743627808857,down,0.011468052641099576,0.9954005927263686,ultra_stable,increasing_vol,False,none,-2.591954147069826,False,none,-0.9022000000000006,False,falling,mid_down,False,False,-0.013129815920380317,-0.24377499999999763,-0.4,0.48333333333333334,86.61901999999999,85.7221,0.9896452303431741,10,5,False,,stable
000670.SZ,gross_margin,盈方微,20250422.0,元器件,20241231,-0.9218300000000001,-0.07827902029563985,0.8906874228586739,0.015873637146626582,-0.12327458361958021,-0.12327458361958021,down,0.24136450991355107,1.5264470881756764,ultra_stable,increasing_vol,False,none,-30.424944163629945,True,deterioration_to_recovery,0.6360500000000009,False,rising,mid_up,False,True,-0.17857496978757403,-0.8479125000000001,-0.8,0.08333333333333333,5.863325,4.735,0.8075622620270922,10,5,False,,stable
000682.SZ,gross_margin,东方电子,20250423.0,电气设备,20241231,-0.07068999999999832,-0.0009870176303154038,0.016085433920114175,0.8389510825286219,-0.004878935899302106,-0.004878935899302106,down,0.025289494499177625,0.8445482324888265,ultra_stable,stable,False,none,4.913236324021494,False,none,1.1304000000000016,False,rising,mid_up,True,False,0.02397068131939184,-0.07913749999999808,0.0,1.0,33.359875,33.706,1.0103754885172682,10,5,False,,stable
000710.SZ,gross_margin,贝瑞基因,20250425.0,医疗保健,20241231,-0.6374099999999998,-0.0053582680129374465,0.12047470082245891,0.5671067060464665,-0.028576584062118826,-0.028576584062118826,down,0.08219947986341543,3.8088427746495386,ultra_stable,decreasing_vol,False,none,9.706855946924117,True,deterioration_to_recovery,9.9636,False,rising,top,True,False,0.046309256247919706,-0.7178249999999995,0.0,1.0,45.760835,46.8626,1.024076593007973,10,5,False,,stable
000720.SZ,gross_margin,新能泰山,20250428.0,电气设备,20241231,-1.3603599999999998,-0.00012209092333266664,0.0137613569771225,0.8509810655280757,-0.23070297106776017,-0.23070297106776017,down,1.1110100438019037,8.3202208968272,high_volatility,decreasing_vol,False,none,545.5271429785064,True,deterioration_to_recovery,22.6876,False,rising,top,True,False,0.8620850976553555,0.11440000000000017,0.0,1.0,6.719278,7.5985,1.1308506658007005,10,5,False,,stable
000725.SZ,gross_margin,京东方A,20250422.0,元器件,20241231,-2.53545,-0.010073834348998518,0.3367092395171571,0.30504012068982556,-0.06296164536548787,-0.06296164536548787,down,0.3990799815167811,7.028093793696837,moderate,decreasing_vol,False,none,29.880648275508552,False,none,-7.4068499999999995,False,rising,mid_up,True,False,0.13035297149900704,-1.7588791666666668,-0.2,0.8166666666666667,16.850105000000003,15.2024,0.9022139624649222,10,5,False,,stable
000727.SZ,gross_margin,冠捷科技,20250429.0,元器件,20241231,0.19730999999999987,0.004632641956423018,0.046493612944138465,0.7276017680819118,-0.00983178984631694,-0.00983178984631694,up,0.12690531480967016,1.482327682059537,stable,stable,False,none,22.772593442786555,False,none,0.5649999999999995,False,falling,mid_down,True,False,0.10216532542064516,-0.0073375000000001425,0.0,1.0,11.779235,12.3012,1.0443123004167927,10,5,False,,stable
000733.SZ,gross_margin,振华科技,20250424.0,元器件,20241231,-0.9222400000000001,-0.005720731759277083,0.08108788682182663,0.642394496145081,-0.018593628737989754,-0.018593628737989754,down,0.09475887461322495,5.423056079647341,ultra_stable,stable,True,severe,-20.769808384894624,False,none,-14.221699999999998,False,falling,bottom,False,True,-0.11638754031383991,-0.8526249999999997,-0.2,0.8166666666666667,56.76894,49.6969,0.8754241315761753,10,5,False,,stable
000739.SZ,gross_margin,普洛药业,20250311.0,化学制药,20241231,-0.9101300000000002,-0.0283672680655389,0.6591462814635911,0.0951351726869328,-0.03900155230101843,-0.03900155230101843,down,0.06882706973037193,1.7607451101735314,ultra_stable,stable,False,none,-0.24598187766165766,False,none,0.20875000000000377,False,falling,bottom,False,False,-0.00123034578163006,-0.9630541666666665,-0.8,0.08333333333333333,25.127095,23.8454,0.9489915169262504,10,5,False,,stable
000756.SZ,gross_margin,新华制药,20250331.0,化学制药,20241231,-0.9715799999999994,-0.021772660763730873,0.4169884706085762,0.23920027723670148,-0.0548289637974656,-0.0548289637974656,down,0.08724901396142946,2.4088388316780347,ultra_stable,increasing_vol,True,mild,-11.194832361086558,False,none,-3.87955,False,falling,bottom,False,False,-0.059317287065348445,-1.2471999999999994,-0.4,0.48333333333333334,27.12299,24.1138,0.8890538985561695,10,5,False,,stable
000762.SZ,gross_margin,西藏矿业,20250402.0,小金属,20241231,7.5266699999999975,0.002172152334582902,0.3189603358316887,0.32122135800026824,0.6593973482471736,0.6593973482471736,up,0.5824744246441281,31.229016792640145,volatile,decreasing_vol,True,moderate,-48.32792204223665,True,growth_to_decline,-71.625,False,falling,mid_down,False,True,-0.33008486739342624,8.150512499999998,0.2,0.8166666666666667,56.429015,47.0126,0.8331281345244109,10,5,False,,stable
000766.SZ,gross_margin,通化金马,20250418.0,化学制药,20241231,-1.1393199999999992,-0.01397249792156389,0.8190454070550662,0.034638193024612005,-0.015700298997877282,-0.015700298997877282,down,0.028325252302236772,2.16248232293353,ultra_stable,decreasing_vol,False,none,-1.3888377087928423,False,none,2.5827000000000027,False,rising,mid_up,False,False,-0.006992247428219134,-1.224712499999999,-0.8,0.08333333333333333,75.732515,74.9291,0.98939141265809,10,5,False,,stable
000788.SZ,gross_margin,北大医药,20250425.0,化学制药,20241231,-4.59493,-0.10208151665089087,0.9789616171633404,0.0013033797224074333,-0.12366353488513493,-0.12366353488513493,down,0.19895814365277853,7.2821426199299335,ultra_stable,stable,True,moderate,-27.847025114677358,False,none,-1.4815499999999986,False,falling,bottom,False,True,-0.16310758616472754,-4.5221624999999985,-1.0,0.016666666666666666,34.303914999999996,26.8189,0.7818028933432234,10,5,False,,stable
000800.SZ,gross_margin,一汽解放,20250329.0,汽车整车,20241231,-0.7652299999999999,-0.044050916907828426,0.7315154149307475,0.06463043988649537,-0.09145030320543546,-0.09145030320543546,down,0.17020970151739356,1.4238960664318168,ultra_stable,stable,True,moderate,-21.956684092606434,False,none,-1.7478000000000007,False,falling,bottom,False,True,-0.12272885403999645,-0.8074750000000004,-0.6,0.23333333333333334,7.981695,6.27,0.7855474307149045,10,5,False,,stable
000813.SZ,gross_margin,德展健康,20250429.0,化学制药,20241231,-1.923509999999999,-0.009889302706280509,0.2497265651529714,0.391303833996261,-0.02035139741376124,-0.02035139741376124,down,0.09243893292346764,5.822741326299837,ultra_stable,decreasing_vol,False,none,15.57444707171487,False,none,6.970349999999989,False,rising,mid_up,True,False,0.07236214679570407,-2.0118999999999936,-0.4,0.48333333333333334,62.02838500000001,64.1281,1.0338508732735827,10,5,False,,stable
000821.SZ,gross_margin,京山轻机,20250426.0,电气设备,20241231,-0.15124999999999958,-0.0057808294643497985,0.05263584186865791,0.7104702117400898,-0.018384108347316408,-0.018384108347316408,down,0.05592693399947104,1.126855015075142,ultra_stable,stable,True,moderate,-13.301536584116214,False,none,-1.008000000000001,False,falling,bottom,False,True,-0.07127758840639276,-0.3482958333333328,-0.2,0.8166666666666667,20.073075,18.6139,0.927306852587359,10,5,False,,stable
000823.SZ,gross_margin,超声电子,20250320.0,元器件,20241231,-0.78246,-0.039807624474879434,0.9337346484922847,0.007388928794557785,-0.04143477410174612,-0.04143477410174612,down,0.066882128445249,1.2792263802783306,ultra_stable,increasing_vol,False,none,-11.095345620244922,False,none,0.03575000000000017,False,falling,bottom,False,False,-0.05871730204253822,-0.7638874999999992,-0.8,0.08333333333333333,18.73535,17.4815,0.9330757098212737,10,5,False,,stable
000831.SZ,gross_margin,中国稀土,20250428.0,小金属,20241231,0.29423999999999995,0.005613312035079784,0.05859977124573448,0.6948192239208919,-0.017388213537216313,-0.017388213537216313,up,0.20634451955128955,3.4967266089873257,stable,stable,True,moderate,-7.667866480636877,False,none,-6.683200000000001,False,falling,bottom,False,False,-0.039814876016156076,0.5533166666666665,0.2,0.8166666666666667,17.315415,15.7502,0.9096056894969019,10,5,False,,stable
000856.SZ,gross_margin,冀东装备,20250327.0,专用机械,20241231,0.82725,0.08660765102954078,0.9587956127318121,0.003594676859436983,0.13569351346792757,0.13569351346792757,up,0.19794022962720556,1.3241647129417096,ultra_stable,stable,False,none,21.37577063506314,False,none,-0.5823,False,rising,mid_up,False,True,0.09597397666367602,0.8548125,1.0,0.016666666666666666,7.103344999999999,8.1113,1.1418986407108203,10,5,False,,stable
