ts_code,metric_name,ann_date,end_date,industry,name,roe_slope,roe_log_slope,roe_r_squared,roe_p_value,roe_cagr_approx,roe_cagr,roe_trend_direction,roe_robust_slope,roe_cv,roe_std_dev,roe_volatility_type,roe_volatility_regime,roe_has_deterioration,roe_deterioration_severity,roe_total_decline_pct,roe_has_inflection,roe_inflection_type,roe_slope_change,roe_is_cyclical,roe_current_phase,roe_cycle_position,roe_is_accelerating,roe_is_decelerating,roe_recent_3y_slope,roe_mk_tau,roe_mk_p_value,roe_weighted_avg,roe_latest_value,roe_latest_vs_weighted_ratio,roe_full_data_years,roe_trend_window_years,roe_has_structural_break,roe_break_year_index,roe_data_regime
000153.SZ,roe,20250411.0,20241231,化学制药,丰原药业,0.23181999999999983,0.025120742662276766,0.2464942151378476,0.3948860832242713,0.020854568619385727,0.020854568619385727,up,0.18876249999999994,0.09272390680031062,0.7767759844382421,ultra_stable,decreasing_vol,False,none,-13.230983361099993,True,growth_to_decline,-0.8419000000000008,False,falling,mid_down,False,True,-0.07050851461019136,0.4,0.4624327264504764,8.493210000000001,8.229,0.9688916204827148,10,5,False,,stable
000155.SZ,roe,20250428.0,20241231,新型电力,川能动力,1.2456,0.09062601932992481,0.35428572645701545,0.2896376763360284,0.17939911342881798,0.17939911342881798,up,1.6228500000000001,0.41308148933766126,3.8783064405742875,volatile,decreasing_vol,True,severe,-41.0078130599957,False,none,-9.1248,False,falling,mid_down,False,True,-0.2626882470130152,0.4,0.4624327264504764,9.7624,8.23,0.8430304023600754,10,5,False,,stable
000158.SZ,roe,20250429.0,20241231,软件服务,常山北明,-2.83214,-0.1525207031326765,0.808940113142356,0.037713429844591737,,,down,-2.8165500000000003,2.183918220759198,5.146272252125804,high_volatility,increasing_vol,True,severe,-207.91144771337025,False,none,-6.374700000000001,False,falling,bottom,True,False,-0.5531521225061042,-0.6,0.22067136191984693,-3.2060820000000003,-10.5706,0.3033017993302178,10,5,False,,stable
000400.SZ,roe,20250411.0,20241231,电气设备,许继电气,0.49253,0.0549327447755797,0.5353492026491421,0.15996381837942977,0.04472404536032637,0.04472404536032637,up,0.4436750000000005,0.11772196572207501,1.0394025519499168,ultra_stable,increasing_vol,False,none,30.40301037706771,False,none,0.8483500000000008,False,rising,top,True,False,0.13188871518333034,0.4,0.4624327264504764,9.075565000000001,10.1537,1.1187953587462598,10,5,False,,stable
000403.SZ,roe,20250424.0,20241231,生物制药,派林生物,-0.9681200000000002,-0.07708186623013205,0.5903141246211809,0.12911276591428433,-0.17605832199182891,-0.17605832199182891,down,-1.4544000000000001,0.44520554292996767,5.2504069129925535,moderate,decreasing_vol,False,none,9.082635806977144,True,deterioration_to_recovery,10.742999999999999,False,rising,mid_up,True,False,0.04321811508959783,-0.6,0.22067136191984693,11.046868,9.7089,0.878882593690809,10,5,False,,stable
000409.SZ,roe,20250409.0,20241231,软件服务,云鼎科技,-0.7393600000000001,-0.025712283061641583,0.05881663026040919,0.6942664207213831,-0.18773893111205486,-0.18773893111205486,down,-0.21645000000000003,0.7616225748450156,4.740978668798247,high_volatility,decreasing_vol,False,none,135.7845910170834,True,deterioration_to_recovery,12.6572,False,rising,mid_up,True,False,0.41514402840238096,0.0,1.0,5.763488000000001,6.2523,1.0848118361658772,10,5,False,,stable
000503.SZ,roe,20250425.0,20241231,软件服务,国新健康,5.56023,0.35801185431407595,0.8137806328757831,0.036227560662183377,,,up,5.416725,0.7202652424618935,8.909781886387568,ultra_stable,stable,False,none,93.49347841497129,False,none,3.1937499999999996,False,rising,top,True,False,1.2190460195246375,1.0,0.02748633611151033,-10.702071,-0.7343,14.574521312814927,10,5,False,,stable
000507.SZ,roe,20250428.0,20241231,新型电力,珠海港,-0.32943999999999996,-0.06421911723142282,0.47361108308885996,0.19894126435349416,-0.034011068159654156,-0.034011068159654156,down,-0.31913333333333327,0.3063414633652501,1.6597274143665883,moderate,decreasing_vol,False,none,-14.197579070675515,False,none,-3.6187000000000005,False,rising,mid_up,False,False,-0.07490969265146719,-0.4,0.4624327264504764,5.2563830000000005,4.3948,0.8360882378624236,10,5,False,,stable
000509.SZ,roe,20250428.0,20241231,元器件,华塑控股,-6.324459999999999,-0.020930910189442195,0.20629635188269616,0.4422458446696558,,,down,-5.500925,3.4030921663198597,15.783337281861526,high_volatility,stable,True,severe,-388.6722422922749,False,none,30.14345,False,falling,bottom,False,False,-0.7664062117323005,-0.4,0.4624327264504764,2.6232330000000013,-9.8746,-3.7642862833762742,10,5,False,,stable
000513.SZ,roe,20250327.0,20241231,化学制药,丽珠集团,-0.007610000000000205,0.0012492288573987048,0.0012841062834765412,0.954383954872572,0.0006033880596429952,0.0006033880596429952,up,-0.03237500000000004,0.024966162158937374,0.3587837231536572,ultra_stable,increasing_vol,False,none,3.9797563155931295,False,none,1.0418000000000003,False,rising,top,False,False,0.019466686874511918,0.0,1.0,14.366995,14.7723,1.0282108401930954,10,5,False,,stable
000516.SZ,roe,20250423.0,20241231,医疗保健,国际医学,-0.8333800000000003,-0.042954110933302425,0.280922729662533,0.358239089001533,,,down,0.21192499999999959,0.8724789975329252,9.653125078284235,high_volatility,stable,False,none,72.7260519794426,False,none,15.07045,False,rising,mid_up,True,False,0.6470664774679769,0.0,1.0,-11.314034,-6.7026,1.688006743651717,10,5,False,,stable
000519.SZ,roe,20250424.0,20241231,专用机械,中兵红箭,-1.02453,-0.0697844144123257,0.32443851384697864,0.31615720172601497,,,down,0.37657499999999966,1.0648585216528286,4.807431579024292,high_volatility,increasing_vol,True,severe,-136.09135369778602,True,growth_to_decline,-14.04165,False,falling,bottom,False,True,-2.36422736647429,0.0,1.0,4.207261000000001,-3.1511,-0.7489670833352149,10,5,False,,stable
000533.SZ,roe,20250416.0,20241231,电气设备,顺钠股份,0.7109800000000002,0.02360903538136288,0.10379520211277633,0.5970080505169594,,,up,3.1281250000000007,0.8372350364627956,6.01097917838683,high_volatility,decreasing_vol,False,none,153.42826770607257,True,deterioration_to_recovery,18.45525,False,rising,mid_up,False,False,0.45988613950286794,0.2,0.8064959405073401,7.392854,11.4433,1.5478866483769327,10,5,False,,stable
000534.SZ,roe,20250307.0,20241231,生物制药,万泽股份,1.9695900000000002,0.16110037901257793,0.8524893322212507,0.025202106251603813,0.17432713125529053,0.17432713125529053,up,1.8516125000000003,0.3054591949463454,3.405411834859332,stable,increasing_vol,False,none,66.7070904863097,False,none,-0.2596999999999996,False,rising,mid_up,True,False,0.25454973298704164,0.8,0.0864107329737,11.739377000000001,14.9838,1.2763709692601233,10,5,False,,stable
000536.SZ,roe,20250415.0,20241231,元器件,华映科技,-19.02509,-0.1310570021081715,0.7677899355942847,0.05128529138696449,,,down,-18.938291666666665,1.17338139305339,30.249490701382065,stable,stable,True,severe,-130.22993439671185,False,none,8.055350000000004,False,falling,mid_down,True,False,-0.4168079174246109,-1.0,0.02748633611151033,-31.487287000000002,-60.6078,0.5195253251231691,10,5,False,,stable
000537.SZ,roe,20250429.0,20241231,新型电力,中绿电,-0.0641200000000001,0.023363580984194023,0.007779393157722763,0.887844942452098,,,up,0.3206,2.0924794370983464,8.814695177543012,high_volatility,decreasing_vol,False,none,29.87765919685747,True,deterioration_to_recovery,25.3011,False,rising,mid_up,False,False,0.12795320841940327,0.2,0.8064959405073401,4.07204,5.4885,1.3478502175813596,10,5,False,,stable
000550.SZ,roe,20250329.0,20241231,汽车整车,江铃汽车,2.7341400000000005,0.26116520265624765,0.8994316070537924,0.013967640036303986,0.29016846545290775,0.29016846545290775,up,2.6768583333333336,0.4534580555900205,4.584587910270672,stable,stable,False,none,38.152481545239695,False,none,-3.434649999999999,False,falling,mid_down,False,True,0.16103404770641583,0.8,0.0864107329737,10.930522,14.2047,1.2995445231252452,10,5,False,,stable
000551.SZ,roe,20250408.0,20241231,专用机械,创元科技,0.7935400000000002,0.09517959010027567,0.6153579077499473,0.11617097046883293,0.1258526656733301,0.1258526656733301,up,0.8180250000000001,0.24166595323861265,1.7564861479670142,stable,increasing_vol,False,none,32.054128895739176,False,none,2.7272999999999996,False,rising,top,False,False,0.13812021437566147,0.6,0.22067136191984693,7.705900000000001,10.1098,1.311955774147082,10,5,False,,stable
000555.SZ,roe,20250329.0,20241231,软件服务,神州信息,-2.3498600000000005,-0.2544904932587201,0.7302501409199754,0.06511921783716412,,,down,-2.877325,2.5507186851124612,6.817509887194884,high_volatility,increasing_vol,True,severe,-355.0251401491071,False,none,-9.53375,False,falling,bottom,False,True,-2.4144076348380636,-1.0,0.02748633611151033,1.5200780000000003,-8.8254,-5.805886276888422,10,5,False,,stable
000566.SZ,roe,20250412.0,20241231,化学制药,海南海药,-15.924269999999998,-0.01242691511213111,0.01652638692419758,0.8367706634774745,,,down,-13.554699999999999,1.3003481074750143,49.35364613376604,high_volatility,stable,True,severe,-24280.348717948717,False,none,-120.19120000000001,False,falling,bottom,False,True,-2.9664145860162994,-0.2,0.8064959405073401,-42.731461,-117.8792,0.3625021292984683,10,5,False,,stable
000572.SZ,roe,20250422.0,20241231,汽车整车,海马汽车,3.43046,-0.00477196865723754,0.015546198112874802,0.8416591980148738,,,down,4.196037500000001,1.1398665561104557,22.92937326406895,high_volatility,decreasing_vol,False,none,85.9617738097204,False,none,-11.045600000000004,False,rising,mid_up,False,False,0.9796133771511353,0.2,0.8064959405073401,-19.086702000000002,-7.6511,2.4946350198010747,10,5,False,,stable
000576.SZ,roe,20250419.0,20241231,电气设备,甘化科工,-3.834344999999999,-0.02915409050700476,0.3513787866988648,0.2921440257110377,,,down,-9.7644375,2.61643331315058,23.15988275801499,high_volatility,stable,False,none,-81.99912356342148,False,none,43.041250000000005,False,rising,mid_up,False,False,-0.7962091085768899,-0.6,0.22067136191984693,5.583845000000001,1.2734,0.22805074281252433,10,5,False,,stable
000591.SZ,roe,20250424.0,20241231,新型电力,太阳能,-0.3553600000000001,-0.05284829923960264,0.6644183248479065,0.09273578418538769,-0.08436059802317641,-0.08436059802317641,down,-0.5580750000000002,0.1544171937261029,1.0983664106298956,ultra_stable,increasing_vol,True,moderate,-30.096367679762785,False,none,-1.7906000000000004,False,falling,bottom,False,False,-0.17677906803699917,-0.6,0.22067136191984693,6.833965,5.2808,0.7727285697248962,10,5,False,,stable
000597.SZ,roe,20250403.0,20241231,化学制药,东北制药,2.03431,0.23851871857238713,0.7679254089342736,0.05123787038081301,1.2421274541900589,1.2421274541900589,up,2.0161,0.6897325174906537,3.622254467455316,moderate,decreasing_vol,False,none,-1.1918225315354543,False,none,-2.1711500000000004,False,rising,mid_up,False,False,-0.0059485956498543935,0.6,0.22067136191984693,5.861973,7.9506,1.3563010269750475,10,5,False,,stable
000625.SZ,roe,20250411.0,20241231,汽车整车,长安汽车,1.6391300000000002,0.11093086274831827,0.4201989756303364,0.23679149232400676,0.09654575103867602,0.09654575103867602,up,2.1413583333333333,0.4117963076007036,4.378819565019778,moderate,increasing_vol,True,severe,-24.990495597560788,False,none,-10.11655,False,falling,mid_down,False,False,-0.14321928637321002,0.4,0.4624327264504764,11.125199,9.8651,0.8867347002062614,10,5,False,,stable
000629.SZ,roe,20250329.0,20241231,小金属,钒钛股份,-0.56576,-0.01664411997830546,0.0065507138899651395,0.8970610932954667,-0.008039398609350545,-0.008039398609350545,down,-1.3858625000000004,0.731389273735138,6.862757205526071,high_volatility,stable,True,severe,-85.9218114490378,True,growth_to_decline,-20.298750000000002,False,falling,bottom,False,True,-0.958961071850656,-0.2,0.8064959405073401,9.213452,2.3191,0.2517080460179312,10,5,False,,stable
000633.SZ,roe,20250408.0,20241231,小金属,合金投资,0.29657,0.05183640331717151,0.07120354672353485,0.6643249646820063,0.03587628014537336,0.03587628014537336,up,0.42803749999999996,0.4291157501391086,1.770514420443957,volatile,decreasing_vol,False,none,84.41671503192107,False,none,4.966200000000001,False,rising,top,False,False,0.29887194609505907,0.2,0.8064959405073401,4.214931,6.355,1.5077352393194576,10,5,False,,stable
000636.SZ,roe,20250415.0,20241231,元器件,风华高科,-1.66948,-0.14790603045149298,0.5491774496515696,0.15187543632004324,-0.1809483450453715,-0.1809483450453715,down,-1.4739833333333334,0.9218508445254543,5.257555047548242,high_volatility,decreasing_vol,False,none,-19.649021864211733,False,none,-8.718800000000002,False,rising,mid_up,False,False,-0.10411712363143988,-0.6,0.22067136191984693,5.104691000000001,2.793,0.5471437938163152,10,5,False,,stable
000657.SZ,roe,20250425.0,20241231,小金属,中钨高新,1.3817499999999998,0.11467920480170564,0.5011885781155271,0.18093434013965828,0.24796170023938346,0.24796170023938346,up,1.4101416666666666,0.30679824144587786,3.0949438439170427,moderate,stable,False,none,35.91722304112835,False,none,3.141049999999999,False,rising,top,False,True,0.15290859355905262,0.4,0.4624327264504764,10.502405000000001,14.1078,1.3432923220919397,10,5,False,,stable
000661.SZ,roe,20250421.0,20241231,生物制药,长春高新,-4.6394400000000005,-0.2103583175492966,0.8298434556726818,0.031466110251374003,-0.22665403784954674,-0.22665403784954674,down,-3.7600750000000005,0.33040707368258926,7.992071326195731,ultra_stable,increasing_vol,True,severe,-54.84334862023861,False,none,-7.7996,False,falling,bottom,False,True,-0.3967613561943546,-1.0,0.02748633611151033,22.747447,11.4613,0.5038499485238936,10,5,False,,stable
000670.SZ,roe,20250422.0,20241231,元器件,盈方微,-32.0082,-0.017009876331159586,0.13016890745286794,0.5507990446527049,,,down,-35.98533750000001,1.4647023736567595,73.67956797110038,high_volatility,increasing_vol,True,moderate,-666.3284727611062,False,none,-80.93065000000001,False,falling,bottom,False,True,-4.814672994218185,-0.4,0.4624327264504764,-59.9059,-146.6921,0.4083785016371025,10,5,False,,stable
000682.SZ,roe,20250423.0,20241231,电气设备,东方电子,1.4537499999999999,0.13216607354107757,0.9983156717059994,2.9352734828990784e-05,0.1431555857179685,0.1431555857179685,up,1.4424999999999997,0.20796050138143976,2.3012035648764324,ultra_stable,stable,False,none,27.98740426149769,False,none,0.3265500000000001,False,rising,top,False,False,0.12298184241627319,1.0,0.02748633611151033,11.792455,14.1037,1.1959935399371886,10,5,False,,stable
000710.SZ,roe,20250425.0,20241231,医疗保健,贝瑞基因,-4.738425000000001,-0.10742171687605677,0.6335734026646079,0.1071779546566622,,,down,-6.9221,1.4463013851715159,10.814255791176757,high_volatility,stable,False,none,-4.402618500610409,False,none,19.3184,False,rising,mid_up,False,False,-0.02144755212824534,-0.8,0.0864107329737,-9.143842000000001,-10.8609,0.841904630371332,10,5,False,,stable
000720.SZ,roe,20250428.0,20241231,电气设备,新能泰山,-1.2326000000000001,-0.13617923373965626,0.5343419012568862,0.16056184981866192,,,down,-2.24865,5.482439513537078,6.672567483135708,high_volatility,decreasing_vol,True,severe,-6.820496748413388,False,none,13.809999999999999,False,falling,mid_down,False,False,-0.032412455802490525,-0.6,0.22067136191984693,-2.151217,-5.4534,0.39447262258407595,10,5,False,,stable
000725.SZ,roe,20250422.0,20241231,元器件,京东方A,-0.74468,-0.09178232236048374,0.3275808417042707,0.31328083158566683,-0.054515749143356884,-0.054515749143356884,down,-0.864425,1.023055709749042,7.659433948863323,high_volatility,decreasing_vol,False,none,-24.98706004140787,False,none,-16.56775,False,rising,mid_up,False,False,-0.1405486706401009,-0.4,0.4624327264504764,6.854093000000001,4.0579,0.5920404056379158,10,5,False,,stable
000727.SZ,roe,20250429.0,20241231,元器件,冠捷科技,-6.65413,-0.12435286090362162,0.64087798030981,0.10366923319530584,-0.41108140043225294,-0.41108140043225294,down,-6.294924999999999,0.8692330137500043,12.747145684701339,volatile,decreasing_vol,True,severe,-14.460268651885414,False,none,-4.021950000000001,False,falling,mid_down,False,False,-0.07496082451163799,-0.6,0.22067136191984693,12.668581,3.1713,0.250327957014286,10,5,False,,stable
000733.SZ,roe,20250424.0,20241231,元器件,振华科技,-0.7984400000000005,-0.04433593229953664,0.06050993923866399,0.6899866960402632,-0.11089695867994276,-0.11089695867994276,down,-0.4950500000000009,0.4934642994261427,8.836346778392075,volatile,stable,True,severe,-75.93313074296769,False,none,-24.103699999999996,False,falling,bottom,False,True,-0.7095421211655992,0.0,1.0,17.667228,6.6684,0.37744461100518995,10,5,False,,stable
000739.SZ,roe,20250311.0,20241231,化学制药,普洛药业,-1.0464200000000006,-0.058757462972489065,0.879241386709837,0.018500621966728872,-0.05589170362296614,-0.05589170362296614,down,-1.073075000000001,0.09438737592178362,1.7527679076249665,ultra_stable,increasing_vol,True,moderate,-14.99842358108939,False,none,-1.603950000000002,False,falling,bottom,False,False,-0.08111346003728515,-0.8,0.0864107329737,18.04673,15.9066,0.8814117571438149,10,5,False,,stable
000756.SZ,roe,20250331.0,20241231,化学制药,新华制药,-0.02615999999999996,-0.00622676931124859,0.008795845908875732,0.8807630250771722,-0.015677220648415147,-0.015677220648415147,down,0.04724999999999957,0.05515521315616265,0.584948613127683,ultra_stable,increasing_vol,False,none,-9.04985732622889,False,none,-1.760699999999999,False,falling,bottom,False,True,-0.047208229182468475,0.0,1.0,10.59242,9.8489,0.9298064087337926,10,5,False,,stable
000762.SZ,roe,20250402.0,20241231,小金属,西藏矿业,0.75855,0.0548752564969096,0.30379919541048034,0.3355761326485348,,,up,0.498,1.4331157498487122,12.851895421493282,high_volatility,stable,True,moderate,-87.72123431130615,False,none,-18.521649999999998,False,falling,mid_down,False,True,-1.0404093625635609,0.0,1.0,9.306389000000001,3.8164,0.4100838681899069,10,5,False,,stable
000766.SZ,roe,20250418.0,20241231,化学制药,通化金马,0.44539000000000006,0.20551052650227652,0.808599142394541,0.03781898106480772,,,up,0.587025,4.937036445768984,7.376524894352354,high_volatility,decreasing_vol,False,none,90.07392576620978,True,worsening,-15.622250000000001,False,rising,mid_up,False,True,0.27889805328029105,0.8,0.0864107329737,-0.455643,2.4683,-0.18459790138962037,10,5,False,,stable
000788.SZ,roe,20250425.0,20241231,化学制药,北大医药,0.4814600000000001,0.09835807926187465,0.5287631197793905,0.16389595140808358,0.3222447014729999,0.3222447014729999,up,0.6797000000000002,0.5889465915662023,2.7114512129116393,volatile,increasing_vol,False,none,128.51376325260188,False,none,5.7151,False,rising,top,True,False,0.4073900401492092,0.6,0.22067136191984693,4.980019,9.3974,1.88702091297242,10,5,False,,stable
000800.SZ,roe,20250329.0,20241231,汽车整车,一汽解放,-4.00602,-0.14812034545955627,0.6093614037684429,0.11920829388935791,-0.37815624569378925,-0.37815624569378925,down,-3.8924958333333333,0.9569885203242895,7.431551773889488,volatile,decreasing_vol,True,moderate,66.44929012974661,False,none,1.523000000000001,False,falling,mid_down,True,False,0.22471320558040975,-0.6,0.22067136191984693,6.563754,2.4503,0.37330771384789857,10,5,False,,stable
000813.SZ,roe,20250429.0,20241231,化学制药,德展健康,-0.8069600000000001,-0.03335008619315174,0.13092450504028877,0.5495576457664841,,,down,-0.4892166666666667,2.9734953502018246,2.5168854042248325,high_volatility,stable,True,severe,55.359781743776296,False,none,6.209600000000001,False,falling,mid_down,False,False,0.20522638949337965,0.0,1.0,0.6043520000000001,-0.3927,-0.6497868791697552,10,5,False,,stable
000821.SZ,roe,20250426.0,20241231,电气设备,京山轻机,2.16554,0.25215145243327436,0.8157851649133028,0.035619128018773635,0.46991618305890226,0.46991618305890226,up,2.1258874999999997,0.47079870576864175,3.6239165418094275,stable,decreasing_vol,False,none,15.378252057740823,False,none,-2.17615,False,rising,mid_up,False,True,0.07119262174722096,1.0,0.02748633611151033,8.347042,11.158,1.3367609747261364,10,5,False,,stable
000823.SZ,roe,20250320.0,20241231,元器件,超声电子,-1.2571100000000002,-0.15565967069507675,0.6189344039881358,0.11437763747657924,-0.13895006868064286,-0.13895006868064286,down,-1.1463375,0.3586088037600146,2.600616700515476,moderate,increasing_vol,False,none,-52.326184352443384,False,none,-0.3521000000000001,False,rising,mid_up,False,True,-0.3659199372594897,-0.2,0.8064959405073401,6.874827,4.5969,0.6686568258372174,10,5,False,,stable
000831.SZ,roe,20250428.0,20241231,小金属,中国稀土,-1.8065199999999997,-0.1508428410727834,0.43016111800109935,0.2294171700526146,,,down,-4.1898,1.044213703636546,8.145347226668731,high_volatility,increasing_vol,True,severe,-140.81934646882348,False,none,-18.09605,False,falling,bottom,False,False,-2.9437005115209973,-0.4,0.4624327264504764,6.809989,-6.0411,-0.8870939439109227,10,5,False,,stable
000856.SZ,roe,20250327.0,20241231,专用机械,冀东装备,0.9832600000000001,0.11775132611412104,0.48980951677521456,0.18824414339295845,0.41728848556360965,0.41728848556360965,up,0.9712375000000001,0.5093111989945843,2.4145832770894446,volatile,stable,True,severe,46.136999972278446,False,none,-3.669649999999999,False,falling,mid_down,False,False,0.18478523356680354,0.4,0.4624327264504764,5.035858,5.2716,1.0468126781970422,10,5,False,,stable
000862.SZ,roe,20250325.0,20241231,新型电力,银星能源,0.2638799999999999,0.041024316435647495,0.11322304653437394,0.5798001380004609,0.12325255299041604,0.12325255299041604,up,0.3711374999999999,0.45731515652606886,1.4509055045039974,volatile,stable,True,severe,-53.71264984791555,False,none,-4.07705,False,falling,bottom,False,True,-0.36437289249921945,0.4,0.4624327264504764,3.2518239999999996,2.0696,0.6364428087128947,10,5,False,,stable
000868.SZ,roe,20250325.0,20241231,汽车整车,安凯客车,-1.1707499999999982,-0.00415338716012432,0.03878704220601492,0.7508733641164508,,,down,4.5450750000000015,1.4609823261767354,71.61609718438307,high_volatility,stable,False,none,100.60749847893511,True,deterioration_to_recovery,130.85785,False,rising,mid_up,True,False,3.3240112601793665,0.0,1.0,-49.370365,0.9825,-50.24973536895674,10,5,False,,stable
000880.SZ,roe,20250328.0,20241231,专用机械,潍柴重机,0.4423,0.0521282005805839,0.8182623976871624,0.03487280543716189,0.06251260429849159,0.06251260429849159,up,0.44942499999999963,0.09204051472615102,0.7684517798795184,ultra_stable,stable,False,none,15.392586488882218,False,none,-0.5311500000000002,False,rising,top,False,False,0.07110473465960254,0.8,0.0864107329737,8.57021,9.2426,1.0784566539209657,10,5,False,,stable
000915.SZ,roe,20250321.0,20241231,化学制药,华特达因,0.6332500000000003,0.028006127958486973,0.17540914917371708,0.48277140224791654,0.026060273981848514,0.026060273981848514,up,0.9415000000000007,0.13350903667068587,2.5167601590139657,stable,stable,True,moderate,-19.81871339669505,False,none,-6.550900000000001,False,falling,bottom,False,True,-0.11029450547723196,0.2,0.8064959405073401,19.167485,17.497,0.912847981881817,10,5,False,,stable
000919.SZ,roe,20250329.0,20241231,化学制药,金陵药业,-0.30461,-0.09019920125083782,0.21846678634479666,0.4273234940073572,-0.15053548069078426,-0.15053548069078426,down,-0.3532625000000001,0.4066527462565885,1.1777883489829573,volatile,stable,True,severe,-66.737913772253,False,none,-3.0853,False,falling,bottom,False,True,-0.48803013087294467,-0.4,0.4624327264504764,2.804917,1.1827,0.4216524054009441,10,5,False,,stable
