ts_code,metric_name,end_date,name,industry,ann_date,roiic_slope,roiic_log_slope,roiic_r_squared,roiic_p_value,roiic_cagr_approx,roiic_cagr,roiic_trend_direction,roiic_cv,roiic_std_dev,roiic_volatility_type,roiic_volatility_regime,roiic_has_deterioration,roiic_deterioration_severity,roiic_total_decline_pct,roiic_has_inflection,roiic_inflection_type,roiic_slope_change,roiic_is_cyclical,roiic_current_phase,roiic_cycle_position,roiic_is_accelerating,roiic_is_decelerating,roiic_recent_3y_slope,roiic_robust_slope,roiic_mk_tau,roiic_mk_p_value,roiic_weighted_avg,roiic_latest_value,roiic_latest_vs_weighted_ratio,roiic_full_data_years,roiic_trend_window_years,roiic_has_structural_break,roiic_break_year_index,roiic_data_regime
000153.SZ,roiic,20241231,丰原药业,化学制药,20250411.0,-4.220650835247419,-0.0011736944575675141,0.2589166365005778,0.3812852987701072,,,down,1.9598694745600842,10.606320647047013,high_volatility,increasing_vol,False,none,-72.42746785759034,False,none,16.576682619679122,False,rising,mid_up,False,False,-0.6345998861683126,-3.911801148041983,-0.6,0.23333333333333334,4.117668887119768,3.4152242503939014,0.8294072068487243,10,5,False,,stable
000155.SZ,roiic,20241231,川能动力,新型电力,20250428.0,-5.261839746099839,-0.0005172060142067846,0.2578858408995812,0.3823970052552411,,,down,6.968293624667139,16.543012732540806,high_volatility,increasing_vol,True,severe,-183.433170412373,True,growth_to_decline,-29.55406047150918,False,falling,mid_down,False,True,-3.778534807683396,-6.0654286312954415,-0.4,0.48333333333333334,0.7954887844978398,-19.97126297247556,-25.105649962221175,10,5,False,,stable
000158.SZ,roiic,20241231,常山北明,软件服务,20250429.0,20.76572498313498,0.00025578364730376846,0.04651652399387124,0.7275357239608573,,,up,4.2793184002123805,83.96425314856977,high_volatility,increasing_vol,False,none,226.93047617235135,False,none,122.89236734529096,False,rising,mid_up,True,False,5.447164130817168,23.589016953071614,0.4,0.48333333333333334,27.648235003441847,130.74286294972663,4.728795994878184,10,5,False,,stable
000400.SZ,roiic,20241231,许继电气,电气设备,20250411.0,-2.2936187223970386,-0.00018513993917233337,0.0019470592524323145,0.94383591269856,-0.23879602002081557,-0.23879602002081557,down,0.6241458180103198,14.951933974946408,high_volatility,decreasing_vol,True,severe,-42.73453064996138,False,none,30.487667665235584,False,falling,bottom,False,False,-0.27828831067267745,-3.286030292123202,-0.2,0.8166666666666667,23.267748971119445,13.677457945070248,0.5878290144030296,10,5,False,,stable
000403.SZ,roiic,20241231,派林生物,生物制药,20250424.0,1.1048833420226316,0.00012595050847041177,0.0007059979694828278,0.9661732141214607,,,up,1.2188506042206644,9.255644164871583,high_volatility,increasing_vol,False,none,1555.5396932619265,False,none,25.084827476464657,False,rising,mid_up,True,False,2.523237355433213,1.6698518847796837,0.0,1.0,8.36038033438042,22.738562025157787,2.719799951163696,10,5,False,,stable
000409.SZ,roiic,20241231,云鼎科技,软件服务,20250409.0,-11.553398140233398,4.660609654720759e-05,0.033794419380185174,0.7672621845198858,,,up,2.1335554931897964,422.6656133010414,high_volatility,increasing_vol,True,severe,-18947.67678670442,True,growth_to_decline,-991.4869387488361,False,falling,bottom,False,True,-4.938279319716914,11.702763840770473,0.2,0.8166666666666667,-251.87584451034073,-953.1784404023645,0.2642483650847333,10,5,False,,stable
000503.SZ,roiic,20241231,国新健康,软件服务,20250425.0,8.966373153118434,6.099670304888538e-05,0.008453945350908324,0.8830967166921369,,,up,6.121052056477959,104.6100054635366,high_volatility,stable,False,none,214.64385359448696,True,deterioration_to_recovery,271.3164842662559,False,rising,top,True,False,5.5328600196699345,12.032919545630664,0.2,0.8166666666666667,19.780112208621908,135.37208322872632,6.843848093526956,10,5,False,,stable
000507.SZ,roiic,20241231,珠海港,新型电力,20250428.0,0.07691173048804005,0.0001399520023495087,0.0015398323208017269,0.9500500178503721,,,up,1.0678439101112658,4.474361355607902,high_volatility,stable,True,severe,523.9318348427864,False,none,-6.248185371575776,False,falling,mid_down,False,False,0.9031028400319477,0.07048572371759446,0.2,0.8166666666666667,4.213162832051412,1.861774643305291,0.4418947753791853,10,5,False,,stable
000509.SZ,roiic,20241231,华塑控股,元器件,20250428.0,5.61443845957717,0.0057922664069907075,0.3708870915180006,0.27562358317012076,,,up,2.2087631398587795,354.6402944901605,high_volatility,increasing_vol,False,none,3235.9176934013663,False,none,760.0735704396986,False,rising,top,False,False,1.7534440491652696,73.52153879239187,0.6,0.23333333333333334,209.4081733575163,790.2406211391423,3.773685661208592,10,5,False,,stable
000513.SZ,roiic,20241231,丽珠集团,化学制药,20250327.0,-30.564381769091142,-0.002130191735392812,0.7151710575057827,0.07106545578492984,,,down,2.2238397063017867,1775.7983383655278,high_volatility,increasing_vol,True,severe,-52594.92365240694,True,accelerated_decline,-3907.0140420253215,False,falling,bottom,False,False,-3.1313694098584923,-44.910192197244086,-0.8,0.08333333333333333,-1040.532433899161,-3974.6963428944227,0.26178916428655596,10,5,False,,stable
000516.SZ,roiic,20241231,国际医学,医疗保健,20250423.0,-3.735365203181137,-0.0004670029096601984,0.18350542655240515,0.4717492408868441,,,down,2.593512905373372,543.6682755549709,high_volatility,stable,False,none,-101.0740160108238,False,none,-425.5642133093796,False,rising,mid_up,False,False,-5.496991705706291,6.3818276608279,0.0,1.0,208.50559836288957,-12.631329265355518,-0.060580288320947445,10,5,False,,stable
000519.SZ,roiic,20241231,中兵红箭,专用机械,20250424.0,12.480274528584308,0.0004442049321099466,0.021125337633990163,0.815593915220712,2.912246130035627,2.912246130035627,up,2.097294459631385,708.2624225820758,high_volatility,increasing_vol,False,none,4249.841707585888,True,acceleration,1588.326356819488,False,rising,top,False,False,1.8862704547431903,23.84476610665588,0.2,0.8166666666666667,432.3933697924665,1604.3032375328823,3.7102863957023464,10,5,False,,stable
000533.SZ,roiic,20241231,顺钠股份,电气设备,20250416.0,-11.023882739602035,-0.00705366926413222,0.3778224418094094,0.269915676397858,,,down,1.91276881288459,349.02891555822225,high_volatility,decreasing_vol,False,none,-28.4257098681615,False,none,751.7139771195286,False,rising,mid_up,False,False,-0.16718322941788344,-67.24723055801755,-0.6,0.23333333333333334,134.44969205191597,42.40211627545439,0.3153753320541736,10,5,False,,stable
000534.SZ,roiic,20241231,万泽股份,生物制药,20250307.0,-14.785831232769102,-0.008581408546936346,0.6664961067097886,0.09179790700057289,-0.5081426006791505,-0.5081426006791505,down,1.2000037249030304,45.56799190304194,high_volatility,decreasing_vol,True,severe,-75.23324192543583,False,none,-76.93254454395932,False,falling,bottom,False,False,-0.679449312323547,-12.909274029808401,-0.6,0.23333333333333334,32.778595891195614,2.448242834487003,0.07469029004822642,10,5,False,,stable
000536.SZ,roiic,20241231,华映科技,元器件,20250415.0,12.622415761929707,-6.964491068728702e-06,0.0025681073588625465,0.935504307680751,,,down,26.768839991946212,106.30691958502133,high_volatility,decreasing_vol,True,severe,-148.50069719943417,True,growth_to_decline,-319.13567695665995,False,falling,bottom,False,True,-4.221119387591578,-33.479471605852154,-0.2,0.8166666666666667,2.242022909153378,-23.71011379782087,-10.575321822547377,10,5,False,,stable
000537.SZ,roiic,20241231,中绿电,新型电力,20250429.0,2.255745296150096,0.003278092308018173,0.5234619837966904,0.16709889411790924,,,up,2.0014201299614998,5.261509967018367,high_volatility,stable,True,severe,91.80376522127607,False,none,6.959825970542696,False,falling,mid_down,False,False,0.6655249262078262,1.9233172834694021,0.6,0.23333333333333334,-1.9521647131426094,-0.17564222778484245,11.114438354391432,10,5,False,,stable
000550.SZ,roiic,20241231,江铃汽车,汽车整车,20250329.0,3.1482099029387944,-0.0016566933685756337,0.019838469205539395,0.8212600862365455,,,down,1.2518120119245963,29.58106758033338,high_volatility,increasing_vol,False,none,76.6656409211787,False,none,74.9551606231917,False,rising,top,False,False,0.284470522536989,2.0840142614657857,0.0,1.0,24.5750618935218,59.90908297779443,2.437799881740562,10,5,False,,stable
000551.SZ,roiic,20241231,创元科技,专用机械,20250408.0,7.089426602653336,0.0002763602042028511,0.024707981315780156,0.8006896187994663,,,up,2.2845081878654643,381.58935935824616,high_volatility,increasing_vol,False,none,4695.079012713524,True,acceleration,871.5293075495366,False,rising,top,False,False,1.9346894988261099,14.815150212365342,0.2,0.8166666666666667,217.02809835615201,848.9426422308841,3.911671569999818,10,5,False,,stable
000555.SZ,roiic,20241231,神州信息,软件服务,20250329.0,16.838232595183435,1.4514034468464994e-05,0.0009551139343018725,0.9606569014865587,,,up,2.343837568467075,126.34197740641766,high_volatility,increasing_vol,False,none,291.80530143643426,False,none,184.95440010451904,False,rising,mid_up,True,False,5.797593980816915,12.401551787289456,0.0,1.0,60.577007723294756,228.16997934698279,3.766610268853549,10,5,False,,stable
000566.SZ,roiic,20241231,海南海药,化学制药,20250412.0,-194.7213766805236,-0.0010848789133521815,0.14683695564051244,0.5243214515259292,-0.4742750273017827,-0.4742750273017827,down,1.3351194517966745,809.409110515017,high_volatility,decreasing_vol,False,none,-95.55093845424157,False,none,164.77869662075625,False,rising,mid_up,False,False,-1.556219531738995,-119.1145199205502,0.0,1.0,547.8283012240663,81.09515482221616,0.14803023984160243,10,5,False,,stable
000572.SZ,roiic,20241231,海马汽车,汽车整车,20250422.0,14.043959685667687,0.00015395184724370455,0.023335074933593297,0.8062612955747146,,,up,10.91418722781184,278.3107782576069,high_volatility,decreasing_vol,True,severe,-97.34768247776478,False,none,553.9953778988826,False,falling,bottom,False,False,-1.8028290994761016,15.357782480687778,0.2,0.8166666666666667,-11.04754397141842,3.163340033306248,-3.492366882820305,10,5,False,,stable
000576.SZ,roiic,20241231,甘化科工,电气设备,20250419.0,149.43087199153007,0.002178616579500326,0.21172715179589804,0.4355198866487362,1.3357232495223679,1.3357232495223679,up,1.7372405178397434,1772.4915606119234,high_volatility,increasing_vol,False,none,7164.785173061209,False,none,3983.2904979203936,False,rising,top,False,False,2.142774121907018,264.0157770224689,0.4,0.48333333333333334,1254.9035748105562,4177.688762848006,3.3290914510931104,10,5,False,,stable
000591.SZ,roiic,20241231,太阳能,新型电力,20250424.0,-7.7663049289820565,-0.003876576091220643,0.7442191258252675,0.05981003883320794,,,down,2.637522833974069,14.618338217953696,high_volatility,increasing_vol,False,none,-655.6723353429264,False,none,4.026334860839684,False,rising,bottom,False,False,-2.8144554599311005,-7.4418469415747195,-0.6,0.23333333333333334,-7.872341397858963,-19.464525832792585,0.4044455778417241,10,5,False,,stable
000597.SZ,roiic,20241231,东北制药,化学制药,20250403.0,-50.431856971883775,-0.0026579628973513376,0.7055522213315268,0.0749755975957886,,,down,1.9630878587374223,111.59536543866108,high_volatility,decreasing_vol,True,severe,-2.287508286126163,False,none,-119.69427512039012,False,falling,mid_down,False,False,-0.011300333323139622,-35.791722900322846,-0.6,0.23333333333333334,41.71729514786272,-26.301588011574957,-0.6304720360788408,10,5,False,,stable
000625.SZ,roiic,20241231,长安汽车,汽车整车,20250411.0,-16.974986090951568,-0.001000535878237527,0.5084776181118722,0.17633859303841257,,,down,4.332941533212175,53.08720116475381,high_volatility,increasing_vol,True,severe,-257.8367120250394,False,none,-104.43477958800914,False,falling,bottom,False,False,-4.827346903120949,-27.008361714972658,-0.6,0.23333333333333334,4.914402099814161,-78.43923313128023,-15.961093849900157,10,5,False,,stable
000629.SZ,roiic,20241231,钒钛股份,小金属,20250329.0,-51.378199062968385,-0.0010571354404906924,0.4181443960861595,0.2383311757296892,,,down,3.9860549216294063,135.06850578675528,high_volatility,stable,True,severe,-1876.8891864696873,False,none,52.579315530939795,False,falling,bottom,False,False,-4.753292493007552,-59.05766404318547,-0.6,0.23333333333333334,-54.55073242816511,-244.25374865825057,0.22333631613773172,10,5,False,,stable
000633.SZ,roiic,20241231,合金投资,小金属,20250408.0,4.180684953198712,0.002111426868183724,0.49845397397539987,0.18267586777037678,,,up,2.806497694282449,57.66976896507839,high_volatility,stable,False,none,-92.7944585179743,False,none,-29.900648204637378,False,rising,mid_up,False,True,-1.3135217157883057,4.0816586351086155,0.4,0.48333333333333334,22.11129217031698,8.69089364463528,0.39305227291520567,10,5,False,,stable
000636.SZ,roiic,20241231,风华高科,元器件,20250415.0,16.35596537623343,0.0004404921831144559,0.07126774703183858,0.664177386780292,,,up,1.3039062045175667,39.43722189847258,high_volatility,stable,False,none,661.3030141417646,True,acceleration,16.851926172974686,False,rising,top,True,False,4.307983354613233,18.580671743542332,0.4,0.48333333333333334,35.152233465991344,87.95779537977546,2.502196495277371,10,5,False,,stable
000657.SZ,roiic,20241231,中钨高新,小金属,20250425.0,-3.2172504171501486,-0.00035379638431197983,0.08825207967648094,0.6273950765499743,,,down,1.499423092646682,26.375480208565257,high_volatility,decreasing_vol,False,none,1054.954464293876,False,none,-41.69037049757195,False,rising,top,False,False,1.1938011603732865,-4.207850058117194,-0.2,0.8166666666666667,16.410253334578783,22.632848274349815,1.3791894502115407,10,5,False,,stable
000661.SZ,roiic,20241231,长春高新,生物制药,20250421.0,-8.057378232844812,-0.002316916621624075,0.5853802665146213,0.13174282133160858,,,down,3.2449429532281426,97.73088215907698,high_volatility,increasing_vol,True,severe,-9093.525368062732,True,accelerated_decline,-206.30538743325735,False,falling,bottom,False,True,-3.785620159282336,-13.81173319602675,-0.6,0.23333333333333334,-43.86030888119683,-204.2560883568113,0.21473195356888478,10,5,False,,stable
000670.SZ,roiic,20241231,盈方微,元器件,20250422.0,18.074498422034537,0.0008780872973615802,0.29978746928835676,0.3394607792422617,,,up,2.422285952765759,188.22712476549003,high_volatility,increasing_vol,False,none,1688.373144862222,False,none,421.20839599625407,False,rising,top,False,False,1.441712090090328,28.311027037928632,0.2,0.8166666666666667,102.70865374196022,412.8714415769231,4.019831109988059,10,5,False,,stable
000682.SZ,roiic,20241231,东方电子,电气设备,20250423.0,0.9690597527676399,0.00846767285691396,0.19934546771675374,0.45101908571907623,0.25209326510556473,0.25209326510556473,up,0.3629046467112811,6.666575757323221,moderate,decreasing_vol,False,none,17.029539658732634,False,none,-16.969992482323548,False,rising,top,False,True,0.07851480856854232,1.9099598913089446,0.4,0.48333333333333334,18.87624978654728,20.172087083888165,1.0686490861264404,10,5,False,,stable
000710.SZ,roiic,20241231,贝瑞基因,医疗保健,20250425.0,36.6930856126443,0.00014634147403687039,0.10702626237139079,0.5910155469326979,,,up,1.7490825984380352,118.81754191398403,high_volatility,decreasing_vol,True,severe,-222.84434834565144,False,none,49.193225345992815,False,falling,mid_down,False,True,-4.855071476933723,31.68151873802615,0.2,0.8166666666666667,-56.92342416788921,-71.14615588644699,0.8000913536177835,10,5,False,,stable
000720.SZ,roiic,20241231,新能泰山,电气设备,20250428.0,10.540684027532507,0.00013946104187638776,0.01944089485959102,0.8230483424692177,,,up,1.0088550217405814,31.872706398318613,high_volatility,decreasing_vol,True,moderate,-404.63624806691223,False,none,13.244249584546669,False,falling,mid_down,False,True,-3.312303348283508,7.824051895836149,0.2,0.8166666666666667,-28.430744929737795,-23.900349498046733,1.1895535223056597,10,5,False,,stable
000725.SZ,roiic,20241231,京东方A,元器件,20250422.0,-6.6493095212970506,-0.00021415448585516712,0.05357908224200324,0.7079346189118769,,,down,7.265623526293699,834.3226520564579,high_volatility,increasing_vol,False,none,-86.6679896022908,False,none,1258.8260152035155,False,rising,mid_up,False,False,-1.0074879966806671,8.591840441658398,0.0,1.0,-158.62946087098038,96.71265945582509,-1.6402140295132375,10,5,False,,stable
000727.SZ,roiic,20241231,冠捷科技,元器件,20250429.0,23.237616118697268,-0.00018102213133739666,0.01299260225237821,0.8551845529202168,,,down,1.329488463586925,79.80098661369718,high_volatility,decreasing_vol,False,none,82.81515025773687,True,worsening,-176.66807409296246,False,rising,top,False,False,0.8797257298501477,29.23586721639419,0.4,0.48333333333333334,-50.94563090464701,-11.963579470432819,4.258393654721457,10,5,False,,stable
000733.SZ,roiic,20241231,振华科技,元器件,20250424.0,-43.006844048557454,-0.0013444944978982865,0.67169468539855,0.0894704967850318,,,down,3.0367264604837074,477.687237899016,high_volatility,increasing_vol,True,severe,-2357.8148193520738,True,accelerated_decline,-997.8692026244183,False,falling,bottom,False,True,-6.052436332176445,-34.05907385333299,-1.0,0.016666666666666666,-225.33754744982411,-1010.0123611322756,0.2231037521136961,10,5,False,,stable
000739.SZ,roiic,20241231,普洛药业,化学制药,20250311.0,-6.499455723058989,-0.004176591569728901,0.7549037848207305,0.05587827179807963,,,down,1.6042128393152821,16.496889973596467,high_volatility,decreasing_vol,True,severe,-251.69355867815554,False,none,21.107967934560616,False,falling,bottom,False,True,-2.2859808538455693,-8.94619390554957,-0.8,0.08333333333333333,7.451472165146491,-5.988836315734155,-0.8037118280796018,10,5,False,,stable
000756.SZ,roiic,20241231,新华制药,化学制药,20250331.0,0.3204105935486348,1.3177051132931036e-05,0.006963743096307051,0.8938728221926628,,,up,1.231620179978556,6.614286027711144,high_volatility,stable,True,severe,-112.984072645232,False,none,-18.095586085498482,False,falling,bottom,False,True,-1.9875625884466954,0.3433085719757495,0.2,0.8166666666666667,5.4665175051746795,-1.227018919992035,-0.22446080504279411,10,5,False,,stable
000762.SZ,roiic,20241231,西藏矿业,小金属,20250402.0,-13.551304346651099,-0.00685035935593115,0.36931890556470404,0.27692600438603165,,,down,64.76068946966396,323.8508340857486,high_volatility,increasing_vol,False,none,1.2337596814504521,False,none,634.0149209411936,False,rising,mid_up,False,False,0.006130369250036516,-45.697528989306605,-0.4,0.48333333333333334,-32.19752743429534,67.29326523184336,-0.47846582155534007,10,5,False,,stable
000766.SZ,roiic,20241231,通化金马,化学制药,20250418.0,-11.630231873576554,0.009844434687130478,7.491983271424507e-05,0.9889794544188468,,,up,3.43834675978065,210.69396623175726,high_volatility,decreasing_vol,False,none,280.4147599250353,False,none,587.4012767575941,False,rising,top,False,False,0.6675400344364358,-6.900444139247993,0.0,1.0,44.24009872508719,57.64164208203465,1.3029275192224619,10,5,False,,stable
000788.SZ,roiic,20241231,北大医药,化学制药,20250425.0,9.362603890294178,0.00012855106678700656,0.009464400006458488,0.8763283691506336,,,up,1.1370915387417415,58.43562665102178,high_volatility,stable,False,none,2826.7326419446936,False,none,154.16877252571294,False,rising,top,True,False,3.917230420692504,9.835018159825431,0.2,0.8166666666666667,54.1992142677375,130.5233785061061,2.4082153269111344,10,5,False,,stable
000800.SZ,roiic,20241231,一汽解放,汽车整车,20250329.0,1.2854632717824075,-0.0003811842845117662,0.021770605451521565,0.8128191167952667,-0.3954478378605728,-0.3954478378605728,down,1.3733285779268345,61.548609405297746,high_volatility,stable,True,moderate,-98.34476243926797,False,none,-59.24074806950231,False,falling,bottom,False,True,-2.031401073224332,-2.292790175021109,-0.2,0.8166666666666667,45.202742764673815,2.477856621974356,0.054816510468714615,10,5,False,,stable
000813.SZ,roiic,20241231,德展健康,化学制药,20250429.0,9.147094872883077,0.00019279321353116174,0.05479770766297265,0.7046934127891464,,,up,5.046218824227738,288.31956437422105,high_volatility,increasing_vol,False,none,2667.7805264515955,False,none,717.9809681958046,False,rising,top,False,False,1.6573916432032216,20.148959667547103,0.2,0.8166666666666667,-64.63502439099264,180.06155012050448,-0.3589607239731984,10,5,False,,stable
000821.SZ,roiic,20241231,京山轻机,电气设备,20250426.0,1.72798061884695,0.0007073637508564594,0.34984860968548676,0.2934697684124467,,,up,2.5904165713295786,303.8459046876943,high_volatility,decreasing_vol,False,none,-76.35282489570339,True,growth_to_decline,-692.4225018575264,False,falling,mid_down,False,True,-0.7195157837607866,10.127816522590255,0.0,1.0,-77.3727256488123,9.007380404518592,-8.589925391626398,10,5,False,,stable
000823.SZ,roiic,20241231,超声电子,元器件,20250320.0,-24.628439411980786,-0.0020981743415284192,0.646058574939934,0.10121426293782115,,,down,2.033574651274963,66.75988286829454,high_volatility,increasing_vol,False,none,-638.1126993056835,False,none,94.14093454299714,False,rising,mid_up,False,True,-3.704673579319042,-16.58935171536055,-0.4,0.48333333333333334,-40.611036981747326,-47.05381836850309,0.8630763323754309,10,5,False,,stable
000831.SZ,roiic,20241231,中国稀土,小金属,20250428.0,18.223390115230746,0.0001748070537143567,0.06999902691922517,0.6671071940839028,,,up,2.091720164670821,195.2210672081012,high_volatility,increasing_vol,False,none,2035.6866222710148,False,none,469.106226321501,False,rising,top,True,False,5.296814017084809,17.793962572246436,0.2,0.8166666666666667,117.06395194598454,439.19660389317585,3.7517664199123333,10,5,False,,stable
000856.SZ,roiic,20241231,冀东装备,专用机械,20250327.0,-4.976680303362171,-0.0003171674019297705,0.087768210037012,0.6283866789451462,,,down,26.07800994622104,32.59801722846986,high_volatility,stable,True,severe,-18589.122442775733,False,none,-63.66951675424604,False,falling,bottom,False,False,-2.050172699745417,-6.747729989231794,-0.2,0.8166666666666667,-2.7430234481488087,-36.671186665562914,0.07480050954349728,10,5,False,,stable
000862.SZ,roiic,20241231,银星能源,新型电力,20250325.0,3.148432696538638,0.010544803150714741,0.8565875164246349,0.02412569584542029,,,up,4.581482660282207,10.247343793059105,high_volatility,stable,False,none,1113.3902160283044,False,none,-6.24458538592495,False,rising,top,False,True,1.1900579942413394,6.31140245761104,1.0,0.016666666666666666,4.063305808606758,16.255909522314198,4.00066110896243,10,5,False,,stable
000868.SZ,roiic,20241231,安凯客车,汽车整车,20250325.0,28.935131099638106,0.00031346867272243425,0.1020113098492316,0.6003612408054171,,,up,2.035978631961502,134.14620245250882,high_volatility,increasing_vol,False,none,8862.386159585134,False,none,314.75330693151255,False,rising,top,False,False,4.165359854099799,39.07085437783924,0.2,0.8166666666666667,81.87293465020824,298.3565492089493,3.644141381808774,10,5,False,,stable
000880.SZ,roiic,20241231,潍柴重机,专用机械,20250328.0,-3.5702027544797827,-0.0007721174351489617,0.14284239947999453,0.5305007623530397,-0.08802244226289035,-0.08802244226289035,down,0.7794867585400812,12.206796769115801,high_volatility,stable,False,none,506.76927028739664,False,none,32.397865610100595,False,rising,mid_up,True,False,0.8920703246867332,-5.335992973028914,-0.4,0.48333333333333334,14.588982959362182,21.478784520786785,1.4722605805090212,10,5,False,,stable
000915.SZ,roiic,20241231,华特达因,化学制药,20250321.0,2.3299318718223376,0.00043241243411573047,4.560445593276461e-05,0.9914017423041228,0.42533026728320333,0.42533026728320333,up,1.062990085137468,81.80794314670788,high_volatility,increasing_vol,False,none,352.07683247311525,False,none,203.02111394353054,False,rising,top,False,False,0.7542914970339112,3.508012245087059,0.0,1.0,86.46988547623798,221.56647627103746,2.5623542236785335,10,5,False,,stable
000919.SZ,roiic,20241231,金陵药业,化学制药,20250329.0,17.103834530134947,-0.00012383392996139365,0.006471656791562736,0.8976827841306577,,,down,2.1714097808943817,524.2477024905804,high_volatility,decreasing_vol,False,none,89.25272782602526,True,worsening,-1200.9432822058493,False,rising,top,False,False,1.1115314006295165,29.05442861492791,0.4,0.48333333333333334,-173.15625032256582,-5.724337869976096,30.24913173465229,10,5,False,,stable
