ts_code,metric_name,ann_date,industry,name,end_date,ocfps_slope,ocfps_log_slope,ocfps_r_squared,ocfps_p_value,ocfps_cagr_approx,ocfps_cagr,ocfps_trend_direction,ocfps_robust_slope,ocfps_cv,ocfps_std_dev,ocfps_volatility_type,ocfps_volatility_regime,ocfps_has_deterioration,ocfps_deterioration_severity,ocfps_total_decline_pct,ocfps_has_inflection,ocfps_inflection_type,ocfps_slope_change,ocfps_is_cyclical,ocfps_current_phase,ocfps_cycle_position,ocfps_is_accelerating,ocfps_is_decelerating,ocfps_recent_3y_slope,ocfps_mk_tau,ocfps_mk_p_value,ocfps_weighted_avg,ocfps_latest_value,ocfps_latest_vs_weighted_ratio,ocfps_full_data_years,ocfps_trend_window_years,ocfps_has_structural_break,ocfps_break_year_index,ocfps_data_regime
000153.SZ,ocf,20250411.0,化学制药,丰原药业,20241231,-0.08737999999999999,-0.07603705638875932,0.3231970759462216,0.3172992563701443,-0.26642705204123485,-0.26642705204123485,down,-0.1650375,0.46663541877620224,0.3792532702561706,volatile,stable,True,severe,-79.4987922705314,True,accelerated_decline,-0.3508,False,falling,bottom,False,True,-0.41255737017137184,-0.4,0.4624327264504764,0.772918,0.2716,0.3513956202339705,10,5,False,,stable
000155.SZ,ocf,20250428.0,新型电力,川能动力,20241231,0.06606000000000004,0.04501790852014265,0.17405517208679755,0.48464468525080623,0.27131436310596824,0.27131436310596824,up,0.0902,0.5729010053306572,0.5861464765739021,volatile,stable,True,moderate,-56.14089135346067,False,none,-0.9981000000000001,False,falling,mid_down,False,True,-0.32275929709741247,0.2,0.8064959405073401,1.057668,0.8542,0.8076258334373356,10,5,False,,stable
000158.SZ,ocf,20250429.0,软件服务,常山北明,20241231,-0.19457,-0.19927054108850498,0.397524194873582,0.25415086409839555,,,down,-0.26565833333333333,2.096302668864473,0.49514669038578857,high_volatility,increasing_vol,True,severe,-550.8305647840532,False,none,-0.97465,False,falling,bottom,False,True,-0.3196365538776814,-0.4,0.4624327264504764,0.17782900000000004,-0.5428,-3.052370535739389,10,5,False,,stable
000400.SZ,ocf,20250411.0,电气设备,许继电气,20241231,0.20827999999999997,0.10345326024417559,0.34649070494635287,0.2963947417572533,0.13176239353384767,0.13176239353384767,up,0.44684999999999997,0.46492217053331575,0.7215127164506527,volatile,increasing_vol,True,severe,-25.762869788027025,True,growth_to_decline,-1.8921999999999999,False,falling,bottom,False,False,-0.12325813983019274,0.4,0.4624327264504764,1.6238670000000002,1.2748,0.7850396614993714,10,5,False,,stable
000403.SZ,ocf,20250424.0,生物制药,派林生物,20241231,0.045829999999999996,0.026159459872036377,0.10906911422412646,0.5872788722160297,0.02700130863383654,0.02700130863383654,up,0.15942499999999998,0.35787893522342384,0.21723251368061827,moderate,increasing_vol,True,severe,-38.50237496507404,True,growth_to_decline,-0.64615,False,falling,bottom,False,True,-0.11923293895573742,0.4,0.4624327264504764,0.620749,0.4402,0.709143309131388,10,5,False,,stable
000409.SZ,ocf,20250409.0,软件服务,云鼎科技,20241231,0.13245,0.12572624163571455,0.8563092302312033,0.02419822710809485,,,up,0.13912499999999997,4.675742859645877,0.22630595440686044,high_volatility,decreasing_vol,False,none,55.70854847963279,False,none,-0.10475000000000004,False,rising,mid_up,False,True,0.04737236531712068,0.8,0.0864107329737,0.088135,0.2714,3.079366880354002,10,5,False,,stable
000503.SZ,ocf,20250425.0,软件服务,国新健康,20241231,0.004760000000000003,0.005380444138077542,0.18185323540566672,0.4739740523084018,,,up,0.005325,0.3029241980473741,0.03536337088005045,moderate,stable,False,none,52.4052065647991,False,none,0.05640000000000001,False,rising,top,True,False,0.04589599661484278,0.2,0.8064959405073401,-0.115228,-0.0841,1.3701307966706302,10,5,False,,stable
000507.SZ,ocf,20250428.0,新型电力,珠海港,20241231,0.24472999999999998,0.17891015882417255,0.7187379870463046,0.06963867535345056,0.40342548591486893,0.40342548591486893,up,0.2538875,0.45252330920294337,0.45986323727821515,moderate,decreasing_vol,False,none,-9.13587225323253,True,growth_to_decline,-0.48815,False,falling,mid_down,False,True,-0.0384783944995537,0.4,0.4624327264504764,1.089639,1.286,1.1802073897868928,10,5,False,,stable
000509.SZ,ocf,20250428.0,元器件,华塑控股,20241231,0.042379999999999994,0.04231123594823529,0.7382667252194899,0.06204895722141321,,,up,0.0373625,2.758877923184225,0.07802106766764987,high_volatility,decreasing_vol,False,none,210.90909090909088,False,none,0.0606,False,rising,mid_up,False,False,0.017389137125804782,0.6,0.22067136191984693,-0.015566000000000002,0.0513,-0.30343079922027294,10,5,False,,stable
000513.SZ,ocf,20250327.0,化学制药,丽珠集团,20241231,0.34514,0.11738205820970661,0.7218916458905545,0.06838764305819427,0.09339894489180689,0.09339894489180689,up,0.37411666666666654,0.22607061206549323,0.6358914176178194,ultra_stable,stable,False,none,10.287815905793448,False,none,0.41095000000000037,False,falling,mid_down,False,True,0.04661171226524852,0.6,0.22067136191984693,2.9853699999999996,3.2686,1.0948726623500606,10,5,False,,stable
000516.SZ,ocf,20250423.0,医疗保健,国际医学,20241231,0.11312,0.10704993807403995,0.8731699662160739,0.01995343796358069,1.1472184134799308,1.1472184134799308,up,0.11407500000000001,0.7090311461061454,0.19166529941541322,moderate,increasing_vol,False,none,120.11834319526626,False,none,-0.12539999999999998,False,falling,mid_down,False,False,0.11566477450751644,0.8,0.0864107329737,0.304256,0.4464,1.4671855279764408,10,5,False,,stable
000519.SZ,ocf,20250424.0,专用机械,中兵红箭,20241231,-0.31587999999999994,-0.25078659621553806,0.8198049182748437,0.03441121267959068,-0.3761110285111995,-0.3761110285111995,down,-0.29295,0.900398631305159,0.5518002972090537,volatile,decreasing_vol,False,none,-28.550619082301527,False,none,0.126,False,rising,mid_up,True,False,-0.03814925435945536,-0.8,0.0864107329737,0.518076,0.1962,0.3787089152942812,10,5,False,,stable
000533.SZ,ocf,20250416.0,电气设备,顺钠股份,20241231,0.05086,0.04882999285017685,0.7221082333904413,0.06830208372796152,0.38784460299476686,0.38784460299476686,up,0.040633333333333334,0.624420307607862,0.09492437516254718,moderate,increasing_vol,True,moderate,54.46361590397599,False,none,-0.11960000000000003,False,falling,mid_down,False,False,0.03578193384736167,0.8,0.0864107329737,0.167278,0.2059,1.230885113404034,10,5,False,,stable
000534.SZ,ocf,20250307.0,生物制药,万泽股份,20241231,-0.022080000000000006,-0.022563755108719795,0.21265683768281557,0.43437947312388736,-0.062195385860236874,-0.062195385860236874,down,-0.016816666666666667,0.28238159086295,0.07707323141013357,moderate,increasing_vol,False,none,-42.460827125610066,False,none,-0.01194999999999996,False,rising,mid_up,False,True,-0.07895727549548125,-0.4,0.4624327264504764,0.266316,0.224,0.841106054461617,10,5,False,,stable
000536.SZ,ocf,20250415.0,元器件,华映科技,20241231,-0.025204999999999988,-0.02660958040727022,0.11284380038299774,0.5804764571070573,,,down,-0.01660833333333333,1.4131096475833318,0.25834470577118473,high_volatility,increasing_vol,False,none,-74.29552023121387,False,none,0.12025000000000002,False,rising,mid_up,False,True,-0.1934041738554137,-0.2,0.8064959405073401,0.169527,0.1423,0.8393943147699187,10,5,False,,stable
000537.SZ,ocf,20250429.0,新型电力,中绿电,20241231,0.9884000000000001,0.6559276565385155,0.44445262468088487,0.21909621507937668,,,up,0.8588375,2.381792687724093,2.6311187462750514,high_volatility,stable,True,severe,119.76762656863413,False,none,-0.8663000000000003,False,falling,mid_down,False,False,1.4880681933948785,0.4,0.4624327264504764,-0.80816,0.8711,-0.9277465273791757,10,5,False,,stable
000550.SZ,ocf,20250329.0,汽车整车,江铃汽车,20241231,0.07848000000000002,0.06214304580691772,0.0008064864809523858,0.9638465057761617,,,up,0.013604166666666667,1.0538434250420565,2.720243879324058,high_volatility,increasing_vol,True,severe,273.41405184174624,False,none,0.7812000000000001,False,falling,mid_down,True,False,1.5824058271805679,0.0,1.0,2.6048039999999997,3.0507,1.1711821695605507,10,5,False,,stable
000551.SZ,ocf,20250408.0,专用机械,创元科技,20241231,0.11394,0.08693931282152692,0.3581565312022884,0.2863249013396503,0.22214809346429254,0.22214809346429254,up,0.15747499999999998,0.377166303896109,0.29718441749190017,moderate,increasing_vol,False,none,8.341973795833729,False,none,0.33395,False,rising,top,False,False,0.029692417138616423,0.6,0.22067136191984693,0.822122,1.1494,1.398089334672956,10,5,False,,stable
000555.SZ,ocf,20250329.0,软件服务,神州信息,20241231,-0.061270000000000005,-0.06057977006716107,0.7567517070402004,0.05520961919326085,-0.26991700185989953,-0.26991700185989953,down,-0.06081249999999999,0.44722920796257426,0.11146740779259201,moderate,stable,True,severe,-54.20332355816227,False,none,-0.10495000000000004,False,falling,bottom,False,False,-0.05481767172819217,-0.6,0.22067136191984693,0.230859,0.0937,0.4058754477841453,10,5,False,,stable
000566.SZ,ocf,20250412.0,化学制药,海南海药,20241231,0.014520000000000005,0.011032945362174532,0.07702568192597145,0.6512217701270605,,,up,0.0084,2.4129998294570747,0.08271763415378852,high_volatility,decreasing_vol,True,severe,-112.31751824817518,False,none,-0.23285,False,falling,bottom,False,True,-0.06144067275836748,0.0,1.0,0.038636000000000004,-0.0135,-0.3494150533181488,10,5,False,,stable
000572.SZ,ocf,20250422.0,汽车整车,海马汽车,20241231,-0.007585000000000003,-0.01554778073337702,0.00992344759056988,0.8733744174657899,,,down,0.037925,5.050316296214879,0.33362389452795493,high_volatility,increasing_vol,True,severe,-397.53086419753083,True,growth_to_decline,-0.9698499999999999,False,falling,bottom,False,True,-0.298271014468726,0.2,0.8064959405073401,0.045657,-0.4579,-10.029130253849354,10,5,False,,stable
000576.SZ,ocf,20250419.0,电气设备,甘化科工,20241231,-0.04305,-0.04486316135391536,0.1667847715503005,0.49485725652471313,,,down,-0.0457875,6.940331629324354,0.1665679591037844,high_volatility,decreasing_vol,True,severe,-6.761268781302178,False,none,-0.27625,False,falling,bottom,False,False,-0.004019281376859342,-0.4,0.4624327264504764,0.011084999999999998,-0.1279,-11.538114569237713,10,5,False,,stable
000591.SZ,ocf,20250424.0,新型电力,太阳能,20241231,-0.05182,-0.04750374491597843,0.3913372315511901,0.25903129916969975,-0.09044901153180696,-0.09044901153180696,down,-0.04611250000000001,0.42092676740964363,0.3183300771212171,volatile,stable,True,moderate,-63.00414046925319,False,none,-0.3872500000000001,False,falling,bottom,False,True,-0.30775220990273205,-0.6,0.22067136191984693,0.7407140000000001,0.4825,0.6513985154864089,10,5,False,,stable
000597.SZ,ocf,20250403.0,化学制药,东北制药,20241231,0.00732000000000001,0.003977752289024281,0.007869208590530143,0.8872010632318225,0.058632248159809386,0.058632248159809386,up,0.011508333333333336,0.2708687683352178,0.1457761537426475,moderate,stable,False,none,-31.31064820804761,False,none,-0.05479999999999999,False,rising,mid_up,False,True,-0.10134455248326268,0.0,1.0,0.5403760000000001,0.5309,0.9824640620604912,10,5,False,,stable
000625.SZ,ocf,20250411.0,汽车整车,长安汽车,20241231,-0.40099999999999997,-0.2346353375437158,0.3690076763847151,0.2771850102924975,-0.2959412986661698,-0.2959412986661698,down,-0.439475,0.6645719077745897,1.0717285327917698,volatile,stable,True,severe,-14.358255997198398,False,none,-1.0604,False,falling,bottom,False,False,-0.03622227809955808,-0.4,0.4624327264504764,1.4923600000000001,0.4891,0.32773593502908144,10,5,False,,stable
000629.SZ,ocf,20250329.0,小金属,钒钛股份,20241231,-0.01767,-0.019757340414781173,0.09645279868994092,0.611023877892843,0.003203458004717108,0.003203458004717108,down,-0.006820833333333334,0.7465848743676978,0.09012772603366846,high_volatility,increasing_vol,False,none,-68.92010535557506,False,none,-0.03644999999999999,False,rising,mid_up,False,True,-0.07756672641560947,0.0,1.0,0.11541900000000002,0.0708,0.6134172016739011,10,5,False,,stable
000633.SZ,ocf,20250408.0,小金属,合金投资,20241231,0.00504,0.005894762077497574,0.13363037993106583,0.5451455838633512,,,up,0.009975,47.99233156337473,0.040313558513234725,high_volatility,increasing_vol,False,none,610.5263157894738,False,none,0.10115,False,rising,top,False,False,0.04057377070065874,0.2,0.8064959405073401,0.0034019999999999988,0.0679,19.958847736625522,10,5,False,,stable
000636.SZ,ocf,20250415.0,元器件,风华高科,20241231,-0.11067,-0.09330621766981789,0.794356690281687,0.04233146901011341,-0.14825965600495816,-0.14825965600495816,down,-0.12225,0.3770983026557361,0.19577435480675195,stable,stable,False,none,-12.126656186840332,False,none,0.00750000000000009,False,rising,mid_up,False,False,-0.024907183601798583,-0.8,0.0864107329737,0.48595900000000003,0.3913,0.8052119623260398,10,5,False,,stable
000657.SZ,ocf,20250425.0,小金属,中钨高新,20241231,0.09,0.07788451048603078,0.1256421959006764,0.5583242533557468,,,up,0.028774999999999995,1.0082195408977717,0.4297838258939021,high_volatility,stable,False,none,-9.30787589498807,False,none,0.09930000000000005,False,rising,mid_up,False,False,-0.027423264288439497,0.0,1.0,0.45328,0.646,1.4251676667843276,10,5,False,,stable
000661.SZ,ocf,20250421.0,生物制药,长春高新,20241231,0.68567,0.09287696695058835,0.400890116062856,0.25152211865138924,0.2903006815055065,0.2903006815055065,up,1.6676000000000002,0.46052719162320294,3.516530371971782,volatile,increasing_vol,True,severe,8.953834698436339,False,none,-7.122749999999999,False,falling,mid_down,False,False,0.042478721236598904,0.4,0.4624327264504764,8.059198000000002,7.6089,0.9441262021357458,10,5,False,,stable
000670.SZ,ocf,20250422.0,元器件,盈方微,20241231,0.012390000000000002,0.015520042794041273,0.17464910927122942,0.4838218656971983,,,up,2.5000000000004186e-05,2.469821475001125,0.18197644627808293,high_volatility,increasing_vol,False,none,253.6240786240786,False,none,0.43909999999999993,False,rising,top,True,False,0.20482639058560384,0.0,1.0,-0.051459000000000005,0.2501,-0.2057536985205918,10,5,False,,stable
000682.SZ,ocf,20250423.0,电气设备,东方电子,20241231,0.18625,0.16552419889402276,0.7153181105656222,0.07100638633910378,0.3426856242160379,0.3426856242160379,up,0.1826833333333333,0.7288944514566619,0.35160410549366455,volatile,increasing_vol,True,moderate,152.12869678258048,False,none,-0.19769999999999988,False,falling,mid_down,False,False,0.20530953304220692,0.6,0.22067136191984693,0.538255,0.7758,1.4413242793843066,10,5,False,,stable
000710.SZ,ocf,20250425.0,医疗保健,贝瑞基因,20241231,-0.02772,-0.023849531010968483,0.2054749350995303,0.44327284937960226,-0.1400293888739429,-0.1400293888739429,down,-0.04924583333333334,0.5293346136523218,0.14213693045792145,volatile,stable,True,moderate,316.75041876046896,False,none,0.1324,False,falling,mid_down,True,False,0.09331876617480497,-0.4,0.4624327264504764,0.257618,0.2488,0.9657710253165539,10,5,False,,stable
000720.SZ,ocf,20250428.0,电气设备,新能泰山,20241231,-0.058579999999999986,-0.05334714250200634,0.09169425548455207,0.6204255243296968,,,down,-0.12205833333333332,3.388875587238978,0.32180762576421335,high_volatility,decreasing_vol,True,moderate,-1198.5148514851485,False,none,0.7527499999999999,False,falling,mid_down,False,False,-0.12015839380312862,-0.4,0.4624327264504764,-0.112534,-0.2219,0.5071383506083822,10,5,False,,stable
000725.SZ,ocf,20250422.0,元器件,京东方A,20241231,-0.018339999999999957,-0.010484676519342052,0.02483386767679243,0.8001867654218215,0.0297009198985001,0.0297009198985001,down,-0.018891666666666584,0.19026772273093445,0.2343831969233289,stable,decreasing_vol,False,none,12.58989612003906,False,none,-0.42080000000000006,False,rising,mid_up,False,False,0.04546362547314842,-0.2,0.8064959405073401,1.215745,1.2681,1.043064129402136,10,5,False,,stable
000727.SZ,ocf,20250429.0,元器件,冠捷科技,20241231,-0.12474,-0.09201131059881537,0.03608286579956876,0.7596043681432154,,,down,-0.28637500000000005,2.2866782282932228,0.8863164812864534,high_volatility,decreasing_vol,True,severe,-108.25888425650187,False,none,1.6517999999999997,False,falling,mid_down,False,False,-0.4848504091320206,-0.4,0.4624327264504764,0.35017800000000004,-0.0832,-0.23759345247274238,10,5,False,,stable
000733.SZ,ocf,20250424.0,元器件,振华科技,20241231,0.5272,0.316549873274069,0.5580964025248131,0.14677707951271673,,,up,0.65665,0.6565780164047915,1.200250877108615,volatile,decreasing_vol,False,none,83.0492364235473,True,worsening,-2.0564,False,rising,mid_up,False,True,0.27266557525131796,0.6,0.22067136191984693,1.9990370000000004,2.8887,1.445045789547667,10,5,False,,stable
000739.SZ,ocf,20250311.0,化学制药,普洛药业,20241231,0.05073000000000002,0.03917639042184452,0.18872431706512374,0.46480121480881503,0.03552051234210407,0.03552051234210407,up,0.0733875,0.25966726452319694,0.231212925676745,moderate,decreasing_vol,False,none,-8.131887664415208,False,none,0.33415000000000006,False,rising,mid_up,False,False,-0.03109451708695138,0.2,0.8064959405073401,0.9091820000000002,1.0337,1.1369560770010845,10,5,False,,stable
000756.SZ,ocf,20250331.0,化学制药,新华制药,20241231,-0.02938,-0.027366381262174347,0.032011116730360806,0.7734177052406715,-0.055072987780614535,-0.055072987780614535,down,-0.022074999999999997,0.47962928510698877,0.302444634602765,volatile,stable,False,none,-52.424269186611326,False,none,-0.034100000000000075,False,rising,mid_up,False,True,-0.22817253711183655,-0.2,0.8064959405073401,0.621766,0.5387,0.8664031162849045,10,5,False,,stable
000762.SZ,ocf,20250402.0,小金属,西藏矿业,20241231,0.015749999999999997,0.010458142974649889,0.07820938859613188,0.6486239855192841,0.5771007013550133,0.5771007013550133,up,0.06476250000000001,1.0875704780343685,1.1925210291646853,high_volatility,stable,False,none,-77.9426123657438,False,none,-1.5603500000000001,False,falling,mid_down,False,True,-0.6097188461459931,0.0,1.0,1.1306910000000001,0.7003,0.6193557744777308,10,5,False,,stable
000766.SZ,ocf,20250418.0,化学制药,通化金马,20241231,0.014339999999999997,0.013315404254295879,0.23707847260323217,0.40550154467040156,0.19169166810750582,0.19169166810750582,up,0.01614583333333333,0.32574225178950295,0.04669189437150735,moderate,stable,False,none,-17.853658536585364,False,none,-0.009049999999999996,False,rising,mid_up,False,False,-0.01798829027138721,0.4,0.4624327264504764,0.147642,0.1684,1.14059684913507,10,5,False,,stable
000788.SZ,ocf,20250425.0,化学制药,北大医药,20241231,0.15008,0.14244016961825892,0.7146365447157984,0.07128034278321614,,,up,0.16794166666666666,1.1330862632815828,0.2811866870959576,high_volatility,stable,False,none,24.679487179487175,False,none,0.08794999999999997,False,rising,top,False,False,0.051108127487265315,0.8,0.0864107329737,0.293184,0.5835,1.990217747216765,10,5,False,,stable
000800.SZ,ocf,20250329.0,汽车整车,一汽解放,20241231,-0.44013,-0.2951084739088232,0.12433750627723336,0.5605219012468856,,,down,-0.36097499999999993,5.37578068717011,1.8424950727206844,high_volatility,decreasing_vol,True,severe,-7.693004711852118,False,none,-3.48075,False,falling,bottom,False,False,-0.02791187972112852,-0.4,0.4624327264504764,0.21070100000000003,-1.1885,-5.640694633627746,10,5,False,,stable
000813.SZ,ocf,20250429.0,化学制药,德展健康,20241231,-0.027949999999999996,-0.02733612363343549,0.5213680789552201,0.16837343815848196,,,down,-0.052724999999999994,1.4844266681954945,0.15233186469022164,high_volatility,decreasing_vol,True,severe,-109.22865013774103,False,none,0.3106499999999999,False,falling,mid_down,True,False,-0.03961816223601157,-0.6,0.22067136191984693,0.08127200000000001,-0.0067,-0.08243921645831281,10,5,False,,stable
000821.SZ,ocf,20250426.0,电气设备,京山轻机,20241231,-0.11477999999999997,-0.16538875066328323,0.10344621989952509,0.5976614912503594,,,down,-0.16061250000000002,1.5078478962562571,0.9468983218910043,high_volatility,increasing_vol,True,severe,-268.354114713217,False,none,-2.5527,False,falling,bottom,False,False,-0.5115560253850677,-0.2,0.8064959405073401,0.58568,-0.6751,-1.1526772298866277,10,5,False,,stable
000823.SZ,ocf,20250320.0,元器件,超声电子,20241231,0.03274000000000001,0.014855260715163835,0.03232939063273843,0.7723063452713699,0.03250830897506507,0.03250830897506507,up,0.04277500000000001,0.2865746924186562,0.31857362257412336,moderate,stable,True,moderate,-44.69238125597704,True,growth_to_decline,-0.7072,False,falling,mid_down,False,True,-0.22382768960783206,0.2,0.8064959405073401,1.121482,0.8675,0.773530025448469,10,5,False,,stable
000831.SZ,ocf,20250428.0,小金属,中国稀土,20241231,0.018830000000000013,6.0363225004345794e-05,0.0018247583305590633,0.945627330043209,,,up,-0.02284999999999999,39.488169152513315,0.7131563348943905,high_volatility,decreasing_vol,True,severe,-155.21799171434208,False,none,-0.1392000000000001,False,falling,mid_down,False,True,-0.71257381919076,0.0,1.0,-0.012410999999999978,-0.5598,0.02217041800643083,10,5,False,,stable
000856.SZ,ocf,20250327.0,专用机械,冀东装备,20241231,-0.12301000000000002,-0.12007495172168943,0.23900496496921653,0.40330728753887163,,,down,-0.15205416666666668,1.265007037077786,0.3942014928941797,high_volatility,decreasing_vol,True,severe,-121.80353804113331,False,none,0.2906500000000001,False,falling,bottom,False,False,-0.39991857865335934,-0.4,0.4624327264504764,0.274717,-0.1516,-0.5518406214395178,10,5,False,,stable
000862.SZ,ocf,20250325.0,新型电力,银星能源,20241231,-0.08158999999999998,-0.06461789050361512,0.3578707957040313,0.2865684902001476,-0.07253982276372051,-0.07253982276372051,down,-0.07892499999999995,0.7985291205217977,0.8071212938586122,high_volatility,decreasing_vol,True,moderate,6.442781529476181,False,none,-1.6388500000000001,False,falling,mid_down,False,False,0.015363079650178413,-0.4,0.4624327264504764,0.945813,0.5832,0.6166123747506114,10,5,False,,stable
000868.SZ,ocf,20250325.0,汽车整车,安凯客车,20241231,0.013239999999999997,0.012525960739206346,0.0011833474632364492,0.9562094314862506,,,up,-0.034991666666666664,3.960837963729008,0.5567353841817493,high_volatility,decreasing_vol,True,severe,-99.38996836873024,False,none,1.1034499999999998,False,falling,mid_down,False,False,-0.2132960674391218,-0.2,0.8064959405073401,0.146026,0.0027,0.018489857970498406,10,5,False,,stable
000880.SZ,ocf,20250328.0,专用机械,潍柴重机,20241231,0.15956,0.11652323385975193,0.5197849204027503,0.1693406510606319,0.09003908865316412,0.09003908865316412,up,0.18416666666666665,0.3413861302639107,0.34142026887693705,moderate,stable,False,none,47.773558853986884,False,none,0.5718,False,falling,mid_down,False,False,0.1415600642469002,0.4,0.4624327264504764,1.047968,1.2843,1.2255145195273138,10,5,False,,stable
000915.SZ,ocf,20250321.0,化学制药,华特达因,20241231,0.34436999999999995,0.0769995507794492,0.3803408073946811,0.2678638030194821,0.06028817276638376,0.06028817276638376,up,0.2271083333333333,0.2303366661554178,0.9420815713089817,stable,decreasing_vol,True,moderate,-22.29904418677531,False,none,-0.65595,False,falling,mid_down,False,True,-0.12311929266511301,0.4,0.4624327264504764,4.262205,3.9671,0.9307623636122617,10,5,False,,stable
000919.SZ,ocf,20250329.0,化学制药,金陵药业,20241231,-0.10101,-0.09338877714498531,0.9313745149635688,0.007792993709295951,-0.20472927123294937,-0.20472927123294937,down,-0.09753333333333333,0.36433818539380686,0.16512535238418116,ultra_stable,increasing_vol,True,moderate,-51.58636897767334,False,none,-0.010000000000000037,False,falling,bottom,False,True,-0.12296171365660596,-1.0,0.02748633611151033,0.422917,0.2472,0.5845118545719373,10,5,False,,stable
