ts_code,metric_name,ann_date,name,industry,end_date,total_revenue_ps_slope,total_revenue_ps_log_slope,total_revenue_ps_r_squared,total_revenue_ps_p_value,total_revenue_ps_cagr_approx,total_revenue_ps_cagr,total_revenue_ps_trend_direction,total_revenue_ps_cv,total_revenue_ps_std_dev,total_revenue_ps_volatility_type,total_revenue_ps_volatility_regime,total_revenue_ps_has_deterioration,total_revenue_ps_deterioration_severity,total_revenue_ps_total_decline_pct,total_revenue_ps_has_inflection,total_revenue_ps_inflection_type,total_revenue_ps_is_cyclical,total_revenue_ps_current_phase,total_revenue_ps_cycle_position,total_revenue_ps_is_accelerating,total_revenue_ps_is_decelerating,total_revenue_ps_recent_3y_slope,total_revenue_ps_robust_slope,total_revenue_ps_mk_tau,total_revenue_ps_mk_p_value,total_revenue_ps_weighted_avg,total_revenue_ps_latest_value,total_revenue_ps_latest_vs_weighted_ratio,total_revenue_ps_full_data_years,total_revenue_ps_trend_window_years,total_revenue_ps_has_structural_break,total_revenue_ps_break_year_index,total_revenue_ps_data_regime
000153.SZ,revenue,20250411.0,丰原药业,化学制药,20241231,-0.1184000000000001,-0.014790381180402346,0.033824210428528664,0.767160798247041,-0.03521173239837494,-0.03521173239837494,down,0.12453348430546558,1.3950240911898257,stable,increasing_vol,True,moderate,-23.53624246244702,True,growth_to_decline,False,falling,bottom,False,True,-0.1335700051206008,0.6431749999999994,0.2,0.8064959405073401,11.1428,9.2187,0.82732347345371,10,5,False,,stable
000155.SZ,revenue,20250428.0,川能动力,新型电力,20241231,-0.05767000000000002,-0.017915807905058468,0.012772212243395973,0.8564127327650713,0.012884149114646526,0.012884149114646526,down,0.27313728588034053,0.6027429742435826,moderate,decreasing_vol,True,moderate,-35.75477558627116,False,none,False,falling,mid_down,False,True,-0.19866275226368568,-0.35092500000000015,-0.2,0.8064959405073401,2.189439,1.6547,0.7557643761712475,10,5,False,,stable
000158.SZ,revenue,20250429.0,常山北明,软件服务,20241231,-0.2505499999999998,-0.041146743966323875,0.6244665044455056,0.11163038367542384,-0.028113706108710113,-0.028113706108710113,down,0.0847607158813239,0.51170213698987,ultra_stable,decreasing_vol,False,none,-8.746215818293102,False,none,False,falling,mid_down,False,False,-0.04509083831410865,-0.22355833333333314,-0.8,0.0864107329737,5.911745,5.5162,0.9330916675194888,10,5,False,,stable
000400.SZ,revenue,20250411.0,许继电气,电气设备,20241231,1.61985,0.11647906464396587,0.9205133674340237,0.009748070463705927,0.10874351096117207,0.10874351096117207,up,0.1867385467947889,2.6628916772936897,ultra_stable,decreasing_vol,False,none,13.372041935069593,False,none,False,rising,mid_up,False,True,0.0626259222933363,1.7373583333333333,1.0,0.02748633611151033,15.069925000000001,16.7726,1.1129849684056157,10,5,False,,stable
000403.SZ,revenue,20250424.0,派林生物,生物制药,20241231,0.3485000000000001,0.1157246937531962,0.8745676367727762,0.019615394359843257,0.1423801544648564,0.1423801544648564,up,0.19534721863437896,0.582701218464489,ultra_stable,decreasing_vol,False,none,10.57247259439709,False,none,False,rising,mid_up,False,True,0.048264634301051546,0.36153750000000007,0.8,0.0864107329737,3.15715,3.6312,1.1501512440017103,10,5,False,,stable
000409.SZ,revenue,20250409.0,云鼎科技,软件服务,20241231,0.054520000000000034,0.025897124886469357,0.4034536609360867,0.24953234317654463,-0.1719093863729929,-0.1719093863729929,up,0.585545153777238,1.2391657871326178,volatile,decreasing_vol,False,none,21.208985207280698,True,deterioration_to_recovery,False,rising,mid_up,True,False,0.08412441422920192,0.12499999999999994,0.2,0.8064959405073401,2.003382,1.9911,0.993869366900571,10,5,False,,stable
000503.SZ,revenue,20250425.0,国新健康,软件服务,20241231,0.032310000000000005,0.030942975834808213,0.8742112423939081,0.019701389036846775,0.12053113066146315,0.12053113066146315,up,0.17597768640479117,0.0545988369839505,ultra_stable,decreasing_vol,False,none,5.973193473193478,False,none,False,rising,mid_up,False,False,0.009664006334273806,0.0309,0.8,0.0864107329737,0.32641499999999996,0.3637,1.1142257555565769,10,5,False,,stable
000507.SZ,revenue,20250428.0,珠海港,新型电力,20241231,-0.004890000000000061,-0.0009706900984237876,0.004803252541659946,0.9118281876140839,0.10044754724997551,0.10044754724997551,down,0.20306704711200674,1.1351813454245978,stable,decreasing_vol,False,none,-2.38766751335728,False,none,False,falling,mid_down,False,False,-0.011897585048597836,0.07777499999999993,0.0,1.0,5.717125,5.5722,0.9746507204232896,10,5,False,,stable
000509.SZ,revenue,20250428.0,华塑控股,元器件,20241231,0.22464,0.19886645430695127,0.8480624910890778,0.02638470595611509,1.130416651229138,1.130416651229138,up,0.6882952489742793,0.3850323622762118,moderate,decreasing_vol,False,none,16.818457802064355,False,none,False,rising,mid_up,False,False,0.051666496255589056,0.22831250000000003,0.8,0.0864107329737,0.626792,0.962,1.5347994230941044,10,5,False,,stable
000513.SZ,revenue,20250327.0,丽珠集团,化学制药,20241231,0.009830000000000005,0.0007246349241537775,0.0028308225470854227,0.9322886606431781,0.03871002544489022,0.03871002544489022,up,0.0754273245059175,0.9641422327644398,ultra_stable,decreasing_vol,False,none,-3.9867847936235137,False,none,False,falling,mid_down,False,True,-0.02028427578932912,0.3759000000000001,0.4,0.4624327264504764,12.99459,12.9614,0.9974458601618057,10,5,False,,stable
000516.SZ,revenue,20250423.0,国际医学,医疗保健,20241231,0.33893,0.19059859276224095,0.8844601983803546,0.01728453786022368,0.2714108923689005,0.2714108923689005,up,0.3822809522061498,0.5706154861200317,stable,increasing_vol,False,none,78.79983214435585,False,none,False,rising,mid_up,True,False,0.2449780321030378,0.3541625,0.8,0.0864107329737,1.594339,2.1304,1.3362277407753307,10,5,False,,stable
000519.SZ,revenue,20250424.0,中兵红箭,专用机械,20241231,-0.08238000000000004,-0.01640387485722159,0.12249021551014191,0.5636561540195415,-0.0830415960512284,-0.0830415960512284,down,0.17269352383211503,0.7781811954808469,ultra_stable,stable,True,moderate,-31.941505911636586,False,none,False,falling,bottom,False,False,-0.1864684807849959,-0.4654750000000001,-0.6,0.22067136191984693,4.319955,3.2811,0.7595218005743115,10,5,False,,stable
000533.SZ,revenue,20250416.0,顺钠股份,电气设备,20241231,0.36074,0.12480199153079832,0.9374418041026644,0.006769703792503554,0.13120636428712973,0.13120636428712973,up,0.2222539158819669,0.5917599411923723,ultra_stable,increasing_vol,False,none,36.4114348029288,False,none,False,rising,top,True,False,0.14717919134663304,0.4322999999999999,0.8,0.0864107329737,2.84291,3.5025,1.2320122691186144,10,5,False,,stable
000534.SZ,revenue,20250307.0,万泽股份,生物制药,20241231,0.25867,0.13735074401132616,0.991302954150477,0.0003451305844256254,0.1713037310163088,0.1713037310163088,up,0.254314452858789,0.4107737905465732,ultra_stable,stable,False,none,33.373273633095785,False,none,False,rising,mid_up,False,False,0.1262452404218093,0.2627333333333334,1.0,0.02748633611151033,1.6928210000000001,2.1149,1.2493346904368505,10,5,False,,stable
000536.SZ,revenue,20250415.0,华映科技,元器件,20241231,-0.08920999999999998,-0.07067282110250017,0.43722120237694956,0.22428109774183444,-0.05641967288909533,-0.05641967288909533,down,0.2789194567119556,0.21683198564787434,moderate,stable,False,none,-25.991759858740433,False,none,False,rising,mid_up,False,False,-0.08878887338898983,-0.09968333333333335,-0.4,0.4624327264504764,0.750637,0.6287,0.8375553030292938,10,5,False,,stable
000537.SZ,revenue,20250429.0,中绿电,新型电力,20241231,-2.4227600000000002,-0.47828811717213,0.7732199099292864,0.049398705730905476,-0.3530009598086059,-0.3530009598086059,down,0.8612051225640911,4.306456215381738,volatile,decreasing_vol,False,none,0.9068693999457051,True,deterioration_to_recovery,False,falling,mid_down,False,False,0.003970830183152474,-2.2364,-0.6,0.22067136191984693,4.273672,1.8582,0.4348017349015086,10,5,False,,stable
000550.SZ,revenue,20250329.0,江铃汽车,汽车整车,20241231,0.9850399999999994,0.02358097425200354,0.17379668877716992,0.4850033097788814,0.03768811663910232,0.03768811663910232,up,0.08988850304219574,3.5396420571860094,ultra_stable,stable,False,none,27.48781187266992,False,none,False,rising,top,True,False,0.12138575825897968,1.373112499999999,0.4,0.4624327264504764,39.87066,44.455,1.1149802887637175,10,5,False,,stable
000551.SZ,revenue,20250408.0,创元科技,专用机械,20241231,0.61517,0.06553526698402931,0.7712767957228924,0.0500704912975976,0.0661617628505391,0.0661617628505391,up,0.11324741044066186,1.1030388374848819,ultra_stable,decreasing_vol,False,none,0.288947515921118,True,growth_to_decline,False,falling,mid_down,False,False,0.0014359838752313614,0.658175,0.8,0.0864107329737,10.047665,10.3778,1.03285688764504,10,5,False,,stable
000555.SZ,revenue,20250329.0,神州信息,软件服务,20241231,-0.0734099999999998,-0.007585878877202834,0.025237575285526274,0.7985829110118079,-0.01638021080511598,-0.01638021080511598,down,0.07458038804990005,0.8539200858394186,ultra_stable,increasing_vol,True,moderate,-15.964815923008189,True,growth_to_decline,False,falling,bottom,False,True,-0.08661993932594592,0.19547500000000007,0.2,0.8064959405073401,11.412955,10.2512,0.8982073441978875,10,5,False,,stable
000566.SZ,revenue,20250412.0,海南海药,化学制药,20241231,-0.22142,-0.14046191275298323,0.9127463297409918,0.011239190717968323,-0.1748306653446552,-0.1748306653446552,down,0.2773320329341677,0.36101420055172345,ultra_stable,increasing_vol,True,severe,-44.31561292204478,False,none,False,falling,bottom,False,True,-0.20859741878354898,-0.222275,-1.0,0.02748633611151033,1.235314,0.7636,0.6181424318027643,10,5,False,,stable
000572.SZ,revenue,20250422.0,海马汽车,汽车整车,20241231,0.09255,0.06056278987866455,0.2836118098164046,0.3555092535081543,0.05925140392185679,0.05925140392185679,up,0.23250851162542793,0.2849019796351019,stable,stable,True,moderate,-24.31731294374659,False,none,False,falling,mid_down,False,True,-0.10947913275469667,0.16364999999999985,0.6,0.22067136191984693,1.271615,1.1086,0.8718047522245335,10,5,False,,stable
000576.SZ,revenue,20250419.0,甘化科工,电气设备,20241231,-0.09969,-0.07041222661534023,0.6225875383289067,0.11255986032473093,-0.05988158045535463,-0.05988158045535463,down,0.19597927452328268,0.19695917089589912,ultra_stable,increasing_vol,False,none,-9.714626628219152,False,none,False,rising,mid_up,False,False,-0.03529844188031428,-0.090925,-0.6,0.22067136191984693,0.955155,0.908,0.9506310494108287,10,5,False,,stable
000591.SZ,revenue,20250424.0,太阳能,新型电力,20241231,-0.03375999999999997,-0.01889885372511857,0.026469715204545347,0.7937676178393035,-0.03314129062823834,-0.03314129062823834,down,0.19495339664563532,0.40714847169061064,stable,increasing_vol,True,severe,-34.748381089431575,False,none,False,falling,bottom,False,True,-0.1886610824050764,0.041649999999999965,0.2,0.8064959405073401,2.07156,1.5417,0.7442217459306031,10,5,False,,stable
000597.SZ,revenue,20250403.0,东北制药,化学制药,20241231,-0.0709200000000001,-0.012559056814761816,0.09268687991552285,0.6184425328038456,-0.010083823676226067,-0.010083823676226067,down,0.06574621096548024,0.3769808841307478,ultra_stable,stable,False,none,-14.520646085710576,False,none,False,falling,bottom,False,True,-0.07725414869112512,-0.09585000000000021,-0.2,0.8064959405073401,5.69842,5.2498,0.9212729142464051,10,5,False,,stable
000625.SZ,revenue,20250411.0,长安汽车,汽车整车,20241231,0.21687999999999974,0.014493104520437195,0.04020627686470406,0.7464176062324809,0.005418095889685892,0.005418095889685892,up,0.11031252174028802,1.6134750679821488,ultra_stable,stable,False,none,31.837262394749967,False,none,False,rising,top,True,False,0.1378450336696455,0.4130125,0.2,0.8064959405073401,14.734840000000002,16.1117,1.0934424805427134,10,5,False,,stable
000629.SZ,revenue,20250329.0,钒钛股份,小金属,20241231,0.02891999999999999,0.01805061461271553,0.06413675033079758,0.6810298692096943,0.036427051357971196,0.036427051357971196,up,0.13258208354318549,0.20127551266858074,stable,decreasing_vol,False,none,-18.97485603512173,False,none,False,falling,mid_down,False,True,-0.08882290326150422,0.0012374999999999747,0.0,1.0,1.5325800000000003,1.4211,0.927259914653721,10,5,False,,stable
000633.SZ,revenue,20250408.0,合金投资,小金属,20241231,0.09371,0.08275241009982148,0.9501596887962643,0.004794927435642652,0.20508835141732562,0.20508835141732562,up,0.28193711416613204,0.15175547107106221,ultra_stable,decreasing_vol,False,none,20.87321578505457,False,none,False,rising,mid_up,False,True,0.05192477998644496,0.09233750000000002,1.0,0.02748633611151033,0.566373,0.7198,1.2708939162001014,10,5,False,,stable
000636.SZ,revenue,20250415.0,风华高科,元器件,20241231,-0.31377999999999995,-0.06709361676404461,0.26742950314101765,0.37221680927002004,-0.030841348639340516,-0.030841348639340516,down,0.2126253972782067,0.9249757607634916,stable,decreasing_vol,False,none,27.501344005734435,False,none,False,rising,mid_up,True,False,0.11740553281344368,-0.2696208333333332,-0.2,0.8064959405073401,4.19337,4.269,1.0180356133610915,10,5,False,,stable
000657.SZ,revenue,20250425.0,中钨高新,小金属,20241231,0.01471,0.001842365881156871,0.0005863688406031395,0.9691714490358205,0.029182611758595378,0.029182611758595378,up,0.12098204732222932,1.2703623093432832,stable,increasing_vol,False,none,-13.201496525921975,False,none,False,rising,mid_up,False,False,-0.07051538902164034,0.09432916666666671,0.0,1.0,10.507775,10.556,1.0045894587579196,10,5,False,,stable
000661.SZ,revenue,20250421.0,长春高新,生物制药,20241231,3.3070999999999997,0.11895979902902769,0.8101824653130199,0.03732983079206513,0.11713759352442787,0.11713759352442787,up,0.19637648719822762,5.8106349375950295,ultra_stable,stable,True,mild,5.787537099596786,True,growth_to_decline,False,falling,mid_down,False,False,0.028117608537188143,4.6839,0.8,0.0864107329737,31.24281,33.0055,1.0564190608975312,10,5,False,,stable
000670.SZ,revenue,20250422.0,盈方微,元器件,20241231,0.23587000000000002,0.0541009909165588,0.5597050120229093,0.14586730922305124,0.5432602328991905,0.5432602328991905,up,0.4432641709896017,1.5217879559912413,moderate,decreasing_vol,False,none,27.080011501163188,False,none,False,rising,mid_up,False,True,0.11670016323122967,0.6487499999999998,1.0,0.02748633611151033,3.689712,4.8617,1.3176367152775066,10,5,False,,stable
000682.SZ,revenue,20250423.0,东方电子,电气设备,20241231,0.7193799999999999,0.1725061275361141,0.9981171797351984,3.469346265953351e-05,0.19348231878208844,0.19348231878208844,up,0.27587571539555766,1.1394218797267324,ultra_stable,stable,False,none,38.177085891076935,False,none,False,rising,top,False,False,0.15821272179151769,0.7350500000000002,1.0,0.02748633611151033,4.346014,5.6274,1.2948416641087672,10,5,False,,stable
000710.SZ,revenue,20250425.0,贝瑞基因,医疗保健,20241231,-0.33418,-0.08822210943376774,0.9605894247856662,0.003360644626656758,-0.08462744885516904,-0.08462744885516904,down,0.14507594983141722,0.5373352045045997,ultra_stable,increasing_vol,False,none,-20.944579812328275,False,none,False,falling,mid_down,False,True,-0.11277809062525124,-0.3284124999999997,-1.0,0.02748633611151033,3.5367299999999995,3.0498,0.8623219753840413,10,5,False,,stable
000720.SZ,revenue,20250428.0,新能泰山,电气设备,20241231,-0.6212,-0.2880037435834228,0.7650650074171164,0.05224294943640787,-0.25446818995339526,-0.25446818995339526,down,0.49898492266145184,1.1377455018588296,moderate,increasing_vol,True,moderate,-70.11881252225712,False,none,False,falling,bottom,False,False,-0.5101625886543899,-0.5628374999999999,-0.6,0.22067136191984693,2.09376,0.923,0.4408337154210607,10,5,False,,stable
000725.SZ,revenue,20250422.0,京东方A,元器件,20241231,0.16800000000000007,0.03863613040825684,0.18571298956413856,0.4687956410597429,0.07847608290106067,0.07847608290106067,up,0.14232760610869385,0.688188134161001,stable,decreasing_vol,False,none,12.819524727039171,False,none,False,rising,mid_up,False,False,0.0591180382237273,0.2730666666666666,0.2,0.8064959405073401,4.91924,5.2698,1.0712630406322927,10,5,False,,stable
000727.SZ,revenue,20250429.0,冠捷科技,元器件,20241231,-0.9419000000000001,-0.06876029142115785,0.841134708358476,0.028276491477682957,-0.05260061021684248,-0.05260061021684248,down,0.1186278992119271,1.628345858532517,ultra_stable,stable,False,none,-10.7509881422925,False,none,False,rising,mid_up,False,False,-0.056699626551447224,-0.8818749999999996,-0.6,0.22067136191984693,13.25555,12.1932,0.9198562111719242,10,5,False,,stable
000733.SZ,revenue,20250424.0,振华科技,元器件,20241231,0.6681000000000001,0.0662704361684964,0.1627163932750041,0.5006890927401481,0.05259325594176323,0.05259325594176323,up,0.2513174312326545,2.818540070320094,moderate,stable,True,severe,-32.55177747858718,True,growth_to_decline,False,falling,bottom,False,True,-0.1961415485216147,1.0155375,0.4,0.4624327264504764,11.41549,9.4182,0.8250368578133747,10,5,False,,stable
000739.SZ,revenue,20250311.0,普洛药业,化学制药,20241231,0.9337800000000002,0.11017306718819456,0.9651584002300703,0.002789572649004228,0.11356512945838393,0.11356512945838393,up,0.17261381202410922,1.4927193667933705,ultra_stable,decreasing_vol,False,none,14.902320175242536,False,none,False,rising,mid_up,False,True,0.06908045108589445,0.9003125000000003,1.0,0.02748633611151033,9.11463,10.281,1.1279667962385747,10,5,False,,stable
000756.SZ,revenue,20250331.0,新华制药,化学制药,20241231,0.7048399999999997,0.06365810828126021,0.9826717740864599,0.0009731794282695699,0.06462372653445092,0.06462372653445092,up,0.100549720864629,1.120769419639918,ultra_stable,stable,False,none,10.725856113952167,False,none,False,rising,mid_up,False,False,0.050761034421944906,0.7609000000000004,1.0,0.02748633611151033,11.49884,12.4065,1.078934918652664,10,5,False,,stable
000762.SZ,revenue,20250402.0,西藏矿业,小金属,20241231,0.12257,0.08416801139769017,0.4659189587663186,0.20414392025745956,0.12876097823952581,0.12876097823952581,up,0.781619906657871,1.3991621625101218,high_volatility,stable,True,moderate,-71.83703319257356,False,none,False,falling,mid_down,False,True,-0.569542375708533,0.13452500000000003,0.2,0.8064959405073401,1.826851,1.1938,0.6534742023295824,10,5,False,,stable
000766.SZ,revenue,20250418.0,通化金马,化学制药,20241231,0.03925999999999998,0.024774897296783616,0.14654873498541723,0.5247639925220983,0.04436061767968358,0.04436061767968358,up,0.12056758792328814,0.17199689822784595,ultra_stable,decreasing_vol,False,none,-10.074259052375632,False,none,False,falling,mid_down,False,True,-0.04363180296340863,-0.009550000000000058,0.0,1.0,1.44619,1.3684,0.9462103872935091,10,5,False,,stable
000788.SZ,revenue,20250425.0,北大医药,化学制药,20241231,0.020500000000000053,0.005973948950841334,0.03878073395674264,0.7508933569255003,0.010283632747385862,0.010283632747385862,up,0.04985729687924613,0.1764350021962762,ultra_stable,decreasing_vol,False,none,-0.8348634381455038,False,none,False,falling,mid_down,False,False,-0.004028004690931897,0.010050000000000114,0.0,1.0,3.54905,3.4565,0.9739225990053677,10,5,False,,stable
000800.SZ,revenue,20250329.0,一汽解放,汽车整车,20241231,-3.2973399999999997,-0.18860571796875605,0.45457400232645945,0.21196553453654418,-0.1665280438383352,-0.1665280438383352,down,0.4253246005540622,6.789473611628518,moderate,decreasing_vol,False,none,44.47344461305006,False,none,False,falling,mid_down,True,False,0.18301096773937164,-3.308912500000001,-0.6,0.22067136191984693,14.973838,11.901,0.7947862131271889,10,5,False,,stable
000813.SZ,revenue,20250429.0,德展健康,化学制药,20241231,-0.05258,-0.050100509780777805,0.8914608278297661,0.01570149170326404,-0.15841933251999196,-0.15841933251999196,down,0.3024055617151913,0.08826008724219572,ultra_stable,decreasing_vol,False,none,-15.951638065522628,False,none,False,falling,mid_down,True,False,-0.019902360679726547,-0.0511625,-1.0,0.02748633611151033,0.27608600000000005,0.2155,0.7805538853835398,10,5,False,,stable
000821.SZ,revenue,20250426.0,京山轻机,电气设备,20241231,2.1660500000000003,0.23549107996790636,0.9689786431935875,0.0023408360063284193,0.2528006177571325,0.2528006177571325,up,0.38718207953707623,3.5345852040939687,ultra_stable,increasing_vol,False,none,79.19871015624001,False,none,False,rising,top,True,False,0.29026442776554795,2.2512500000000006,1.0,0.02748633611151033,9.778815000000002,14.0042,1.4320958112000277,10,5,False,,stable
000823.SZ,revenue,20250320.0,超声电子,元器件,20241231,-0.0183600000000002,0.0005350975613681808,5.096532679419648e-05,0.9909104195835908,0.027284761893546117,0.027284761893546117,up,0.11937729016038888,1.3243668819477479,ultra_stable,stable,False,none,-13.734358025188117,False,none,False,rising,mid_up,False,True,-0.07359269172732952,0.03526666666666707,0.0,1.0,11.08478,10.7198,0.9670737714235194,10,5,False,,stable
000831.SZ,revenue,20250428.0,中国稀土,小金属,20241231,0.30549,0.11574981204177151,0.3533743903749922,0.2904217101908493,0.1400552521370968,0.1400552521370968,up,0.28736545389108825,0.8730507327755931,moderate,decreasing_vol,True,moderate,-26.090110630359874,False,none,False,falling,bottom,False,True,-0.14465173167555656,0.327225,0.2,0.8064959405073401,3.129767,2.8527,0.9114736017090089,10,5,False,,stable
000856.SZ,revenue,20250327.0,冀东装备,专用机械,20241231,-0.3715100000000001,-0.028770709552384498,0.11870501450740834,0.5701635620571527,-0.015147535904236675,-0.015147535904236675,down,0.13250944065608344,1.7182923200084441,stable,stable,False,none,-22.01576456732578,False,none,False,falling,bottom,False,True,-0.1239283532519242,-1.1346250000000002,-0.4,0.4624327264504764,12.781565,10.9918,0.8599729375862815,10,5,False,,stable
000862.SZ,revenue,20250325.0,银星能源,新型电力,20241231,-0.11457999999999999,-0.0609235322023977,0.6923875020999578,0.08047570414327031,-0.051299671948494385,-0.051299671948494385,down,0.13712217659319487,0.22158395248753915,ultra_stable,decreasing_vol,False,none,-16.30955993930197,False,none,False,falling,mid_down,False,False,-0.07414744887967051,-0.113175,-0.8,0.0864107329737,1.55867,1.3788,0.8846003323346187,10,5,False,,stable
000868.SZ,revenue,20250325.0,安凯客车,汽车整车,20241231,0.09657999999999997,0.033870826671789936,0.1967529836579432,0.45434021789241785,-0.1004189477974593,-0.1004189477974593,up,0.3418164310798631,0.9638266270445116,moderate,decreasing_vol,False,none,43.472475481740666,True,deterioration_to_recovery,False,rising,mid_up,True,False,0.16670542351168804,-0.2277,-0.2,0.8064959405073401,2.723357,2.9112,1.0689747983830251,10,5,False,,stable
000880.SZ,revenue,20250328.0,潍柴重机,专用机械,20241231,0.12503999999999973,0.011336302441272882,0.05711609568396391,0.6986308043152697,0.0019781996542931335,0.0019781996542931335,up,0.07482270483802438,0.8400494717574672,ultra_stable,stable,False,none,15.83944756150193,False,none,False,rising,top,True,False,0.07322629043116202,0.3312000000000004,0.4,0.4624327264504764,11.28972,12.078,1.0698228122575226,10,5,False,,stable
000915.SZ,revenue,20250321.0,华特达因,化学制药,20241231,0.46258,0.0517636025274828,0.45808389046119696,0.20952658082562078,0.040505696111463374,0.040505696111463374,up,0.12042890881770486,1.1108916522325658,ultra_stable,stable,False,none,-8.823470531710434,False,none,False,falling,mid_down,False,True,-0.0459342935405751,0.7451000000000008,0.6,0.22067136191984693,9.45575,9.1089,0.9633186156571398,10,5,False,,stable
