ts_code,metric_name,name,industry,end_date,ann_date,eps_slope,eps_log_slope,eps_r_squared,eps_p_value,eps_cagr_approx,eps_cagr,eps_trend_direction,eps_cv,eps_std_dev,eps_volatility_type,eps_volatility_regime,eps_has_deterioration,eps_deterioration_severity,eps_total_decline_pct,eps_has_inflection,eps_inflection_type,eps_is_cyclical,eps_current_phase,eps_cycle_position,eps_is_accelerating,eps_is_decelerating,eps_recent_3y_slope,eps_robust_slope,eps_mk_tau,eps_mk_p_value,eps_weighted_avg,eps_latest_value,eps_latest_vs_weighted_ratio,eps_full_data_years,eps_trend_window_years,eps_has_structural_break,eps_break_year_index,eps_data_regime
000153.SZ,profit,丰原药业,化学制药,20241231,20250411.0,0.014010000000000012,0.012971060754997415,0.0879050018710405,0.6281060458559232,0.010224308501073587,0.010224308501073587,up,0.186091058993684,0.07488304213905844,stable,stable,True,moderate,-28.917642226329836,False,none,False,falling,bottom,False,True,-0.06496298236001494,0.019125000000000003,0.2,0.8064959405073401,0.409405,0.3461,0.8453731634933623,10,5,False,,stable
000155.SZ,profit,川能动力,新型电力,20241231,20250428.0,0.091,0.08663335667485167,0.670628697361904,0.08994551483222013,0.36778239986738037,0.36778239986738037,up,0.49355257572189465,0.17669182210843828,moderate,decreasing_vol,True,moderate,-12.5,False,none,False,falling,mid_down,False,False,-0.027355956188811398,0.0925,0.6,0.22067136191984693,0.38530000000000003,0.42,1.0900596937451335,10,5,False,,stable
000158.SZ,profit,常山北明,软件服务,20241231,20250429.0,-0.1,-0.09838853285624408,0.7589635813686036,0.05441367592442601,,,down,2.16359017583728,0.1817415747703315,high_volatility,increasing_vol,True,severe,-184.6153846153846,False,none,False,falling,bottom,False,False,-0.11620126545232043,-0.10125,-0.6,0.22067136191984693,-0.114,-0.37,1.0,10,5,False,,stable
000400.SZ,profit,许继电气,电气设备,20241231,20250411.0,0.10620999999999998,0.07929182536642933,0.863231316921184,0.022418557275216643,0.11608125445780182,0.11608125445780182,up,0.21154105532110323,0.18109183581818364,ultra_stable,increasing_vol,False,none,46.340815513348375,False,none,False,rising,top,True,False,0.12804581631596118,0.10131249999999994,1.0,0.02748633611151033,0.909165,1.1018,1.211881231679618,10,5,False,,stable
000403.SZ,profit,派林生物,生物制药,20241231,20250424.0,0.15647000000000003,0.12817754720001417,0.9544308855380775,0.00418638320160935,0.28023558241729285,0.28023558241729285,up,0.35055906307643736,0.2521150669833122,ultra_stable,decreasing_vol,False,none,26.9446172993155,False,none,False,rising,mid_up,False,True,0.08002314250471965,0.15765416666666668,1.0,0.02748633611151033,0.766121,1.02,1.3313823795457898,10,5,False,,stable
000409.SZ,profit,云鼎科技,软件服务,20241231,20250409.0,0.004880000000000002,0.004877065113708876,0.023116183105893563,0.8071649955708133,-0.008587494312687016,-0.008587494312687016,up,0.5558484902004776,0.05094907261177577,volatile,stable,False,none,198.29059829059827,False,none,False,rising,mid_up,True,False,0.04618378669713567,0.02085,0.2,0.8064959405073401,0.09312400000000001,0.1396,1.499076500150337,10,5,False,,stable
000503.SZ,profit,国新健康,软件服务,20241231,20250425.0,0.06261999999999998,0.0618745460478316,0.9518282976273512,0.004553789372079417,,,up,0.773359100593425,0.10152658272590484,stable,decreasing_vol,False,none,88.61439312567131,False,none,False,rising,mid_up,False,False,0.041183113982195166,0.06317916666666666,1.0,0.02748633611151033,-0.112494,-0.0106,1.0,10,5,False,,stable
000507.SZ,profit,珠海港,新型电力,20241231,20250428.0,-0.008510000000000004,-0.008228370956025364,0.1425531293448017,0.5309521422119654,-0.02613031494984841,-0.02613031494984841,down,0.3103998517489923,0.0989678887316487,moderate,decreasing_vol,False,none,-23.732373237323735,False,none,False,rising,mid_up,False,False,-0.03793974492402799,-0.026858333333333335,-0.4,0.4624327264504764,0.309819,0.2542,0.820479053899212,10,5,False,,stable
000509.SZ,profit,华塑控股,元器件,20241231,20250428.0,-0.0022899999999999995,-0.002289945202557225,0.13404830706154716,0.5444687405223061,,,down,23.546403261983855,0.009889489370033217,high_volatility,increasing_vol,True,severe,-400.0,False,none,False,falling,bottom,False,False,-0.005199818395250966,-0.0036833333333333336,-0.2,0.8064959405073401,-0.0011069999999999995,-0.013,1.0,10,5,False,,stable
000513.SZ,profit,丽珠集团,化学制药,20241231,20250327.0,0.10200000000000005,0.045182668065834666,0.9862971892828248,0.0006835938985427076,0.051838909515634635,0.051838909515634635,up,0.08038689524541592,0.16254230218623097,ultra_stable,stable,False,none,9.803921568627459,False,none,False,rising,top,False,False,0.04235339191714471,0.10125000000000006,1.0,0.02748633611151033,2.073,2.24,1.0805595754944526,10,5,False,,stable
000516.SZ,profit,国际医学,医疗保健,20241231,20250423.0,-0.004999999999999996,-0.005684202427865057,0.0018846260591689357,0.9447431351004358,,,down,0.9444602862901084,0.21533694527414474,high_volatility,stable,False,none,78.84615384615385,False,none,False,rising,mid_up,True,False,0.19462453926792975,0.00875,0.0,1.0,-0.22950000000000004,-0.11,1.0,10,5,False,,stable
000519.SZ,profit,中兵红箭,专用机械,20241231,20250424.0,-0.06182999999999998,-0.06353049443645124,0.09334030207961122,0.6171435545467765,,,down,1.1465405534210025,0.3424945941179218,high_volatility,increasing_vol,True,severe,-139.96939816388982,False,none,False,falling,bottom,False,True,-0.3958332993447232,0.06487500000000003,0.2,0.8064959405073401,0.28017099999999995,-0.2351,-0.83913038822719,10,5,False,,stable
000533.SZ,profit,顺钠股份,电气设备,20241231,20250416.0,0.013540000000000002,0.01350624023095342,0.11481477463188051,0.5769754164357049,,,up,0.8294813393491124,0.06318988843161538,high_volatility,decreasing_vol,False,none,198.46491228070172,False,none,False,rising,top,True,False,0.04504954218675904,0.044074999999999996,0.4,0.4624327264504764,0.08024200000000001,0.1361,1.696119239301114,10,5,False,,stable
000534.SZ,profit,万泽股份,生物制药,20241231,20250307.0,0.06392,0.061544971703991515,0.8933041998580626,0.015293963131456001,0.26000488161798363,0.26000488161798363,up,0.4107727762965952,0.10700630822526305,stable,increasing_vol,False,none,93.40875553369403,False,none,False,rising,top,True,False,0.09089465301099513,0.06308333333333334,1.0,0.02748633611151033,0.279676,0.3932,1.4059125559576082,10,5,False,,stable
000536.SZ,profit,华映科技,元器件,20241231,20250415.0,-0.17579000000000003,-0.17049128123875606,0.7384631036725361,0.06197453777700945,,,down,1.2570230606185187,0.3244376519456396,high_volatility,decreasing_vol,False,none,7.643600180913614,False,none,False,rising,mid_up,False,False,0.015551573667376861,-0.20345,-0.6,0.22067136191984693,-0.31083700000000003,-0.4084,1.0,10,5,False,,stable
000537.SZ,profit,中绿电,新型电力,20241231,20250429.0,0.0020000000000000018,0.001792422406644234,0.0020203153130145335,0.9427898097305912,,,up,1.9321655288750021,0.6917152593372508,high_volatility,decreasing_vol,False,none,47.058823529411754,False,none,False,rising,mid_up,False,False,0.07372173670686064,0.045,0.2,0.8064959405073401,0.3532,0.5,1.4156285390713477,10,5,False,,stable
000550.SZ,profit,江铃汽车,汽车整车,20241231,20250329.0,0.33199999999999996,0.21536945250534018,0.9207417877351821,0.009705372455138793,0.2913976955282953,0.2913976955282953,up,0.46863902410699537,0.5492449362533987,stable,increasing_vol,False,none,67.9245283018868,False,none,False,rising,mid_up,False,False,0.2087581777544344,0.3583333333333333,1.0,0.02748633611151033,1.2716,1.78,1.3998112614029568,10,5,False,,stable
000551.SZ,profit,创元科技,专用机械,20241231,20250408.0,0.020880000000000003,0.019875884934796396,0.3100185740085185,0.32962603069055024,0.21158289029051502,0.21158289029051502,up,0.3569236012235986,0.14127036136430035,stable,increasing_vol,False,none,52.52623871125214,False,none,False,rising,top,False,False,0.09551623658690803,0.0717875,0.6,0.22067136191984693,0.41932600000000003,0.6249,1.490248637098582,10,5,False,,stable
000555.SZ,profit,神州信息,软件服务,20241231,20250329.0,-0.055779999999999996,-0.052290308255677466,0.5372784159686858,0.1588218260189509,,,down,2.6692215728065416,0.4074833653046465,high_volatility,increasing_vol,True,severe,-354.55820476858344,False,none,False,falling,bottom,False,True,-0.36647863185523494,-0.15599999999999997,-0.8,0.0864107329737,0.08523800000000001,-0.5445,-6.3879959642413,10,5,False,,stable
000566.SZ,profit,海南海药,化学制药,20241231,20250412.0,-0.03399999999999999,-0.02002662474521364,0.004208626928489256,0.9174579210120997,,,down,1.002814354705639,0.5807699053842237,high_volatility,decreasing_vol,True,moderate,-14613.58024691358,False,none,False,falling,mid_down,False,False,-0.5041791670796149,-0.04121666666666665,0.0,1.0,-0.58934,-1.1756,1.0,10,5,False,,stable
000572.SZ,profit,海马汽车,汽车整车,20241231,20250422.0,0.12628,0.11234754401685727,0.18007328608274542,0.4763847665343493,,,up,1.223855948074273,0.4672926780937189,high_volatility,decreasing_vol,False,none,91.12086075420453,False,none,False,rising,mid_up,False,False,0.3829787900503181,0.1098,0.2,0.8064959405073401,-0.343936,-0.085,1.0,10,5,False,,stable
000576.SZ,profit,甘化科工,电气设备,20241231,20250419.0,-0.004000000000000001,-0.003992753790010633,0.004417435059785164,0.9154380224476437,,,down,2.717338508803894,0.7608547824650904,high_volatility,stable,False,none,-82.14285714285715,False,none,False,rising,mid_up,False,False,-0.11324275064815638,-0.335,-0.6,0.22067136191984693,0.17320000000000002,0.05,0.28868360277136257,10,5,False,,stable
000591.SZ,profit,太阳能,新型电力,20241231,20250424.0,-0.004610000000000003,-0.004404560008513131,0.030306467184033722,0.7794696187753651,-0.021609057038223467,-0.021609057038223467,down,0.11432108234144424,0.04255945253407285,ultra_stable,stable,True,moderate,-23.591119785313495,False,none,False,falling,bottom,False,True,-0.04545916874034028,-0.00027499999999999747,0.0,1.0,0.369975,0.3132,0.8465436853841475,10,5,False,,stable
000597.SZ,profit,东北制药,化学制药,20241231,20250403.0,0.074,0.07296872649951605,0.8719359318547387,0.020253683183935643,1.3205957871060834,1.3205957871060834,up,0.7196540617240702,0.12521980673998823,moderate,decreasing_vol,False,none,15.999999999999993,False,none,False,rising,mid_up,False,True,0.01930762651360944,0.07166666666666666,0.9,0.04326272780691066,0.1962,0.29,1.4780835881753311,10,5,False,,stable
000625.SZ,profit,长安汽车,汽车整车,20241231,20250411.0,0.011999999999999988,0.009784600861771997,0.21948406394486653,0.42610041473820676,0.021364365789218187,0.021364365789218187,up,0.32195047557086515,0.2470004048579678,moderate,stable,True,severe,-7.0351758793969905,False,none,False,falling,mid_down,False,False,-0.02220687927541448,0.07400000000000001,0.4,0.4624327264504764,0.7912,0.74,0.9352881698685541,10,5,False,,stable
000629.SZ,profit,钒钛股份,小金属,20241231,20250329.0,-0.0027199999999999976,-0.0026869227781805643,0.004357252622958141,0.9160151832403498,0.040421387061097214,0.040421387061097214,down,0.6646841569641491,0.06466047478947243,high_volatility,stable,True,severe,-80.38338658146964,False,none,False,falling,bottom,False,True,-0.06258646042610674,-0.008487499999999995,0.0,1.0,0.09646400000000001,0.0307,0.31825344169845743,10,5,False,,stable
000633.SZ,profit,合金投资,小金属,20241231,20250408.0,0.0020000000000000005,0.0019994591983935684,0.14180338637991174,0.532124539670922,0.06559872345172746,0.06559872345172746,up,0.45194522987453506,0.008397142371068863,volatile,stable,False,none,98.03921568627452,False,none,False,rising,top,False,False,0.007497981213273806,0.0024500000000000004,0.2,0.8064959405073401,0.019180000000000003,0.0303,1.5797705943691343,10,5,False,,stable
000636.SZ,profit,风华高科,元器件,20241231,20250415.0,-0.03700000000000001,-0.035413713777093056,0.4189890215451006,0.23769743449039915,-0.07724904860719872,-0.07724904860719872,down,0.8012773892638269,0.35256205127608387,high_volatility,decreasing_vol,False,none,-6.451612903225811,False,none,False,rising,mid_up,False,False,-0.00957815267537293,-0.06416666666666668,-0.6,0.22067136191984693,0.4064000000000001,0.29,0.7135826771653541,10,5,False,,stable
000657.SZ,profit,中钨高新,小金属,20241231,20250425.0,0.031,0.029603082877683033,0.1981263249292311,0.45257750734401586,0.18269066638765308,0.18269066638765308,up,0.2788955506104271,0.1121160113453917,moderate,stable,False,none,-9.999999999999998,False,none,False,rising,mid_up,False,False,-0.02258107810393145,0.030000000000000002,0.2,0.8064959405073401,0.4113,0.45,1.0940919037199126,10,5,False,,stable
000661.SZ,profit,长春高新,生物制药,20241231,20250421.0,-0.028999999999999915,-0.01276543193458699,0.007890412240471378,0.8870495972491135,-0.03908491118455415,-0.03908491118455415,down,0.21954042653536845,1.9640086557854066,moderate,increasing_vol,True,severe,-37.60932944606414,False,none,False,falling,bottom,False,True,-0.23404804662764622,0.9425000000000012,0.2,0.8064959405073401,8.9315,6.42,0.7188042322118345,10,5,False,,stable
000670.SZ,profit,盈方微,元器件,20241231,20250422.0,-0.02541,-0.025388796468626525,0.7144644643835469,0.07134958317778932,,,down,2.071936899920571,0.0475302324841779,high_volatility,increasing_vol,False,none,-514.7540983606557,False,none,False,falling,bottom,False,False,-0.047063146382115215,-0.024354166666666663,-0.6,0.22067136191984693,-0.030563,-0.0759,1.0,10,5,False,,stable
000682.SZ,profit,东方电子,电气设备,20241231,20250423.0,0.07495,0.070526915510049,0.9855681907565444,0.0007390279821027286,0.2521584990049295,0.2521584990049295,up,0.350132122740031,0.1195841252006302,ultra_stable,increasing_vol,False,none,55.993883792048926,False,none,False,rising,top,False,False,0.08439555148677469,0.0739,1.0,0.02748633611151033,0.36402500000000004,0.5101,1.4012773847950002,10,5,False,,stable
000710.SZ,profit,贝瑞基因,医疗保健,20241231,20250425.0,-0.06342999999999999,-0.04903879403340907,0.08510207690685817,0.6339049135214216,,,down,1.4903003366959036,0.6778780111494987,high_volatility,stable,False,none,32.802469135802475,False,none,False,rising,mid_up,False,False,0.10998894965843681,-0.42499999999999993,-0.6,0.22067136191984693,-0.5505180000000001,-0.5443,1.0,10,5,False,,stable
000720.SZ,profit,新能泰山,电气设备,20241231,20250428.0,-0.0007500000000000007,-0.000740293504343912,0.0026806148828815934,0.9341079256169473,,,down,5.920512760586201,0.13901363961856403,high_volatility,decreasing_vol,True,severe,1.126760563380275,False,none,False,falling,mid_down,False,False,0.0005966635595658007,-0.04215,-0.4,0.4624327264504764,-0.042431,-0.1053,1.0,10,5,False,,stable
000725.SZ,profit,京东方A,元器件,20241231,20250422.0,-0.0055,-0.005480907915437021,0.0354153332373537,0.7618114574087121,0.01869968259813537,0.01869968259813537,down,1.0711208557548595,0.2634957305156954,high_volatility,decreasing_vol,False,none,-26.315789473684205,False,none,False,rising,mid_up,False,False,-0.024664180335220942,-0.024166666666666663,-0.2,0.8064959405073401,0.22710000000000002,0.14,0.6164685160722149,10,5,False,,stable
000727.SZ,profit,冠捷科技,元器件,20241231,20250429.0,-0.034440000000000005,-0.034270120137938544,0.7358148009104639,0.06298132161856532,-0.4053062074922479,-0.4053062074922479,down,0.8280802266998016,0.06346406857427281,volatile,decreasing_vol,True,severe,7.853403141361263,False,none,False,falling,mid_down,False,False,0.0007498522150253661,-0.03524583333333334,-0.6,0.22067136191984693,0.066308,0.0206,0.3106714121976232,10,5,False,,stable
000733.SZ,profit,振华科技,元器件,20241231,20250424.0,0.3382900000000001,0.12041634977166397,0.11016411779024668,0.5852921029042412,0.10459840780377117,0.10459840780377117,up,0.555032594497328,1.7257406447667623,volatile,stable,True,severe,-61.90144675296422,False,none,False,falling,bottom,False,True,-0.45178871261768183,0.823875,0.4,0.4624327264504764,3.2107470000000005,1.7512,0.5454182469064052,10,5,False,,stable
000739.SZ,profit,普洛药业,化学制药,20241231,20250311.0,0.013560000000000006,0.010267584664977592,0.34867791868861875,0.2944870678439078,0.06346726974124417,0.06346726974124417,up,0.1005966990141258,0.0831974939526426,ultra_stable,decreasing_vol,False,none,5.210682492581594,False,none,False,falling,mid_down,False,False,0.016605795611689123,0.0471,0.8,0.0864107329737,0.850965,0.8864,1.0416409605565446,10,5,False,,stable
000756.SZ,profit,新华制药,化学制药,20241231,20250331.0,0.05199999999999998,0.04417570209279994,0.8333317884898543,0.030466731488083567,0.0732760463564146,0.0732760463564146,up,0.1444781987807669,0.09044335243676009,ultra_stable,increasing_vol,False,none,11.290322580645155,False,none,False,falling,mid_down,False,False,0.029278036292883114,0.04666666666666665,0.8,0.0864107329737,0.652,0.69,1.058282208588957,10,5,False,,stable
000762.SZ,profit,西藏矿业,小金属,20241231,20250402.0,-0.007730000000000003,-0.007565032720502596,0.1197367361925355,0.5683783034441795,,,down,1.4078631576832132,0.6267525205374128,high_volatility,stable,True,moderate,-86.27450980392157,False,none,False,falling,mid_down,False,True,-0.5014017447755617,0.048125,0.2,0.8064959405073401,0.464599,0.21,0.4520026947970185,10,5,False,,stable
000766.SZ,profit,通化金马,化学制药,20241231,20250418.0,0.004,0.003994831280808824,0.3198415256288996,0.32040246473797984,,,up,4.892897220798367,0.185930094390338,high_volatility,decreasing_vol,False,none,100.0,True,worsening,False,rising,mid_up,False,True,0.014984278186904842,0.0175,0.8,0.0864107329737,-0.011900000000000004,0.06,1.0,10,5,False,,stable
000788.SZ,profit,北大医药,化学制药,20241231,20250425.0,0.0017399999999999985,0.0017357484687252497,0.06758041985253646,0.672772522800628,0.37008151354627805,0.37008151354627805,up,0.6512723368391284,0.07006387799715344,volatile,increasing_vol,False,none,146.53887113951012,False,none,False,rising,top,True,False,0.06785900471517407,0.017799999999999996,0.8,0.0864107329737,0.11758800000000001,0.2315,1.9687383066299282,10,5,False,,stable
000800.SZ,profit,一汽解放,汽车整车,20241231,20250329.0,-0.15821000000000002,-0.1450137361026184,0.5647605447723282,0.1430273505265737,-0.3163617839441385,-0.3163617839441385,down,0.9434555070374144,0.3370023071137644,high_volatility,decreasing_vol,True,moderate,72.24489795918367,False,none,False,falling,mid_down,True,False,0.026415125882900833,-0.12570833333333334,-0.4,0.4624327264504764,0.309737,0.1266,0.40873386130814204,10,5,False,,stable
000813.SZ,profit,德展健康,化学制药,20241231,20250429.0,0.00756,0.0075586967648500715,0.21407093981335612,0.4326508987534762,,,up,2.9347818002154833,0.06456519960474064,high_volatility,stable,True,severe,55.188679245283026,False,none,False,falling,mid_down,False,False,0.005849277594892598,-0.012750000000000001,0.0,1.0,0.015655000000000002,-0.0095,-0.6068348770360906,10,5,False,,stable
000821.SZ,profit,京山轻机,电气设备,20241231,20250426.0,0.146,0.1348785327167476,0.9621309803878302,0.0031638980973214053,0.6207359770526288,0.6207359770526288,up,0.5639056237658859,0.23458473948660855,ultra_stable,decreasing_vol,False,none,40.81632653061224,False,none,False,rising,mid_up,False,True,0.08610264590927597,0.14708333333333334,1.0,0.02748633611151033,0.45980000000000004,0.69,1.5006524575902565,10,5,False,,stable
000823.SZ,profit,超声电子,元器件,20241231,20250320.0,-0.06857,-0.061018787297269984,0.37955512984135437,0.2685027672500978,-0.08661874660301716,-0.08661874660301716,down,0.31906280851247193,0.17995142400103423,moderate,increasing_vol,False,none,-48.23499098170575,False,none,False,rising,mid_up,False,True,-0.16113473260265596,-0.05732083333333335,-0.2,0.8064959405073401,0.543429,0.4018,0.7393790173141292,10,5,False,,stable
000831.SZ,profit,中国稀土,小金属,20241231,20250428.0,0.03622000000000001,0.03452377249427192,0.3561297872416113,0.28805597493254137,,,up,1.3497792923360408,0.2860992188035472,high_volatility,increasing_vol,True,severe,-163.81873967429783,False,none,False,falling,bottom,False,True,-0.3395790519718218,-0.04300000000000001,-0.2,0.8064959405073401,0.18538300000000002,-0.2704,-1.4586019214275308,10,5,False,,stable
000856.SZ,profit,冀东装备,专用机械,20241231,20250327.0,0.01961,0.01955285952706145,0.5156753907691358,0.17186568198162563,0.48692825886844404,0.48692825886844404,up,0.5348835931558621,0.043197198983267425,volatile,stable,True,moderate,59.17355371900827,False,none,False,falling,mid_down,False,False,0.017844310937465944,0.019775,0.6,0.22067136191984693,0.086643,0.0963,1.1114573595097124,10,5,False,,stable
000862.SZ,profit,银星能源,新型电力,20241231,20250325.0,0.01641,0.01628426045377735,0.1714053546857263,0.48833649246271976,0.18148558540579973,0.18148558540579973,up,0.47626499939767153,0.06274315102064924,volatile,stable,True,severe,-46.887268648345476,False,none,False,falling,bottom,False,True,-0.04140476179631808,0.031075,0.4,0.4624327264504764,0.136663,0.0947,0.6929454204868911,10,5,False,,stable
000868.SZ,profit,安凯客车,汽车整车,20241231,20250325.0,-0.010000000000000014,-0.010513842122660644,0.006036055228945983,0.9011790100727619,,,down,1.4674767280631291,0.21718655575334309,high_volatility,decreasing_vol,False,none,103.03030303030303,False,none,False,rising,mid_up,True,False,0.16714306423914807,0.05499999999999998,0.2,0.8064959405073401,-0.15100000000000002,0.01,1.0,10,5,False,,stable
000880.SZ,profit,潍柴重机,专用机械,20241231,20250328.0,0.04100000000000001,0.03702853323695737,0.8742396732334259,0.019694523816914403,0.08775730593727715,0.08775730593727715,up,0.15158563281842607,0.06942621983083914,ultra_stable,increasing_vol,False,none,33.33333333333336,False,none,False,rising,top,True,False,0.06284193306192726,0.04250000000000001,1.0,0.02748633611151033,0.47850000000000004,0.56,1.1703239289446186,10,5,False,,stable
000915.SZ,profit,华特达因,化学制药,20241231,20250321.0,0.28,0.1364354657255546,0.7484763394679239,0.058230048728315206,0.1541180915163438,0.1541180915163438,up,0.26327534277283815,0.5165462225203085,stable,decreasing_vol,False,none,-2.2222222222222143,False,none,False,falling,mid_down,False,False,-0.010248730889329094,0.31500000000000006,0.6,0.22067136191984693,2.0460000000000003,2.2,1.075268817204301,10,5,False,,stable
000919.SZ,profit,金陵药业,化学制药,20241231,20250329.0,-0.016360000000000006,-0.016203071450294225,0.14088013350891904,0.5335732326348072,-0.1476254675134535,-0.1476254675134535,down,0.40972843133260495,0.06910479722855715,volatile,stable,True,severe,-67.35280038295835,False,none,False,falling,bottom,False,True,-0.06963123553265299,-0.018025000000000006,-0.4,0.4624327264504764,0.16375199999999998,0.0682,0.41648346279740095,10,5,False,,stable
000922.SZ,profit,佳电股份,电气设备,20241231,20250331.0,-0.01904,-0.016165111689168815,0.039487057522783454,0.748665212934269,-0.10874773030297413,-0.10874773030297413,down,0.2666259774072141,0.14533248776512428,moderate,decreasing_vol,True,severe,-26.758644183273717,False,none,False,falling,mid_down,False,False,-0.06999415584571939,-0.025566666666666682,-0.2,0.8064959405073401,0.5393680000000001,0.43,0.7972293499058156,10,5,False,,stable
000931.SZ,profit,中关村,化学制药,20241231,20250418.0,0.029090000000000005,0.029017617418023455,0.23349364328685993,0.4096159181338632,,,up,12.394661813294013,0.09519100272609803,high_volatility,decreasing_vol,False,none,225.1318101933216,False,none,False,rising,top,False,False,0.06400466038904307,0.037191666666666665,0.6,0.22067136191984693,0.0010469999999999993,0.0712,68.00382043935056,10,5,False,,stable
000938.SZ,profit,紫光股份,IT设备,20241231,20250429.0,-0.024040000000000016,-0.020474870449472493,0.19759508796299569,0.4532584548611643,-0.045366464924988414,-0.045366464924988414,down,0.1260324276921268,0.08700774678153665,ultra_stable,increasing_vol,True,moderate,-27.082228116710883,False,none,False,falling,bottom,False,True,-0.08551945580455778,-0.013500000000000012,-0.2,0.8064959405073401,0.6783399999999999,0.5498,0.8105080048353334,10,5,False,,stable
